end_date,3DS,DC,DS,GB,GBA,GC,N64,NeoGeoP,Switch,PS,PS2,PS3,PS4,PS5,PSP,WS,SATURN,Vita,Wii,WiiU,XB360,XBOne,XSX,Xbox,PKS
2013-12-29,208893.0,,,,,,,,,,,27020.0,,,9451.0,,,75207.0,2719.0,79174.0,770.0,,,,
2014-01-05,187920.0,,,,,,,,,,,40941.0,,,12069.0,,,88169.0,1727.0,60548.0,1124.0,,,,
2014-01-12,65657.0,,,,,,,,,,,14869.0,,,4725.0,,,31382.0,382.0,14029.0,451.0,,,,
2014-01-19,50044.0,,,,,,,,,,,13280.0,,,3826.0,,,24519.0,397.0,11036.0,413.0,,,,
2014-01-26,39484.0,,,,,,,,,,,14268.0,,,3455.0,,,21952.0,394.0,9461.0,378.0,,,,
2014-02-02,39285.0,,,,,,,,,,,15016.0,,,3133.0,,,21061.0,349.0,8679.0,229.0,,,,
2014-02-09,49119.0,,,,,,,,,,,10645.0,,,2727.0,,,16544.0,228.0,8605.0,224.0,,,,
2014-02-16,41012.0,,,,,,,,,,,11261.0,,,3055.0,,,17231.0,193.0,8706.0,367.0,,,,
2014-02-23,30284.0,,,,,,,,,,,9546.0,322083.0,,2548.0,,,16363.0,148.0,8129.0,239.0,,,,
2014-03-02,35899.0,,,,,,,,,,,12116.0,52697.0,,3173.0,,,21460.0,136.0,8515.0,160.0,,,,
2014-03-09,30916.0,,,,,,,,,,,10772.0,30766.0,,2989.0,,,30709.0,133.0,8128.0,206.0,,,,
2014-03-16,29248.0,,,,,,,,,,,13529.0,28864.0,,3184.0,,,28761.0,119.0,7297.0,278.0,,,,
2014-03-23,34828.0,,,,,,,,,,,15030.0,33341.0,,2786.0,,,37904.0,134.0,9504.0,254.0,,,,
2014-03-30,57695.0,,,,,,,,,,,16757.0,24138.0,,3308.0,,,42439.0,190.0,13073.0,187.0,,,,
2014-04-06,31680.0,,,,,,,,,,,12120.0,15036.0,,2242.0,,,24134.0,124.0,7686.0,178.0,,,,
2014-04-13,24044.0,,,,,,,,,,,8388.0,12053.0,,1578.0,,,22865.0,178.0,5693.0,144.0,,,,
2014-04-20,22347.0,,,,,,,,,,,7569.0,13034.0,,1707.0,,,18226.0,161.0,5588.0,187.0,,,,
2014-04-27,33358.0,,,,,,,,,,,7951.0,10129.0,,1571.0,,,25293.0,115.0,5596.0,152.0,,,,
2014-05-04,42647.0,,,,,,,,,,,9917.0,11692.0,,1906.0,,,25606.0,126.0,8217.0,146.0,,,,
2014-05-11,40068.0,,,,,,,,,,,8099.0,8680.0,,1609.0,,,17888.0,108.0,8065.0,198.0,,,,
2014-05-18,25440.0,,,,,,,,,,,7060.0,6887.0,,1320.0,,,13699.0,123.0,6836.0,132.0,,,,
2014-05-25,25015.0,,,,,,,,,,,7383.0,7387.0,,1201.0,,,14096.0,108.0,8858.0,104.0,,,,
2014-06-01,24485.0,,,,,,,,,,,6818.0,6866.0,,1237.0,,,12524.0,109.0,19031.0,140.0,,,,
2014-06-08,36716.0,,,,,,,,,,,6041.0,8010.0,,10498.0,,,11504.0,122.0,12576.0,109.0,,,,
2014-06-15,29525.0,,,,,,,,,,,6832.0,7351.0,,2647.0,,,13891.0,118.0,10366.0,131.0,,,,
2014-06-22,25858.0,,,,,,,,,,,6681.0,6527.0,,1160.0,,,13742.0,113.0,8373.0,134.0,,,,
2014-06-29,26592.0,,,,,,,,,,,7497.0,8244.0,,597.0,,,27768.0,159.0,9010.0,156.0,,,,
2014-07-06,27556.0,,,,,,,,,,,7818.0,7111.0,,445.0,,,21687.0,139.0,8020.0,154.0,,,,
2014-07-13,56973.0,,,,,,,,,,,7454.0,6731.0,,275.0,,,35438.0,72.0,8034.0,74.0,,,,
2014-07-20,41502.0,,,,,,,,,,,7315.0,5865.0,,219.0,,,29339.0,55.0,7283.0,102.0,,,,
2014-07-27,42512.0,,,,,,,,,,,7109.0,5177.0,,201.0,,,23658.0,58.0,8623.0,91.0,,,,
2014-08-03,41183.0,,,,,,,,,,,6528.0,5243.0,,283.0,,,20147.0,108.0,8722.0,104.0,,,,
2014-08-10,41911.0,,,,,,,,,,,6138.0,5030.0,,124.0,,,19553.0,130.0,11266.0,114.0,,,,
2014-08-17,50024.0,,,,,,,,,,,6088.0,6314.0,,141.0,,,23868.0,138.0,17717.0,137.0,,,,
2014-08-24,33229.0,,,,,,,,,,,2629.0,5405.0,,119.0,,,16442.0,176.0,7558.0,118.0,,,,
2014-08-31,34748.0,,,,,,,,,,,6225.0,5757.0,,102.0,,,22800.0,117.0,6237.0,66.0,,,,
2014-09-07,27846.0,,,,,,,,,,,5737.0,6373.0,,128.0,,,15560.0,,5551.0,,23562.0,,,
2014-09-14,44899.0,,,,,,,,,,,5977.0,22213.0,,254.0,,,13372.0,,5473.0,,3574.0,,,
2014-09-21,47397.0,,,,,,,,,,,5232.0,8284.0,,168.0,,,12137.0,,6689.0,,1536.0,,,
2014-09-28,32782.0,,,,,,,,,,,5293.0,7259.0,,126.0,,,17039.0,,9197.0,,1739.0,,,
2014-10-05,23404.0,,,,,,,,,,,4971.0,6791.0,,121.0,,,15641.0,,6837.0,,1444.0,,,
2014-10-12,263010.0,,,,,,,,,,,4446.0,9883.0,,95.0,,,9410.0,,5107.0,,918.0,,,
2014-10-19,117810.0,,,,,,,,,,,4209.0,6810.0,,88.0,,,9844.0,,4017.0,,698.0,,,
2014-10-26,98794.0,,,,,,,,,,,4678.0,7903.0,,97.0,,,12832.0,,3385.0,,1177.0,,,
2014-11-02,63076.0,,,,,,,,,,,4645.0,8014.0,,86.0,,,11057.0,,3623.0,,1264.0,,,
2014-11-09,71259.0,,,,,,,,,,,4210.0,9376.0,,84.0,,,9555.0,,3884.0,,824.0,,,
2014-11-16,51390.0,,,,,,,,,,,4254.0,14173.0,,86.0,,,18428.0,,12063.0,,2469.0,,,
2014-11-23,83129.0,,,,,,,,,,,3862.0,11141.0,,78.0,,,10303.0,,8506.0,,1182.0,,,
2014-11-30,86346.0,,,,,,,,,,,4769.0,12073.0,,72.0,,,25847.0,,13533.0,,1175.0,,,
2014-12-07,92892.0,,,,,,,,,,,5061.0,13040.0,,79.0,,,20960.0,,27191.0,,904.0,,,
2014-12-14,163444.0,,,,,,,,,,,7011.0,64017.0,,82.0,,,23107.0,,29411.0,,916.0,,,
2014-12-21,218412.0,,,,,,,,,,,7847.0,21657.0,,87.0,,,29657.0,,36397.0,,1761.0,,,
2014-12-28,218351.0,,,,,,,,,,,10412.0,30145.0,,,,,40525.0,,48927.0,,815.0,,,
2015-01-04,35050.0,,,,,,,,,,,3622.0,8358.0,,,,,12385.0,,6577.0,,318.0,,,
2015-01-11,35050.0,,,,,,,,,,,3622.0,8358.0,,,,,12385.0,,6577.0,,318.0,,,
2015-01-18,50438.0,,,,,,,,,,,6061.0,13074.0,,,,,18942.0,,9718.0,,531.0,,,
2015-01-25,36163.0,,,,,,,,,,,7858.0,11513.0,,,,,16790.0,,7352.0,,351.0,,,
2015-02-01,33011.0,,,,,,,,,,,5941.0,13971.0,,,,,13436.0,,6716.0,,291.0,,,
2015-02-08,30673.0,,,,,,,,,,,5100.0,14812.0,,,,,11980.0,,6364.0,,259.0,,,
2015-02-15,53259.0,,,,,,,,,,,5493.0,17981.0,,,,,13052.0,,6665.0,,250.0,,,
2015-02-22,31200.0,,,,,,,,,,,4764.0,23210.0,,,,,33535.0,,5346.0,,908.0,,,
2015-03-01,29846.0,,,,,,,,,,,7794.0,46495.0,,,,,22198.0,,5615.0,,534.0,,,
2015-03-08,28450.0,,,,,,,,,,,6568.0,32946.0,,,,,19001.0,,5973.0,,479.0,,,
2015-03-15,26467.0,,,,,,,,,,,6579.0,30647.0,,,,,21541.0,,6333.0,,446.0,,,
2015-03-22,22748.0,,,,,,,,,,,5990.0,47429.0,,,,,22242.0,,5485.0,,322.0,,,
2015-03-29,25728.0,,,,,,,,,,,6450.0,46830.0,,,,,28896.0,,5298.0,,220.0,,,
2015-04-05,30223.0,,,,,,,,,,,5685.0,26928.0,,,,,21460.0,,5753.0,,292.0,,,
2015-04-12,23537.0,,,,,,,,,,,4466.0,16831.0,,,,,16056.0,,5208.0,,625.0,,,
2015-04-19,20774.0,,,,,,,,,,,3958.0,14324.0,,,,,13799.0,,5008.0,,513.0,,,
2015-04-26,20576.0,,,,,,,,,,,3721.0,19516.0,,,,,14718.0,,6215.0,,508.0,,,
2015-05-03,27210.0,,,,,,,,,,,3894.0,17671.0,,,,,18163.0,,22936.0,,403.0,,,
2015-05-10,24711.0,,,,,,,,,,,3480.0,14591.0,,,,,17199.0,,8864.0,,256.0,,,
2015-05-17,16010.0,,,,,,,,,,,2663.0,10945.0,,,,,11335.0,,6698.0,,155.0,,,
2015-05-24,15481.0,,,,,,,,,,,2426.0,10846.0,,,,,11141.0,,6836.0,,252.0,,,
2015-05-31,16341.0,,,,,,,,,,,2708.0,11327.0,,,,,13408.0,,15787.0,,348.0,,,
2015-06-07,17504.0,,,,,,,,,,,2444.0,10137.0,,,,,11594.0,,17104.0,,248.0,,,
2015-06-14,25770.0,,,,,,,,,,,2326.0,10117.0,,,,,11022.0,,16740.0,,118.0,,,
2015-06-21,24278.0,,,,,,,,,,,2448.0,12748.0,,,,,11535.0,,14868.0,,178.0,,,
2015-06-28,32333.0,,,,,,,,,,,2451.0,11977.0,,,,,23769.0,,14013.0,,357.0,,,
2015-07-05,26932.0,,,,,,,,,,,2765.0,15182.0,,,,,14676.0,,14406.0,,166.0,,,
2015-07-12,28043.0,,,,,,,,,,,2589.0,12906.0,,,,,13614.0,,10981.0,,129.0,,,
2015-07-19,27255.0,,,,,,,,,,,2513.0,22380.0,,,,,12601.0,,12204.0,,183.0,,,
2015-07-26,26208.0,,,,,,,,,,,2379.0,15256.0,,,,,12737.0,,11421.0,,133.0,,,
2015-08-02,51171.0,,,,,,,,,,,2120.0,13192.0,,,,,12847.0,,12589.0,,120.0,,,
2015-08-09,36006.0,,,,,,,,,,,2205.0,13104.0,,,,,11564.0,,14214.0,,337.0,,,
2015-08-16,45045.0,,,,,,,,,,,3040.0,17420.0,,,,,16323.0,,19259.0,,208.0,,,
2015-08-23,29023.0,,,,,,,,,,,2190.0,13525.0,,,,,10934.0,,11632.0,,140.0,,,
2015-08-30,47397.0,,,,,,,,,,,2308.0,17321.0,,,,,11461.0,,11499.0,,231.0,,,
2015-09-06,30022.0,,,,,,,,,,,2360.0,54720.0,,,,,10403.0,,10197.0,,120.0,,,
2015-09-13,24724.0,,,,,,,,,,,2083.0,18354.0,,,,,8940.0,,20564.0,,115.0,,,
2015-09-20,28010.0,,,,,,,,,,,1866.0,10558.0,,,,,18347.0,,18614.0,,242.0,,,
2015-09-27,27914.0,,,,,,,,,,,2355.0,6793.0,,,,,17996.0,,18133.0,,173.0,,,
2015-10-04,22578.0,,,,,,,,,,,1881.0,43372.0,,,,,16125.0,,11996.0,,218.0,,,
2015-10-11,22024.0,,,,,,,,,,,1621.0,28597.0,,,,,13850.0,,10895.0,,202.0,,,
2015-10-18,23002.0,,,,,,,,,,,1640.0,25350.0,,,,,14624.0,,10882.0,,356.0,,,
2015-10-25,19394.0,,,,,,,,,,,1433.0,21562.0,,,,,13516.0,,9349.0,,813.0,,,
2015-11-01,18567.0,,,,,,,,,,,1476.0,20850.0,,,,,14808.0,,8139.0,,405.0,,,
2015-11-08,27522.0,,,,,,,,,,,1427.0,32593.0,,,,,13824.0,,9268.0,,552.0,,,
2015-11-15,25682.0,,,,,,,,,,,1523.0,27150.0,,,,,12852.0,,14861.0,,445.0,,,
2015-11-22,33203.0,,,,,,,,,,,1241.0,26472.0,,,,,12236.0,,13808.0,,550.0,,,
2015-11-29,133628.0,,,,,,,,,,,1367.0,24516.0,,,,,14279.0,,19120.0,,536.0,,,
2015-12-06,89376.0,,,,,,,,,,,1545.0,34366.0,,,,,20301.0,,24527.0,,226.0,,,
2015-12-13,106108.0,,,,,,,,,,,1903.0,40289.0,,,,,31031.0,,47259.0,,234.0,,,
2015-12-20,144115.0,,,,,,,,,,,,60330.0,,,,,54223.0,,38314.0,,350.0,,,
2015-12-27,154818.0,,,,,,,,,,,,70596.0,,,,,74330.0,,43950.0,,400.0,,,
2016-01-03,122844.0,,,,,,,,,,,,70596.0,,,,,78611.0,,55798.0,,379.0,,,
2016-01-10,51144.0,,,,,,,,,,,,38286.0,,,,,32457.0,,25995.0,,145.0,,,
2016-01-17,31352.0,,,,,,,,,,,,26658.0,,,,,19812.0,,14533.0,,136.0,,,
2016-01-24,29966.0,,,,,,,,,,,,24825.0,,,,,15462.0,,9086.0,,115.0,,,
2016-01-31,24897.0,,,,,,,,,,,,32819.0,,,,,43530.0,,7369.0,,112.0,,,
2016-02-07,19755.0,,,,,,,,,,,,32181.0,,,,,24779.0,,3351.0,,367.0,,,
2016-02-14,21143.0,,,,,,,,,,,,25015.0,,,,,17474.0,,3155.0,,126.0,,,
2016-02-21,18616.0,,,,,,,,,,,,27130.0,,,,,22175.0,,4186.0,,93.0,,,
2016-02-28,20012.0,,,,,,,,,,,,25541.0,,,,,18643.0,,4013.0,,73.0,,,
2016-03-06,21259.0,,,,,,,,,,,,27318.0,,,,,29269.0,,5991.0,,205.0,,,
2016-03-13,20522.0,,,,,,,,,,,,27638.0,,,,,19762.0,,3836.0,,131.0,,,
2016-03-20,20349.0,,,,,,,,,,,,27354.0,,,,,19580.0,,9644.0,,75.0,,,
2016-03-27,25311.0,,,,,,,,,,,,35565.0,,,,,20383.0,,5034.0,,110.0,,,
2016-04-03,25520.0,,,,,,,,,,,,33440.0,,,,,17741.0,,2678.0,,87.0,,,
2016-04-10,21221.0,,,,,,,,,,,,23095.0,,,,,12860.0,,5229.0,,144.0,,,
2016-04-17,18333.0,,,,,,,,,,,,20652.0,,,,,11782.0,,5634.0,,153.0,,,
2016-04-24,15086.0,,,,,,,,,,,,20070.0,,,,,11233.0,,7195.0,,82.0,,,
2016-05-01,22395.0,,,,,,,,,,,,27903.0,,,,,17661.0,,10116.0,,90.0,,,
2016-05-08,23607.0,,,,,,,,,,,,24786.0,,,,,16822.0,,7961.0,,76.0,,,
2016-05-15,14434.0,,,,,,,,,,,,22109.0,,,,,10855.0,,3296.0,,138.0,,,
2016-05-22,13264.0,,,,,,,,,,,,18291.0,,,,,10082.0,,3659.0,,60.0,,,
2016-05-29,13736.0,,,,,,,,,,,,24201.0,,,,,14605.0,,3872.0,,65.0,,,
2016-06-05,13139.0,,,,,,,,,,,,22182.0,,,,,13050.0,,4207.0,,52.0,,,
2016-06-12,21621.0,,,,,,,,,,,,18722.0,,,,,11574.0,,3505.0,,46.0,,,
2016-06-19,18365.0,,,,,,,,,,,,18997.0,,,,,11415.0,,4430.0,,40.0,,,
2016-06-26,20016.0,,,,,,,,,,,,21475.0,,,,,11391.0,,4442.0,,72.0,,,
2016-07-03,18853.0,,,,,,,,,,,,24757.0,,,,,11258.0,,5363.0,,63.0,,,
2016-07-10,18446.0,,,,,,,,,,,,21474.0,,,,,10950.0,,14904.0,,75.0,,,
2016-07-17,24009.0,,,,,,,,,,,,21017.0,,,,,11610.0,,7605.0,,82.0,,,
2016-07-24,23539.0,,,,,,,,,,,,17857.0,,,,,10676.0,,5899.0,,55.0,,,
2016-07-31,25259.0,,,,,,,,,,,,21030.0,,,,,11340.0,,6048.0,,39.0,,,
2016-08-07,27551.0,,,,,,,,,,,,16383.0,,,,,10015.0,,5170.0,,43.0,,,
2016-08-14,31695.0,,,,,,,,,,,,17482.0,,,,,12407.0,,5770.0,,38.0,,,
2016-08-21,26735.0,,,,,,,,,,,,19053.0,,,,,11086.0,,5623.0,,40.0,,,
2016-08-28,20788.0,,,,,,,,,,,,6760.0,,,,,9458.0,,4157.0,,31.0,,,
2016-09-04,20813.0,,,,,,,,,,,,2302.0,,,,,10021.0,,4072.0,,126.0,,,
2016-09-11,19783.0,,,,,,,,,,,,364.0,,,,,9397.0,,3267.0,,154.0,,,
2016-09-18,36737.0,,,,,,,,,,,,96567.0,,,,,9083.0,,2824.0,,157.0,,,
2016-09-25,34877.0,,,,,,,,,,,,48443.0,,,,,8525.0,,2681.0,,162.0,,,
2016-10-02,27198.0,,,,,,,,,,,,38063.0,,,,,8151.0,,2071.0,,160.0,,,
2016-10-09,34119.0,,,,,,,,,,,,32525.0,,,,,7976.0,,2561.0,,102.0,,,
2016-10-16,30315.0,,,,,,,,,,,,29447.0,,,,,7881.0,,2558.0,,899.0,,,
2016-10-23,26015.0,,,,,,,,,,,,26719.0,,,,,7514.0,,2130.0,,215.0,,,
2016-10-30,25763.0,,,,,,,,,,,,32169.0,,,,,9879.0,,2172.0,,130.0,,,
2016-11-06,28902.0,,,,,,,,,,,,32484.0,,,,,9012.0,,2293.0,,210.0,,,
2016-11-13,29981.0,,,,,,,,,,,,93512.0,,,,,8637.0,,2467.0,,125.0,,,
2016-11-20,113987.0,,,,,,,,,,,,37383.0,,,,,7985.0,,2973.0,,85.0,,,
2016-11-27,68887.0,,,,,,,,,,,,40636.0,,,,,10584.0,,3414.0,,1020.0,,,
2016-12-04,62267.0,,,,,,,,,,,,116593.0,,,,,14853.0,,4713.0,,315.0,,,
2016-12-11,82663.0,,,,,,,,,,,,98684.0,,,,,17996.0,,4240.0,,363.0,,,
2016-12-18,117793.0,,,,,,,,,,,,75061.0,,,,,26955.0,,4544.0,,279.0,,,
2016-12-25,229575.0,,,,,,,,,,,,107269.0,,,,,58745.0,,8417.0,,757.0,,,
2017-01-01,119848.0,,,,,,,,,,,,93144.0,,,,,32960.0,,3204.0,,744.0,,,
2017-01-08,121419.0,,,,,,,,,,,,89346.0,,,,,43616.0,,3593.0,,402.0,,,
2017-01-15,46381.0,,,,,,,,,,,,49274.0,,,,,16689.0,,1332.0,,306.0,,,
2017-01-22,34278.0,,,,,,,,,,,,36413.0,,,,,12286.0,,1070.0,,350.0,,,
2017-01-29,33890.0,,,,,,,,,,,,44243.0,,,,,11911.0,,937.0,,483.0,,,
2017-02-05,31299.0,,,,,,,,,,,,35980.0,,,,,9772.0,,998.0,,117.0,,,
2017-02-12,31569.0,,,,,,,,,,,,31110.0,,,,,8730.0,,897.0,,178.0,,,
2017-02-19,27377.0,,,,,,,,,,,,28820.0,,,,,8339.0,,601.0,,110.0,,,
2017-02-26,24740.0,,,,,,,,,,,,44158.0,,,,,11069.0,,626.0,,525.0,,,
2017-03-05,27078.0,,,,,,,,330637.0,,,,36637.0,,,,,9879.0,,644.0,,168.0,,,
2017-03-12,24498.0,,,,,,,,63420.0,,,,34565.0,,,,,8819.0,,678.0,,121.0,,,
2017-03-19,56537.0,,,,,,,,50821.0,,,,32432.0,,,,,8459.0,,441.0,,112.0,,,
2017-03-26,51289.0,,,,,,,,79493.0,,,,30479.0,,,,,7529.0,,383.0,,85.0,,,
2017-04-02,36332.0,,,,,,,,32262.0,,,,28308.0,,,,,7330.0,,523.0,,242.0,,,
2017-04-09,26471.0,,,,,,,,45271.0,,,,22076.0,,,,,6313.0,,393.0,,108.0,,,
2017-04-16,24085.0,,,,,,,,42700.0,,,,22067.0,,,,,6123.0,,361.0,,70.0,,,
2017-04-23,21695.0,,,,,,,,40367.0,,,,18846.0,,,,,5414.0,,376.0,,73.0,,,
2017-04-30,21602.0,,,,,,,,74217.0,,,,24756.0,,,,,6194.0,,184.0,,169.0,,,
2017-05-07,23264.0,,,,,,,,47353.0,,,,28498.0,,,,,6921.0,,418.0,,97.0,,,
2017-05-14,13730.0,,,,,,,,25257.0,,,,17287.0,,,,,4212.0,,203.0,,72.0,,,
2017-05-21,13374.0,,,,,,,,27264.0,,,,17034.0,,,,,4596.0,,206.0,,97.0,,,
2017-05-28,13049.0,,,,,,,,27440.0,,,,19747.0,,,,,4867.0,,229.0,,102.0,,,
2017-06-04,12533.0,,,,,,,,25274.0,,,,21286.0,,,,,4843.0,,186.0,,51.0,,,
2017-06-11,11519.0,,,,,,,,28293.0,,,,19867.0,,,,,4317.0,,133.0,,61.0,,,
2017-06-18,12112.0,,,,,,,,49440.0,,,,25117.0,,,,,4573.0,,253.0,,69.0,,,
2017-06-25,12651.0,,,,,,,,26964.0,,,,26140.0,,,,,4535.0,,108.0,,181.0,,,
2017-07-02,12036.0,,,,,,,,24736.0,,,,28642.0,,,,,4914.0,,135.0,,82.0,,,
2017-07-09,11228.0,,,,,,,,36143.0,,,,28414.0,,,,,4678.0,,176.0,,68.0,,,
2017-07-16,48464.0,,,,,,,,25154.0,,,,28793.0,,,,,4487.0,,216.0,,35.0,,,
2017-07-23,28831.0,,,,,,,,102581.0,,,,27530.0,,,,,4417.0,,214.0,,102.0,,,
2017-07-30,126790.0,,,,,,,,105697.0,,,,93954.0,,,,,4364.0,,207.0,,103.0,,,
2017-08-06,61995.0,,,,,,,,69686.0,,,,52819.0,,,,,4653.0,,128.0,,101.0,,,
2017-08-13,46348.0,,,,,,,,77146.0,,,,38015.0,,,,,5038.0,,136.0,,87.0,,,
2017-08-20,41175.0,,,,,,,,22154.0,,,,39970.0,,,,,5420.0,,232.0,,102.0,,,
2017-08-27,26796.0,,,,,,,,85503.0,,,,26335.0,,,,,3953.0,,89.0,,63.0,,,
2017-09-03,25185.0,,,,,,,,32857.0,,,,29736.0,,,,,4113.0,,87.0,,55.0,,,
2017-09-10,22468.0,,,,,,,,47801.0,,,,31595.0,,,,,4182.0,,105.0,,84.0,,,
2017-09-17,20413.0,,,,,,,,38006.0,,,,27480.0,,,,,4308.0,,174.0,,51.0,,,
2017-09-24,18868.0,,,,,,,,50146.0,,,,25819.0,,,,,3871.0,,73.0,,26.0,,,
2017-10-01,20680.0,,,,,,,,74500.0,,,,34564.0,,,,,4256.0,,32.0,,53.0,,,
2017-10-08,23406.0,,,,,,,,38425.0,,,,25398.0,,,,,3987.0,,35.0,,189.0,,,
2017-10-15,20157.0,,,,,,,,37227.0,,,,26486.0,,,,,4142.0,,49.0,,53.0,,,
2017-10-22,15255.0,,,,,,,,23892.0,,,,32007.0,,,,,3832.0,,33.0,,71.0,,,
2017-10-29,16465.0,,,,,,,,133094.0,,,,26123.0,,,,,3197.0,,46.0,,59.0,,,
2017-11-05,20368.0,,,,,,,,63977.0,,,,31963.0,,,,,3309.0,,38.0,,65.0,,,
2017-11-12,18687.0,,,,,,,,84593.0,,,,29641.0,,,,,3023.0,,32.0,,1688.0,,,
2017-11-19,40582.0,,,,,,,,90303.0,,,,31862.0,,,,,2716.0,,38.0,,161.0,,,
2017-11-26,32178.0,,,,,,,,133746.0,,,,27806.0,,,,,3396.0,,131.0,,204.0,,,
2017-12-03,32246.0,,,,,,,,150583.0,,,,31518.0,,,,,4223.0,,63.0,,223.0,,,
2017-12-10,45217.0,,,,,,,,193717.0,,,,79242.0,,,,,8676.0,,98.0,,3409.0,,,
2017-12-17,53886.0,,,,,,,,230259.0,,,,73142.0,,,,,9561.0,,101.0,,1581.0,,,
2017-12-24,89430.0,,,,,,,,303504.0,,,,70581.0,,,,,16155.0,,103.0,,569.0,,,
2017-12-31,35357.0,,,,,,,,115255.0,,,,58182.0,,,,,7040.0,,69.0,,287.0,,,
2018-01-07,64986.0,,,,,,,,159636.0,,,,103607.0,,,,,13119.0,,,,273.0,,,
2018-01-14,21014.0,,,,,,,,31189.0,,,,41188.0,,,,,4146.0,,,,129.0,,,
2018-01-21,14620.0,,,,,,,,38749.0,,,,44910.0,,,,,4007.0,,,,440.0,,,
2018-01-28,12572.0,,,,,,,,39473.0,,,,140432.0,,,,,3367.0,,,,1603.0,,,
2018-02-04,12551.0,,,,,,,,46517.0,,,,109286.0,,,,,4228.0,,,,1086.0,,,
2018-02-11,13066.0,,,,,,,,43522.0,,,,70172.0,,,,,4177.0,,,,368.0,,,
2018-02-18,13075.0,,,,,,,,40655.0,,,,48391.0,,,,,5274.0,,,,267.0,,,
2018-02-25,12621.0,,,,,,,,41294.0,,,,36193.0,,,,,5666.0,,,,428.0,,,
2018-03-04,12513.0,,,,,,,,43801.0,,,,26843.0,,,,,5890.0,,,,185.0,,,
2018-03-11,12255.0,,,,,,,,45746.0,,,,27323.0,,,,,6636.0,,,,193.0,,,
2018-03-18,11100.0,,,,,,,,47841.0,,,,19845.0,,,,,4563.0,,,,142.0,,,
2018-03-25,13011.0,,,,,,,,51563.0,,,,19175.0,,,,,4494.0,,,,155.0,,,
2018-04-01,11951.0,,,,,,,,41402.0,,,,21569.0,,,,,4553.0,,,,267.0,,,
2018-04-08,10570.0,,,,,,,,36341.0,,,,13018.0,,,,,3471.0,,,,125.0,,,
2018-04-15,8909.0,,,,,,,,32427.0,,,,11837.0,,,,,3113.0,,,,145.0,,,
2018-04-22,8010.0,,,,,,,,32476.0,,,,11807.0,,,,,3220.0,,,,156.0,,,
2018-04-29,8378.0,,,,,,,,35498.0,,,,24330.0,,,,,5048.0,,,,236.0,,,
2018-05-06,13322.0,,,,,,,,54534.0,,,,37356.0,,,,,7977.0,,,,219.0,,,
2018-05-13,6703.0,,,,,,,,27907.0,,,,16905.0,,,,,2804.0,,,,180.0,,,
2018-05-20,6774.0,,,,,,,,30341.0,,,,15559.0,,,,,2698.0,,,,184.0,,,
2018-05-27,6588.0,,,,,,,,31673.0,,,,16361.0,,,,,2721.0,,,,182.0,,,
2018-06-03,7252.0,,,,,,,,36271.0,,,,17396.0,,,,,2742.0,,,,149.0,,,
2018-06-10,7285.0,,,,,,,,36449.0,,,,26978.0,,,,,3921.0,,,,103.0,,,
2018-06-17,7321.0,,,,,,,,44824.0,,,,22570.0,,,,,2983.0,,,,826.0,,,
2018-06-24,7052.0,,,,,,,,46750.0,,,,21368.0,,,,,2410.0,,,,441.0,,,
2018-07-01,7653.0,,,,,,,,50678.0,,,,19639.0,,,,,2794.0,,,,220.0,,,
2018-07-08,7522.0,,,,,,,,43648.0,,,,19041.0,,,,,2788.0,,,,183.0,,,
2018-07-15,7499.0,,,,,,,,47317.0,,,,17747.0,,,,,3594.0,,,,115.0,,,
2018-07-22,10552.0,,,,,,,,53644.0,,,,18033.0,,,,,3796.0,,,,385.0,,,
2018-07-29,8413.0,,,,,,,,47446.0,,,,17572.0,,,,,2653.0,,,,335.0,,,
2018-08-05,11361.0,,,,,,,,48975.0,,,,17254.0,,,,,2916.0,,,,113.0,,,
2018-08-12,10566.0,,,,,,,,50549.0,,,,19754.0,,,,,2602.0,,,,125.0,,,
2018-08-19,11232.0,,,,,,,,53536.0,,,,26811.0,,,,,2982.0,,,,136.0,,,
2018-08-26,7810.0,,,,,,,,46413.0,,,,22242.0,,,,,2370.0,,,,154.0,,,
2018-09-02,7715.0,,,,,,,,41125.0,,,,17564.0,,,,,2325.0,,,,144.0,,,
2018-09-09,6888.0,,,,,,,,46206.0,,,,18974.0,,,,,2327.0,,,,61.0,,,
2018-09-16,6338.0,,,,,,,,36153.0,,,,20849.0,,,,,1970.0,,,,275.0,,,
2018-09-23,6788.0,,,,,,,,36751.0,,,,17299.0,,,,,2619.0,,,,125.0,,,
2018-09-30,6651.0,,,,,,,,43197.0,,,,20520.0,,,,,2760.0,,,,114.0,,,
2018-10-07,6376.0,,,,,,,,46590.0,,,,13548.0,,,,,2823.0,,,,461.0,,,
2018-10-14,6430.0,,,,,,,,44572.0,,,,25482.0,,,,,2535.0,,,,310.0,,,
2018-10-21,5373.0,,,,,,,,43863.0,,,,19867.0,,,,,2803.0,,,,140.0,,,
2018-10-28,5497.0,,,,,,,,38448.0,,,,19321.0,,,,,2004.0,,,,171.0,,,
2018-11-04,5699.0,,,,,,,,40344.0,,,,17783.0,,,,,1838.0,,,,223.0,,,
2018-11-11,6041.0,,,,,,,,53385.0,,,,16216.0,,,,,1668.0,,,,473.0,,,
2018-11-18,6056.0,,,,,,,,180585.0,,,,15890.0,,,,,1818.0,,,,202.0,,,
