end_date,3DS,DC,DS,GB,GBA,GC,N64,NeoGeoP,Switch,PS,PS2,PS3,PS4,PS5,PSP,WS,SATURN,Vita,Wii,WiiU,XB360,XBOne,XSX,Xbox,PKS
2009-06-21,,,42560.0,,,,,,,,4828.0,8681.0,,,26766.0,,,,16744.0,,6059.0,,,,
2009-06-28,,,44706.0,,,,,,,,5001.0,10374.0,,,27037.0,,,,20864.0,,5248.0,,,,
2009-07-05,,,56503.0,,,,,,,,5489.0,10502.0,,,36274.0,,,,24109.0,,5050.0,,,,
2009-07-12,,,153332.0,,,,,,,,5223.0,9051.0,,,29551.0,,,,20850.0,,3167.0,,,,
2009-07-19,,,117017.0,,,,,,,,5010.0,8314.0,,,25139.0,,,,19415.0,,2735.0,,,,
2009-07-26,,,92992.0,,,,,,,,5137.0,8217.0,,,29818.0,,,,21767.0,,2410.0,,,,
2009-08-02,,,84748.0,,,,,,,,5596.0,8108.0,,,33288.0,,,,92790.0,,2640.0,,,,
2009-08-09,,,81846.0,,,,,,,,6526.0,7068.0,,,36464.0,,,,46037.0,,5319.0,,,,
2009-08-16,,,81846.0,,,,,,,,6526.0,7068.0,,,36464.0,,,,46037.0,,5319.0,,,,
2009-08-23,,,63641.0,,,,,,,,4433.0,3743.0,,,25621.0,,,,25540.0,,6144.0,,,,
2009-08-30,,,65583.0,,,,,,,,4125.0,2093.0,,,25692.0,,,,22707.0,,5730.0,,,,
2009-09-06,,,64667.0,,,,,,,,3688.0,150832.0,,,22545.0,,,,18087.0,,4614.0,,,,
2009-09-13,,,75632.0,,,,,,,,3174.0,54289.0,,,19837.0,,,,15279.0,,6854.0,,,,
2009-09-20,,,80604.0,,,,,,,,2886.0,55145.0,,,21924.0,,,,15443.0,,4030.0,,,,
2009-09-27,,,76157.0,,,,,,,,3464.0,49673.0,,,19581.0,,,,12882.0,,3650.0,,,,
2009-10-04,,,63344.0,,,,,,,,2768.0,36637.0,,,55259.0,,,,32190.0,,2607.0,,,,
2009-10-11,,,57804.0,,,,,,,,2547.0,28671.0,,,44230.0,,,,29053.0,,3221.0,,,,
2009-10-18,,,56741.0,,,,,,,,2737.0,26938.0,,,39382.0,,,,26781.0,,3035.0,,,,
2009-10-25,,,47551.0,,,,,,,,2631.0,30603.0,,,40116.0,,,,25262.0,,2821.0,,,,
2009-11-01,,,40247.0,,,,,,,,2697.0,36704.0,,,70768.0,,,,26772.0,,4804.0,,,,
2009-11-08,,,37913.0,,,,,,,,2264.0,43395.0,,,53550.0,,,,24294.0,,4021.0,,,,
2009-11-15,,,36332.0,,,,,,,,2463.0,33237.0,,,46629.0,,,,22725.0,,4102.0,,,,
2009-11-22,,,138197.0,,,,,,,,2118.0,29041.0,,,37441.0,,,,28627.0,,3007.0,,,,
2009-11-29,,,114716.0,,,,,,,,2461.0,38512.0,,,43881.0,,,,41868.0,,3197.0,,,,
2009-12-06,,,113052.0,,,,,,,,2481.0,50061.0,,,69494.0,,,,100950.0,,4277.0,,,,
2009-12-13,,,141073.0,,,,,,,,2832.0,75693.0,,,73953.0,,,,141938.0,,10236.0,,,,
2009-12-20,,,198372.0,,,,,,,,3405.0,245406.0,,,81524.0,,,,208035.0,,7114.0,,,,
2009-12-27,,,243871.0,,,,,,,,5111.0,131522.0,,,134277.0,,,,216932.0,,6937.0,,,,
2010-01-03,,,243871.0,,,,,,,,5111.0,131522.0,,,134277.0,,,,216932.0,,6937.0,,,,
2010-01-10,,,115015.0,,,,,,,,3693.0,61986.0,,,152168.0,,,,67297.0,,8631.0,,,,
2010-01-17,,,64972.0,,,,,,,,2455.0,37442.0,,,75482.0,,,,55472.0,,3755.0,,,,
2010-01-24,,,53369.0,,,,,,,,1860.0,27132.0,,,52122.0,,,,40867.0,,4110.0,,,,
2010-01-31,,,78099.0,,,,,,,,2286.0,32463.0,,,47517.0,,,,38912.0,,5091.0,,,,
2010-02-07,,,56193.0,,,,,,,,1962.0,25648.0,,,42660.0,,,,30704.0,,4250.0,,,,
2010-02-14,,,52867.0,,,,,,,,1733.0,23391.0,,,39919.0,,,,31290.0,,2241.0,,,,
2010-02-21,,,47432.0,,,,,,,,1907.0,29332.0,,,37191.0,,,,27253.0,,2405.0,,,,
2010-02-28,,,48115.0,,,,,,,,2087.0,25839.0,,,40741.0,,,,28029.0,,4794.0,,,,
2010-03-07,,,47948.0,,,,,,,,1828.0,28306.0,,,64805.0,,,,31880.0,,3247.0,,,,
2010-03-14,,,41807.0,,,,,,,,1933.0,27027.0,,,44078.0,,,,29592.0,,1974.0,,,,
2010-03-21,,,39748.0,,,,,,,,1949.0,42128.0,,,43341.0,,,,30074.0,,2758.0,,,,
2010-03-28,,,45294.0,,,,,,,,2102.0,45116.0,,,44356.0,,,,35810.0,,5280.0,,,,
2010-04-04,,,42866.0,,,,,,,,1961.0,37438.0,,,39025.0,,,,28772.0,,2170.0,,,,
2010-04-11,,,37182.0,,,,,,,,1747.0,29336.0,,,32358.0,,,,25394.0,,2609.0,,,,
2010-04-18,,,31821.0,,,,,,,,1890.0,23042.0,,,29695.0,,,,23333.0,,2103.0,,,,
2010-04-25,,,32008.0,,,,,,,,1824.0,22217.0,,,29722.0,,,,24974.0,,1762.0,,,,
2010-05-02,,,44756.0,,,,,,,,2183.0,24958.0,,,49674.0,,,,33352.0,,3508.0,,,,
2010-05-09,,,44756.0,,,,,,,,2183.0,24958.0,,,49674.0,,,,33352.0,,3508.0,,,,
2010-05-16,,,28171.0,,,,,,,,1423.0,16487.0,,,26018.0,,,,17230.0,,3743.0,,,,
2010-05-23,,,24718.0,,,,,,,,1484.0,16256.0,,,24195.0,,,,17870.0,,3573.0,,,,
2010-05-30,,,27801.0,,,,,,,,1630.0,18018.0,,,27426.0,,,,21304.0,,2602.0,,,,
2010-06-06,,,19851.0,,,,,,,,1392.0,17472.0,,,24292.0,,,,17460.0,,2059.0,,,,
2010-06-13,,,20251.0,,,,,,,,1283.0,16452.0,,,22767.0,,,,20346.0,,1909.0,,,,
2010-06-20,,,51656.0,,,,,,,,1404.0,16196.0,,,22388.0,,,,17023.0,,1215.0,,,,
2010-06-27,,,69200.0,,,,,,,,1483.0,21659.0,,,25668.0,,,,18507.0,,17490.0,,,,
2010-07-04,,,53141.0,,,,,,,,1639.0,25049.0,,,28650.0,,,,21832.0,,7915.0,,,,
2010-07-11,,,48631.0,,,,,,,,1517.0,28538.0,,,27698.0,,,,23121.0,,6240.0,,,,
2010-07-18,,,45796.0,,,,,,,,1459.0,25641.0,,,30994.0,,,,21403.0,,5897.0,,,,
2010-07-25,,,44204.0,,,,,,,,1516.0,21356.0,,,31315.0,,,,21500.0,,5575.0,,,,
2010-08-01,,,43482.0,,,,,,,,1411.0,41643.0,,,46632.0,,,,19694.0,,8103.0,,,,
2010-08-08,,,28920.0,,,,,,,,1031.0,15094.0,,,17779.0,,,,12856.0,,2240.0,,,,
2010-08-15,,,28920.0,,,,,,,,1031.0,15094.0,,,17779.0,,,,12856.0,,2240.0,,,,
2010-08-22,,,44591.0,,,,,,,,1497.0,25534.0,,,27543.0,,,,18929.0,,3847.0,,,,
2010-08-29,,,37614.0,,,,,,,,1567.0,22009.0,,,56591.0,,,,17268.0,,2457.0,,,,
2010-09-05,,,35500.0,,,,,,,,1624.0,19848.0,,,35793.0,,,,16846.0,,1789.0,,,,
2010-09-12,,,36659.0,,,,,,,,1241.0,16677.0,,,29711.0,,,,15330.0,,2185.0,,,,
2010-09-19,,,81297.0,,,,,,,,1324.0,17549.0,,,31054.0,,,,15912.0,,4668.0,,,,
2010-09-26,,,84180.0,,,,,,,,1582.0,18173.0,,,38056.0,,,,15052.0,,2722.0,,,,
2010-10-03,,,57395.0,,,,,,,,1253.0,17818.0,,,37314.0,,,,13082.0,,2636.0,,,,
2010-10-10,,,50917.0,,,,,,,,1433.0,19617.0,,,34434.0,,,,13057.0,,2401.0,,,,
2010-10-17,,,44925.0,,,,,,,,1590.0,21001.0,,,37553.0,,,,12909.0,,2282.0,,,,
2010-10-24,,,31859.0,,,,,,,,1248.0,19240.0,,,28057.0,,,,11218.0,,2047.0,,,,
2010-10-31,,,43965.0,,,,,,,,1445.0,23703.0,,,35937.0,,,,10824.0,,3187.0,,,,
2010-11-07,,,33514.0,,,,,,,,1310.0,19498.0,,,31865.0,,,,10008.0,,2605.0,,,,
2010-11-14,,,30056.0,,,,,,,,1141.0,17029.0,,,36235.0,,,,35934.0,,2089.0,,,,
2010-11-21,,,36630.0,,,,,,,,1282.0,26125.0,,,94236.0,,,,24037.0,,5488.0,,,,
2010-11-28,,,46816.0,,,,,,,,1459.0,61096.0,,,74439.0,,,,39691.0,,4155.0,,,,
2010-12-05,,,73301.0,,,,,,,,1614.0,37751.0,,,327905.0,,,,53253.0,,3815.0,,,,
2010-12-12,,,106633.0,,,,,,,,1676.0,41790.0,,,141820.0,,,,76885.0,,3853.0,,,,
2010-12-19,,,149844.0,,,,,,,,1623.0,47161.0,,,146035.0,,,,106203.0,,4136.0,,,,
2010-12-26,,,57396.0,,,,,,,,1266.0,34803.0,,,37991.0,,,,48558.0,,2575.0,,,,
2011-01-02,,,57396.0,,,,,,,,1266.0,34803.0,,,37991.0,,,,48558.0,,2575.0,,,,
2011-01-09,,,97006.0,,,,,,,,2493.0,56398.0,,,30852.0,,,,59929.0,,4740.0,,,,
2011-01-16,,,38917.0,,,,,,,,1404.0,28382.0,,,26462.0,,,,22956.0,,3133.0,,,,
2011-01-23,,,28233.0,,,,,,,,1207.0,22743.0,,,31551.0,,,,15742.0,,3466.0,,,,
2011-01-30,,,26891.0,,,,,,,,1356.0,22872.0,,,29822.0,,,,18985.0,,3632.0,,,,
2011-02-06,,,29498.0,,,,,,,,1419.0,23571.0,,,27180.0,,,,14953.0,,2846.0,,,,
2011-02-13,,,27304.0,,,,,,,,1307.0,24976.0,,,106299.0,,,,13391.0,,3086.0,,,,
2011-02-20,,,23063.0,,,,,,,,1258.0,22513.0,,,54358.0,,,,11076.0,,2889.0,,,,
2011-02-27,371326.0,,21544.0,,,,,,,,1124.0,21126.0,,,43187.0,,,,10947.0,,6372.0,,,,
2011-03-06,206087.0,,18100.0,,,,,,,,1278.0,22736.0,,,65535.0,,,,11031.0,,2359.0,,,,
2011-03-13,104412.0,,14956.0,,,,,,,,863.0,29395.0,,,36947.0,,,,9097.0,,2052.0,,,,
2011-03-20,64942.0,,15135.0,,,,,,,,1076.0,23001.0,,,21850.0,,,,9452.0,,1032.0,,,,
2011-03-27,54656.0,,19132.0,,,,,,,,1157.0,24744.0,,,40897.0,,,,9622.0,,1244.0,,,,
2011-04-03,43178.0,,20080.0,,,,,,,,1255.0,22972.0,,,48695.0,,,,9003.0,,1409.0,,,,
2011-04-10,32759.0,,18356.0,,,,,,,,1286.0,22681.0,,,36111.0,,,,8838.0,,1941.0,,,,
2011-04-17,25320.0,,14540.0,,,,,,,,1198.0,21232.0,,,24745.0,,,,8245.0,,1733.0,,,,
2011-04-24,21275.0,,10866.0,,,,,,,,1253.0,18015.0,,,47499.0,,,,8089.0,,1813.0,,,,
2011-05-01,25719.0,,14090.0,,,,,,,,1704.0,20394.0,,,62269.0,,,,12167.0,,3095.0,,,,
2011-05-08,25719.0,,14090.0,,,,,,,,1704.0,20394.0,,,62269.0,,,,12167.0,,3095.0,,,,
2011-05-15,16379.0,,6961.0,,,,,,,,1170.0,13536.0,,,32417.0,,,,6301.0,,2597.0,,,,
2011-05-22,16465.0,,6554.0,,,,,,,,1163.0,12681.0,,,30064.0,,,,6240.0,,1815.0,,,,
2011-05-29,25096.0,,6389.0,,,,,,,,1094.0,15842.0,,,34253.0,,,,7552.0,,1751.0,,,,
2011-06-05,27868.0,,6832.0,,,,,,,,1141.0,15270.0,,,29519.0,,,,7056.0,,1619.0,,,,
2011-06-12,24226.0,,7028.0,,,,,,,,1148.0,16673.0,,,25854.0,,,,7149.0,,1535.0,,,,
2011-06-19,41086.0,,7892.0,,,,,,,,1230.0,14327.0,,,28026.0,,,,7031.0,,2465.0,,,,
2011-06-26,27378.0,,6677.0,,,,,,,,1183.0,14967.0,,,25080.0,,,,8954.0,,1853.0,,,,
2011-07-03,31545.0,,6890.0,,,,,,,,1051.0,19290.0,,,26587.0,,,,11915.0,,1874.0,,,,
2011-07-10,23219.0,,7108.0,,,,,,,,1078.0,21199.0,,,25778.0,,,,12848.0,,1911.0,,,,
2011-07-17,45949.0,,6447.0,,,,,,,,1048.0,22807.0,,,25013.0,,,,14260.0,,1582.0,,,,
2011-07-24,32381.0,,7568.0,,,,,,,,1155.0,22935.0,,,27056.0,,,,16939.0,,1526.0,,,,
2011-07-31,15819.0,,6592.0,,,,,,,,1046.0,21324.0,,,33582.0,,,,17066.0,,1957.0,,,,
2011-08-07,107410.0,,2781.0,,,,,,,,525.0,9585.0,,,20895.0,,,,9340.0,,937.0,,,,
2011-08-14,107410.0,,2781.0,,,,,,,,525.0,9585.0,,,20895.0,,,,9340.0,,937.0,,,,
2011-08-21,107462.0,,5015.0,,,,,,,,1192.0,30342.0,,,40595.0,,,,17399.0,,1103.0,,,,
2011-08-28,57927.0,,3710.0,,,,,,,,1028.0,32235.0,,,32066.0,,,,10479.0,,938.0,,,,
2011-09-04,55264.0,,3205.0,,,,,,,,964.0,32969.0,,,28921.0,,,,9931.0,,830.0,,,,
2011-09-11,49191.0,,2748.0,,,,,,,,842.0,62266.0,,,23352.0,,,,9130.0,,727.0,,,,
2011-09-18,62245.0,,3187.0,,,,,,,,830.0,37477.0,,,24106.0,,,,15146.0,,788.0,,,,
2011-09-25,68386.0,,3138.0,,,,,,,,917.0,37710.0,,,28007.0,,,,14089.0,,3878.0,,,,
2011-10-02,55853.0,,2343.0,,,,,,,,795.0,28646.0,,,26146.0,,,,10497.0,,1691.0,,,,
2011-10-09,50916.0,,2178.0,,,,,,,,859.0,28492.0,,,26799.0,,,,10807.0,,1501.0,,,,
2011-10-16,54460.0,,2593.0,,,,,,,,802.0,28341.0,,,25461.0,,,,12473.0,,1885.0,,,,
2011-10-23,75386.0,,1818.0,,,,,,,,689.0,23419.0,,,21707.0,,,,12516.0,,1459.0,,,,
2011-10-30,67854.0,,1792.0,,,,,,,,682.0,23704.0,,,31691.0,,,,12595.0,,1562.0,,,,
2011-11-06,128287.0,,1803.0,,,,,,,,791.0,26390.0,,,27151.0,,,,11326.0,,1501.0,,,,
2011-11-13,89938.0,,1457.0,,,,,,,,627.0,22677.0,,,23347.0,,,,9871.0,,1601.0,,,,
2011-11-20,88225.0,,1455.0,,,,,,,,644.0,38836.0,,,36872.0,,,,11833.0,,1467.0,,,,
2011-11-27,110088.0,,1582.0,,,,,,,,639.0,30740.0,,,30086.0,,,,17912.0,,1238.0,,,,
2011-12-04,216350.0,,1845.0,,,,,,,,778.0,40051.0,,,31560.0,,,,28164.0,,1239.0,,,,
2011-12-11,378114.0,,2430.0,,,,,,,,926.0,43518.0,,,47238.0,,,,48275.0,,3317.0,,,,
2011-12-18,387838.0,,3511.0,,,,,,,,926.0,62272.0,,,63792.0,,,321407.0,60254.0,,2786.0,,,,
2011-12-25,510629.0,,5001.0,,,,,,,,1139.0,71689.0,,,101370.0,,,81387.0,94468.0,,3649.0,,,,
2012-01-01,230491.0,,2577.0,,,,,,,,792.0,66728.0,,,63468.0,,,40106.0,39457.0,,2110.0,,,,
2012-01-08,230491.0,,2577.0,,,,,,,,792.0,66728.0,,,63468.0,,,40106.0,39457.0,,2110.0,,,,
2012-01-15,101697.0,,1078.0,,,,,,,,517.0,31059.0,,,23942.0,,,15737.0,14216.0,,1247.0,,,,
2012-01-22,77519.0,,862.0,,,,,,,,396.0,23291.0,,,17874.0,,,13221.0,9701.0,,1311.0,,,,
2012-01-29,81699.0,,883.0,,,,,,,,564.0,23869.0,,,16939.0,,,17106.0,9884.0,,1137.0,,,,
2012-02-05,69180.0,,817.0,,,,,,,,349.0,23290.0,,,16558.0,,,14731.0,7023.0,,1007.0,,,,
2012-02-12,60231.0,,633.0,,,,,,,,313.0,21830.0,,,15688.0,,,11856.0,7754.0,,889.0,,,,
2012-02-19,88909.0,,702.0,,,,,,,,427.0,21036.0,,,15145.0,,,11004.0,6627.0,,765.0,,,,
2012-02-26,72032.0,,738.0,,,,,,,,488.0,24476.0,,,15876.0,,,10511.0,6578.0,,1244.0,,,,
2012-03-04,71797.0,,623.0,,,,,,,,551.0,65249.0,,,16375.0,,,10212.0,7046.0,,737.0,,,,
2012-03-11,63717.0,,575.0,,,,,,,,532.0,33679.0,,,15621.0,,,10228.0,7621.0,,921.0,,,,
2012-03-18,63746.0,,655.0,,,,,,,,563.0,28527.0,,,17721.0,,,11171.0,7218.0,,864.0,,,,
2012-03-25,94776.0,,837.0,,,,,,,,687.0,26441.0,,,20380.0,,,10635.0,8878.0,,821.0,,,,
2012-04-01,118072.0,,717.0,,,,,,,,662.0,24916.0,,,19966.0,,,11983.0,9134.0,,1026.0,,,,
2012-04-08,67613.0,,568.0,,,,,,,,617.0,20775.0,,,16780.0,,,8283.0,6569.0,,2983.0,,,,
2012-04-15,62653.0,,614.0,,,,,,,,508.0,19975.0,,,15285.0,,,8157.0,5295.0,,1122.0,,,,
2012-04-22,80561.0,,543.0,,,,,,,,475.0,17354.0,,,12314.0,,,8058.0,6638.0,,760.0,,,,
2012-04-29,71282.0,,625.0,,,,,,,,568.0,23372.0,,,20355.0,,,11167.0,9207.0,,970.0,,,,
2012-05-06,88226.0,,843.0,,,,,,,,738.0,26339.0,,,19856.0,,,9141.0,15198.0,,1293.0,,,,
2012-05-13,45063.0,,466.0,,,,,,,,493.0,15272.0,,,11605.0,,,5849.0,6443.0,,758.0,,,,
2012-05-20,41712.0,,368.0,,,,,,,,449.0,13800.0,,,11570.0,,,5879.0,5958.0,,835.0,,,,
2012-05-27,51804.0,,362.0,,,,,,,,387.0,16256.0,,,11813.0,,,6089.0,6486.0,,2493.0,,,,
2012-06-03,101718.0,,356.0,,,,,,,,453.0,16404.0,,,11153.0,,,6413.0,6335.0,,2783.0,,,,
2012-06-10,61212.0,,332.0,,,,,,,,395.0,15830.0,,,10385.0,,,12256.0,5760.0,,1321.0,,,,
2012-06-17,56394.0,,387.0,,,,,,,,496.0,15183.0,,,10327.0,,,31657.0,5381.0,,1107.0,,,,
2012-06-24,66953.0,,500.0,,,,,,,,403.0,13785.0,,,9868.0,,,12100.0,5713.0,,1194.0,,,,
2012-07-01,65267.0,,657.0,,,,,,,,490.0,16399.0,,,11461.0,,,22638.0,6880.0,,861.0,,,,
2012-07-08,51930.0,,455.0,,,,,,,,474.0,14297.0,,,10627.0,,,11544.0,6654.0,,711.0,,,,
2012-07-15,46633.0,,430.0,,,,,,,,451.0,15218.0,,,11170.0,,,11388.0,6660.0,,686.0,,,,
2012-07-22,44202.0,,545.0,,,,,,,,414.0,16232.0,,,13199.0,,,10103.0,8729.0,,594.0,,,,
2012-07-29,235974.0,,496.0,,,,,,,,439.0,18160.0,,,14029.0,,,9081.0,10549.0,,632.0,,,,
2012-08-05,118786.0,,372.0,,,,,,,,430.0,14544.0,,,11989.0,,,8203.0,41561.0,,605.0,,,,
2012-08-12,108018.0,,377.0,,,,,,,,536.0,16471.0,,,13129.0,,,9943.0,15360.0,,574.0,,,,
2012-08-19,108018.0,,377.0,,,,,,,,536.0,16471.0,,,13129.0,,,9943.0,15360.0,,574.0,,,,
2012-08-26,64921.0,,311.0,,,,,,,,439.0,12243.0,,,10676.0,,,9751.0,8476.0,,563.0,,,,
2012-09-02,67926.0,,279.0,,,,,,,,411.0,12846.0,,,10918.0,,,46877.0,8038.0,,525.0,,,,
2012-09-09,57305.0,,237.0,,,,,,,,411.0,12210.0,,,9434.0,,,11382.0,5493.0,,562.0,,,,
2012-09-16,56970.0,,243.0,,,,,,,,389.0,14455.0,,,9791.0,,,8684.0,5300.0,,502.0,,,,
2012-09-23,59199.0,,277.0,,,,,,,,367.0,12034.0,,,14272.0,,,8219.0,5386.0,,630.0,,,,
2012-09-30,77183.0,,202.0,,,,,,,,482.0,9380.0,,,20954.0,,,12939.0,5041.0,,484.0,,,,
2012-10-07,58233.0,,275.0,,,,,,,,274.0,43870.0,,,16596.0,,,8118.0,4282.0,,4568.0,,,,
2012-10-14,78401.0,,159.0,,,,,,,,286.0,28010.0,,,15107.0,,,7028.0,4238.0,,2151.0,,,,
2012-10-21,60033.0,,168.0,,,,,,,,339.0,22306.0,,,15179.0,,,7031.0,3596.0,,1937.0,,,,
2012-10-28,60079.0,,176.0,,,,,,,,343.0,21470.0,,,14575.0,,,6093.0,3744.0,,1636.0,,,,
2012-11-04,82644.0,,307.0,,,,,,,,389.0,23106.0,,,13351.0,,,5368.0,3340.0,,1254.0,,,,
2012-11-11,168662.0,,343.0,,,,,,,,457.0,19369.0,,,11749.0,,,4263.0,3020.0,,2592.0,,,,
2012-11-18,170559.0,,173.0,,,,,,,,354.0,18213.0,,,11197.0,,,12019.0,3095.0,,1739.0,,,,
2012-11-25,158527.0,,227.0,,,,,,,,434.0,34836.0,,,16197.0,,,9246.0,4009.0,,1667.0,,,,
2012-12-02,154654.0,,337.0,,,,,,,,429.0,31510.0,,,14248.0,,,9830.0,4708.0,,1403.0,,,,
2012-12-09,219103.0,,,,,,,,,,493.0,37636.0,,,17379.0,,,10348.0,6811.0,308570.0,1288.0,,,,
2012-12-16,333409.0,,,,,,,,,,824.0,46111.0,,,28779.0,,,13590.0,12211.0,130653.0,1106.0,,,,
2012-12-23,433788.0,,,,,,,,,,539.0,50216.0,,,58378.0,,,19056.0,16785.0,122356.0,1336.0,,,,
2012-12-30,286240.0,,,,,,,,,,1156.0,59470.0,,,43649.0,,,24552.0,6754.0,73711.0,1774.0,,,,
2013-01-06,286240.0,,,,,,,,,,1156.0,59470.0,,,43649.0,,,24552.0,6754.0,73711.0,1774.0,,,,
2013-01-13,105112.0,,,,,,,,,,562.0,21445.0,,,18084.0,,,10131.0,2092.0,21489.0,578.0,,,,
2013-01-20,90114.0,,,,,,,,,,385.0,19042.0,,,16625.0,,,8597.0,1918.0,16635.0,527.0,,,,
2013-01-27,79793.0,,,,,,,,,,381.0,17242.0,,,14058.0,,,8495.0,2170.0,12335.0,511.0,,,,
2013-02-03,82255.0,,,,,,,,,,329.0,16346.0,,,13235.0,,,8266.0,1868.0,11714.0,530.0,,,,
2013-02-10,141581.0,,,,,,,,,,265.0,14149.0,,,11321.0,,,7379.0,1866.0,11092.0,490.0,,,,
2013-02-17,101940.0,,,,,,,,,,360.0,13703.0,,,10287.0,,,7401.0,1719.0,10167.0,463.0,,,,
2013-02-24,74184.0,,,,,,,,,,244.0,17015.0,,,9237.0,,,11669.0,1478.0,9495.0,449.0,,,,
2013-03-03,77105.0,,,,,,,,,,265.0,24661.0,,,11665.0,,,60561.0,2151.0,9528.0,282.0,,,,
2013-03-10,60800.0,,,,,,,,,,218.0,19155.0,,,17954.0,,,61152.0,1742.0,9089.0,495.0,,,,
2013-03-17,69326.0,,,,,,,,,,210.0,20640.0,,,12569.0,,,36431.0,1603.0,8567.0,485.0,,,,
2013-03-24,76043.0,,,,,,,,,,156.0,23927.0,,,11471.0,,,37883.0,1718.0,10172.0,485.0,,,,
2013-03-31,67007.0,,,,,,,,,,158.0,19809.0,,,13569.0,,,33605.0,1743.0,21502.0,533.0,,,,
2013-04-07,55006.0,,,,,,,,,,,17871.0,,,8918.0,,,19879.0,1608.0,14413.0,497.0,,,,
2013-04-14,46676.0,,,,,,,,,,,15451.0,,,7778.0,,,14755.0,1361.0,10147.0,374.0,,,,
2013-04-21,70416.0,,,,,,,,,,,14893.0,,,8377.0,,,14666.0,1411.0,8047.0,336.0,,,,
2013-04-28,57199.0,,,,,,,,,,,15353.0,,,8265.0,,,17070.0,1527.0,8058.0,412.0,,,,
2013-05-05,71384.0,,,,,,,,,,,17490.0,,,8834.0,,,17855.0,1670.0,10573.0,388.0,,,,
2013-05-12,46443.0,,,,,,,,,,,12537.0,,,6300.0,,,12738.0,1120.0,6744.0,306.0,,,,
2013-05-19,36162.0,,,,,,,,,,,10738.0,,,6833.0,,,11564.0,1189.0,6058.0,272.0,,,,
2013-05-26,50415.0,,,,,,,,,,,12335.0,,,5949.0,,,13719.0,1038.0,5536.0,309.0,,,,
2013-06-02,38894.0,,,,,,,,,,,11177.0,,,5910.0,,,12381.0,1493.0,5669.0,293.0,,,,
2013-06-09,32576.0,,,,,,,,,,,9670.0,,,5295.0,,,10100.0,1189.0,4549.0,224.0,,,,
2013-06-16,41146.0,,,,,,,,,,,10871.0,,,6197.0,,,11728.0,1252.0,5031.0,222.0,,,,
2013-06-23,34480.0,,,,,,,,,,,10077.0,,,5201.0,,,13002.0,1232.0,4236.0,189.0,,,,
2013-06-30,45391.0,,,,,,,,,,,13350.0,,,6958.0,,,34701.0,1581.0,5846.0,280.0,,,,
2013-07-07,38250.0,,,,,,,,,,,12162.0,,,5842.0,,,21197.0,1128.0,6380.0,228.0,,,,
2013-07-14,40113.0,,,,,,,,,,,12913.0,,,5617.0,,,15192.0,1212.0,20728.0,297.0,,,,
2013-07-21,52658.0,,,,,,,,,,,11592.0,,,5562.0,,,13685.0,1502.0,14024.0,242.0,,,,
2013-07-28,55719.0,,,,,,,,,,,11153.0,,,5346.0,,,17776.0,1435.0,10937.0,277.0,,,,
2013-08-04,61896.0,,,,,,,,,,,10590.0,,,5409.0,,,17031.0,1425.0,9432.0,213.0,,,,
2013-08-11,57837.0,,,,,,,,,,,10458.0,,,5333.0,,,15755.0,1414.0,9291.0,184.0,,,,
2013-08-18,71731.0,,,,,,,,,,,14319.0,,,6987.0,,,21482.0,1897.0,10951.0,216.0,,,,
2013-08-25,52141.0,,,,,,,,,,,10772.0,,,4901.0,,,12928.0,1117.0,7024.0,177.0,,,,
2013-09-01,59392.0,,,,,,,,,,,16236.0,,,5125.0,,,9443.0,1014.0,6239.0,161.0,,,,
2013-09-08,78300.0,,,,,,,,,,,11932.0,,,4482.0,,,7427.0,1064.0,5054.0,157.0,,,,
2013-09-15,298354.0,,,,,,,,,,,8640.0,,,4642.0,,,6083.0,1060.0,4842.0,113.0,,,,
2013-09-22,173544.0,,,,,,,,,,,11378.0,,,3935.0,,,5306.0,1033.0,5147.0,721.0,,,,
2013-09-29,139808.0,,,,,,,,,,,11747.0,,,4042.0,,,6436.0,967.0,5560.0,346.0,,,,
2013-10-06,117739.0,,,,,,,,,,,11152.0,,,3557.0,,,3670.0,1096.0,3853.0,362.0,,,,
2013-10-13,242780.0,,,,,,,,,,,12939.0,,,3062.0,,,58682.0,845.0,3405.0,242.0,,,,
2013-10-20,164115.0,,,,,,,,,,,12531.0,,,3222.0,,,25211.0,1101.0,3083.0,229.0,,,,
2013-10-27,117010.0,,,,,,,,,,,12129.0,,,3451.0,,,24002.0,865.0,3010.0,169.0,,,,
2013-11-03,86868.0,,,,,,,,,,,11754.0,,,3345.0,,,28219.0,663.0,40118.0,184.0,,,,
2013-11-10,74255.0,,,,,,,,,,,11932.0,,,3424.0,,,22924.0,793.0,14060.0,245.0,,,,
2013-11-17,60978.0,,,,,,,,,,,11715.0,,,3925.0,,,90996.0,736.0,14006.0,365.0,,,,
2013-11-24,70912.0,,,,,,,,,,,12106.0,,,3296.0,,,32138.0,813.0,20177.0,385.0,,,,
2013-12-01,100144.0,,,,,,,,,,,13302.0,,,3657.0,,,27768.0,968.0,27325.0,513.0,,,,
2013-12-08,122126.0,,,,,,,,,,,22762.0,,,4198.0,,,28253.0,1258.0,46773.0,524.0,,,,
2013-12-15,183762.0,,,,,,,,,,,23659.0,,,5841.0,,,34993.0,1615.0,72982.0,425.0,,,,
2013-12-22,245046.0,,,,,,,,,,,23493.0,,,7697.0,,,49366.0,2444.0,119159.0,607.0,,,,
