end_date,3DS,DC,DS,GBA,GC,NeoGeoP,Switch,PS2,PS3,PS4,PS5,PSP,WS,Vita,Wii,WiiU,XB360,XBOne,XSX,Xbox,PKS
1999-10-10,,1014570.0,,,,131374.0,,,,,,,569534.0,,,,,,,,1958398.0
1999-10-17,,1027878.0,,,,131428.0,,,,,,,573541.0,,,,,,,,2014327.0
1999-10-24,,1037436.0,,,,144626.0,,,,,,,578503.0,,,,,,,,2074956.0
1999-10-31,,1050862.0,,,,151463.0,,,,,,,582482.0,,,,,,,,2133760.0
1999-11-07,,1063708.0,,,,155360.0,,,,,,,585295.0,,,,,,,,2177541.0
1999-11-14,,1075238.0,,,,158607.0,,,,,,,590290.0,,,,,,,,2214403.0
1999-11-21,,1084491.0,,,,162544.0,,,,,,,592739.0,,,,,,,,2246807.0
1999-11-28,,1099370.0,,,,164394.0,,,,,,,599576.0,,,,,,,,2291473.0
1999-12-05,,1118272.0,,,,170104.0,,,,,,,601530.0,,,,,,,,2363462.0
1999-12-12,,1139339.0,,,,171873.0,,,,,,,618208.0,,,,,,,,2443932.0
1999-12-19,,1166401.0,,,,174021.0,,,,,,,642562.0,,,,,,,,
1999-12-26,,1208290.0,,,,181114.0,,,,,,,676752.0,,,,,,,,2549833.0
2000-01-02,,1250179.0,,,,188207.0,,,,,,,710942.0,,,,,,,,2655734.0
2000-01-09,,1289845.0,,,,195864.0,,,,,,,725398.0,,,,,,,,2749314.0
2000-01-16,,1306757.0,,,,200512.0,,,,,,,732062.0,,,,,,,,2799901.0
2000-01-23,,1319570.0,,,,204307.0,,,,,,,739325.0,,,,,,,,2837410.0
2000-01-30,,1332288.0,,,,208795.0,,,,,,,746951.0,,,,,,,,2877361.0
2000-02-06,,1351245.0,,,,212905.0,,,,,,,752500.0,,,,,,,,2907347.0
2000-02-13,,1364039.0,,,,217291.0,,,,,,,758466.0,,,,,,,,2934319.0
2000-02-20,,1373987.0,,,,220574.0,,,,,,,762769.0,,,,,,,,2954223.0
2000-02-27,,1382970.0,,,,223187.0,,,,,,,770324.0,,,,,,,,2973064.0
2000-03-05,,1391226.0,,,,226178.0,,630552.0,,,,,775400.0,,,,,,,,2989474.0
2000-03-12,,1398390.0,,,,228619.0,,784797.0,,,,,780044.0,,,,,,,,3006979.0
2000-03-19,,1405470.0,,,,231580.0,,856577.0,,,,,784797.0,,,,,,,,3022798.0
2000-03-26,,1414031.0,,,,235254.0,,969197.0,,,,,794718.0,,,,,,,,3040992.0
2000-04-02,,1422634.0,,,,237887.0,,1134882.0,,,,,799996.0,,,,,,,,3058585.0
2000-04-09,,1429376.0,,,,240361.0,,1254312.0,,,,,805172.0,,,,,,,,3072822.0
2000-04-16,,1436216.0,,,,242698.0,,1330016.0,,,,,808375.0,,,,,,,,3090440.0
2000-04-23,,1441090.0,,,,244615.0,,1404366.0,,,,,811593.0,,,,,,,,3100463.0
2000-04-30,,1447756.0,,,,247063.0,,1462517.0,,,,,815498.0,,,,,,,,3113907.0
2000-05-07,,1454422.0,,,,249511.0,,1520668.0,,,,,819403.0,,,,,,,,3127351.0
2000-05-14,,1458970.0,,,,250887.0,,1564255.0,,,,,822371.0,,,,,,,,3137316.0
2000-05-21,,1464548.0,,,,252518.0,,1619918.0,,,,,824406.0,,,,,,,,3145623.0
2000-05-28,,1469977.0,,,,254322.0,,1709875.0,,,,,829237.0,,,,,,,,3179769.0
2000-06-04,,1474434.0,,,,255894.0,,1793715.0,,,,,835258.0,,,,,,,,3205450.0
2000-06-11,,1478145.0,,,,257403.0,,1873108.0,,,,,839013.0,,,,,,,,3223525.0
2000-06-18,,1482317.0,,,,258818.0,,1941656.0,,,,,842827.0,,,,,,,,3239498.0
2000-06-25,,1488181.0,,,,263405.0,,2008755.0,,,,,846203.0,,,,,,,,3253706.0
2000-07-02,,1493084.0,,,,265892.0,,2088867.0,,,,,849023.0,,,,,,,,3271567.0
2000-07-09,,1496752.0,,,,267567.0,,2179654.0,,,,,851669.0,,,,,,,,3290437.0
2000-07-16,,1500529.0,,,,269649.0,,2259168.0,,,,,856842.0,,,,,,,,3305677.0
2000-07-23,,1505047.0,,,,271431.0,,2319488.0,,,,,864693.0,,,,,,,,3316861.0
2000-07-30,,1511268.0,,,,272505.0,,2375944.0,,,,,871304.0,,,,,,,,3331308.0
2000-08-06,,1516950.0,,,,273940.0,,2435785.0,,,,,876875.0,,,,,,,,3344581.0
2000-08-13,,1522632.0,,,,275375.0,,2495626.0,,,,,882446.0,,,,,,,,3357854.0
2000-08-20,,1527560.0,,,,276189.0,,2550770.0,,,,,889230.0,,,,,,,,3371132.0
2000-08-27,,1531817.0,,,,277069.0,,2599765.0,,,,,894496.0,,,,,,,,3386465.0
2000-09-03,,1536181.0,,,,278422.0,,2646021.0,,,,,898258.0,,,,,,,,3397509.0
2000-09-10,,1541747.0,,,,279428.0,,2694167.0,,,,,902134.0,,,,,,,,3405644.0
2000-09-17,,1547215.0,,,,280730.0,,2725750.0,,,,,905104.0,,,,,,,,3415231.0
2000-09-24,,1551397.0,,,,281620.0,,2757378.0,,,,,907445.0,,,,,,,,3422005.0
2000-10-01,,1557091.0,,,,282350.0,,2786319.0,,,,,909522.0,,,,,,,,3435427.0
2000-10-08,,1562076.0,,,,283255.0,,2812870.0,,,,,911119.0,,,,,,,,3444665.0
2000-10-15,,1566067.0,,,,284389.0,,2835229.0,,,,,913676.0,,,,,,,,3451379.0
2000-10-22,,1568988.0,,,,284893.0,,2855374.0,,,,,915069.0,,,,,,,,3457262.0
2000-10-29,,1571827.0,,,,286031.0,,2873818.0,,,,,916803.0,,,,,,,,3464032.0
2000-11-05,,1575302.0,,,,287398.0,,2895631.0,,,,,918277.0,,,,,,,,3471716.0
2000-11-12,,1577783.0,,,,288677.0,,2914316.0,,,,,919375.0,,,,,,,,3478091.0
2000-11-19,,1579731.0,,,,289644.0,,2927708.0,,,,,920326.0,,,,,,,,3483304.0
2000-11-26,,1581812.0,,,,290760.0,,2935844.0,,,,,920507.0,,,,,,,,3487957.0
2000-12-03,,1584744.0,,,,291749.0,,2939150.0,,,,,921308.0,,,,,,,,3497021.0
2000-12-10,,1587998.0,,,,293141.0,,2964050.0,,,,,1068288.0,,,,,,,,3505728.0
2000-12-17,,1591944.0,,,,295361.0,,3005741.0,,,,,1120493.0,,,,,,,,3513325.0
2000-12-24,,1598946.0,,,,297201.0,,3053267.0,,,,,1152753.0,,,,,,,,3522903.0
2000-12-31,,1605948.0,,,,299041.0,,3100793.0,,,,,1185013.0,,,,,,,,3532481.0
2001-01-07,,1619406.0,,,,300447.0,,3179827.0,,,,,1228655.0,,,,,,,,3554801.0
2001-01-14,,1625810.0,,,,301786.0,,3208656.0,,,,,1234018.0,,,,,,,,3566683.0
2001-01-21,,1630539.0,,,,302684.0,,3232622.0,,,,,1242465.0,,,,,,,,3574674.0
2001-01-28,,1634630.0,,,,303357.0,,3276839.0,,,,,1257395.0,,,,,,,,3582468.0
2001-02-04,,1637269.0,,,,304300.0,,3327618.0,,,,,1268996.0,,,,,,,,3591327.0
2001-02-11,,1638792.0,,,,305544.0,,3374481.0,,,,,1276842.0,,,,,,,,3596827.0
2001-02-18,,1640312.0,,,,305697.0,,3414751.0,,,,,1284430.0,,,,,,,,3601642.0
2001-02-25,,1646671.0,,,,306264.0,,3453667.0,,,,,1291074.0,,,,,,,,3605045.0
2001-03-04,,1687168.0,,,,306685.0,,3492253.0,,,,,1297210.0,,,,,,,,3607127.0
2001-03-11,,1706915.0,,,,307110.0,,3541047.0,,,,,1301592.0,,,,,,,,3609995.0
2001-03-18,,1722254.0,,,,307751.0,,3584415.0,,,,,1304983.0,,,,,,,,3610902.0
2001-03-25,,1737921.0,,611504.0,,308221.0,,3642255.0,,,,,1309251.0,,,,,,,,3614221.0
2001-04-01,,1752912.0,,935190.0,,309035.0,,3695061.0,,,,,1312756.0,,,,,,,,3617624.0
2001-04-08,,1761866.0,,1132611.0,,309596.0,,3738356.0,,,,,1316423.0,,,,,,,,3619027.0
2001-04-15,,1769056.0,,1272110.0,,309882.0,,3760353.0,,,,,1319664.0,,,,,,,,3619867.0
2001-04-22,,1774112.0,,1367434.0,,310407.0,,3796404.0,,,,,1322556.0,,,,,,,,3621424.0
2001-04-29,,1780670.0,,1508524.0,,310780.0,,3851750.0,,,,,1341405.0,,,,,,,,3622690.0
2001-05-06,,1787228.0,,1649614.0,,311153.0,,3907096.0,,,,,1360254.0,,,,,,,,3623956.0
2001-05-13,,1791136.0,,1738486.0,,311429.0,,3948024.0,,,,,1363836.0,,,,,,,,3624714.0
2001-05-20,,1793528.0,,1809361.0,,311707.0,,3972553.0,,,,,1367112.0,,,,,,,,3627318.0
2001-05-27,,1798402.0,,1880695.0,,311893.0,,3994542.0,,,,,1369644.0,,,,,,,,3633839.0
2001-06-03,,1803875.0,,1938882.0,,312311.0,,4019180.0,,,,,1372861.0,,,,,,,,3639336.0
2001-06-10,,1809229.0,,1990245.0,,312467.0,,4053099.0,,,,,1376431.0,,,,,,,,3643887.0
2001-06-17,,1813508.0,,2043243.0,,312702.0,,4096374.0,,,,,1379183.0,,,,,,,,3646744.0
2001-06-24,,1819205.0,,2137064.0,,312921.0,,4172067.0,,,,,1382193.0,,,,,,,,3650024.0
2001-07-01,,1825635.0,,2228158.0,,313168.0,,4249936.0,,,,,1386404.0,,,,,,,,3652677.0
2001-07-08,,1828539.0,,2322538.0,,313603.0,,4329803.0,,,,,1387828.0,,,,,,,,3654365.0
2001-07-15,,1834490.0,,2395853.0,,313775.0,,4418089.0,,,,,1391092.0,,,,,,,,3655824.0
2001-07-22,,1837858.0,,2491471.0,,313931.0,,4574560.0,,,,,1393420.0,,,,,,,,3657588.0
2001-07-29,,1842935.0,,2576680.0,,314008.0,,4677823.0,,,,,1395855.0,,,,,,,,3659173.0
2001-08-05,,1847053.0,,2661905.0,,,,4753106.0,,,,,1397510.0,,,,,,,,3673682.0
2001-08-12,,1848866.0,,2756317.0,,,,4822264.0,,,,,1399552.0,,,,,,,,3681271.0
2001-08-19,,1850679.0,,2850729.0,,,,4891422.0,,,,,1401594.0,,,,,,,,3688860.0
2001-08-26,,1854587.0,,2929057.0,,,,4951441.0,,,,,1403832.0,,,,,,,,3692790.0
2001-09-02,,1858202.0,,2993884.0,,,,5002677.0,,,,,1405979.0,,,,,,,,3696380.0
2001-09-09,,1866447.0,,3051289.0,,,,5047521.0,,,,,1407645.0,,,,,,,,3698354.0
2001-09-16,,1869336.0,,3101729.0,133719.0,,,5093172.0,,,,,1410490.0,,,,,,,,3699848.0
2001-09-23,,1870418.0,,3170499.0,162928.0,,,5140462.0,,,,,1412173.0,,,,,,,,3700609.0
2001-09-30,,1872004.0,,3232065.0,184265.0,,,5181027.0,,,,,1414058.0,,,,,,,,3701922.0
2001-10-07,,1872686.0,,3276987.0,198567.0,,,5222514.0,,,,,1418015.0,,,,,,,,3702956.0
2001-10-14,,1873073.0,,3316350.0,207105.0,,,5263697.0,,,,,1421865.0,,,,,,,,3703589.0
2001-10-21,,1873662.0,,3353407.0,217205.0,,,5299973.0,,,,,1425509.0,,,,,,,,3703877.0
2001-10-28,,1873916.0,,3397820.0,242429.0,,,5341638.0,,,,,1429760.0,,,,,,,,3704090.0
2001-11-04,,1874199.0,,3433894.0,262320.0,,,5372961.0,,,,,1437700.0,,,,,,,,3704480.0
2001-11-11,,1874351.0,,3467040.0,280393.0,,,5406954.0,,,,,1442799.0,,,,,,,,3704812.0
2001-11-18,,1874647.0,,3495136.0,299412.0,,,5443178.0,,,,,1446745.0,,,,,,,,3705129.0
2001-11-25,,1874766.0,,3526219.0,428789.0,,,5480559.0,,,,,1451963.0,,,,,,,,
2001-12-02,,1874968.0,,3570127.0,473251.0,,,5588720.0,,,,,1454825.0,,,,,,,,
2001-12-09,,1880200.0,,3609014.0,526057.0,,,5691861.0,,,,,1458012.0,,,,,,,,
2001-12-16,,1887309.0,,3729725.0,626939.0,,,5876040.0,,,,,1463600.0,,,,,,,,
2001-12-23,,1890301.0,,3994574.0,795207.0,,,6098018.0,,,,,1472316.0,,,,,,,,
2001-12-30,,1893194.0,,4245684.0,929832.0,,,6379836.0,,,,,1483359.0,,,,,,,,
2002-01-06,,1896087.0,,4496794.0,1064457.0,,,6661654.0,,,,,1494402.0,,,,,,,,
2002-01-13,,1896853.0,,4585160.0,1103395.0,,,6775821.0,,,,,1500386.0,,,,,,,,
2002-01-20,,1897118.0,,4641586.0,1124535.0,,,6867539.0,,,,,1504323.0,,,,,,,,
2002-01-27,,1897400.0,,4685623.0,1140402.0,,,6940626.0,,,,,1507529.0,,,,,,,,
2002-02-03,,1897656.0,,4729741.0,1157879.0,,,7020880.0,,,,,1510643.0,,,,,,,,
2002-02-10,,1897845.0,,4764173.0,1171319.0,,,7089540.0,,,,,1513111.0,,,,,,,,
2002-02-17,,1898160.0,,4803175.0,1186879.0,,,7157957.0,,,,,1515710.0,,,,,,,,
2002-02-24,,,,4838481.0,1199435.0,,,7218198.0,,,,,1518081.0,,,,,,,123929.0,
2002-03-03,,,,4867515.0,1209906.0,,,7288751.0,,,,,1521028.0,,,,,,,161076.0,
2002-03-10,,,,4898461.0,1220713.0,,,7365665.0,,,,,1523030.0,,,,,,,172006.0,
2002-03-17,,,,4926843.0,1233411.0,,,7441654.0,,,,,1525101.0,,,,,,,179930.0,
2002-03-24,,,,4967188.0,1267859.0,,,7527024.0,,,,,1527873.0,,,,,,,184935.0,
2002-03-31,,,,5024418.0,1289171.0,,,7628349.0,,,,,1530183.0,,,,,,,190092.0,
2002-04-07,,,,5067902.0,1301413.0,,,7699991.0,,,,,1533018.0,,,,,,,193280.0,
2002-04-14,,,,5105984.0,1313775.0,,,7766398.0,,,,,1534998.0,,,,,,,195812.0,
2002-04-21,,,,5137920.0,1321378.0,,,7832305.0,,,,,1536689.0,,,,,,,199098.0,
2002-04-28,,,,5190623.0,1332134.0,,,7906465.0,,,,,1538761.0,,,,,,,203317.0,
2002-05-05,,,,5243326.0,1342890.0,,,7980625.0,,,,,1540833.0,,,,,,,207536.0,
2002-05-12,,,,5278625.0,1353531.0,,,8042604.0,,,,,1541955.0,,,,,,,209408.0,
2002-05-19,,,,5309542.0,1359393.0,,,8109778.0,,,,,1543346.0,,,,,,,210242.0,
2002-05-26,,,,5338900.0,1362895.0,,,8165542.0,,,,,1544354.0,,,,,,,216689.0,
2002-06-02,,,,5373997.0,1367013.0,,,8222314.0,,,,,1546378.0,,,,,,,222601.0,
2002-06-09,,,,5407120.0,1380242.0,,,8266313.0,,,,,1548539.0,,,,,,,225437.0,
2002-06-16,,,,5440306.0,1389544.0,,,8314080.0,,,,,1550739.0,,,,,,,229796.0,
2002-06-23,,,,5471592.0,1396124.0,,,8358831.0,,,,,1551819.0,,,,,,,233154.0,
2002-06-30,,,,5505379.0,1404128.0,,,8426955.0,,,,,1553879.0,,,,,,,236372.0,
2002-07-07,,,,5544334.0,1413429.0,,,8479712.0,,,,,1555247.0,,,,,,,239483.0,
2002-07-14,,,,5575836.0,1421671.0,,,8533721.0,,,,,1588311.0,,,,,,,242701.0,
2002-07-21,,,,5632373.0,1453421.0,,,8632703.0,,,,,1605630.0,,,,,,,245659.0,
2002-07-28,,,,5681501.0,1467679.0,,,8720347.0,,,,,1614269.0,,,,,,,251706.0,
2002-08-04,,,,5731086.0,1479788.0,,,8800187.0,,,,,1622088.0,,,,,,,255532.0,
2002-08-11,,,,5782732.0,1492648.0,,,8875615.0,,,,,1629547.0,,,,,,,258667.0,
2002-08-18,,,,5834378.0,1505508.0,,,8951043.0,,,,,1637006.0,,,,,,,261802.0,
2002-08-25,,,,5872070.0,1517845.0,,,9008732.0,,,,,1642660.0,,,,,,,264842.0,
2002-09-01,,,,5910044.0,1532318.0,,,9072082.0,,,,,1649763.0,,,,,,,268129.0,
2002-09-08,,,,5941172.0,1545680.0,,,9116480.0,,,,,1653771.0,,,,,,,270259.0,
2002-09-15,,,,5970959.0,1564953.0,,,9161246.0,,,,,1657765.0,,,,,,,274261.0,
2002-09-22,,,,6007025.0,1577737.0,,,9204912.0,,,,,1660613.0,,,,,,,276734.0,
2002-09-29,,,,6068390.0,1592977.0,,,9248587.0,,,,,1664666.0,,,,,,,278859.0,
2002-10-06,,,,6118961.0,1606064.0,,,9287837.0,,,,,1668200.0,,,,,,,280962.0,
2002-10-13,,,,6157213.0,1617573.0,,,9321108.0,,,,,1670653.0,,,,,,,283935.0,
2002-10-20,,,,6197400.0,1627860.0,,,9351535.0,,,,,1673268.0,,,,,,,286597.0,
2002-10-27,,,,6248737.0,1637665.0,,,9386137.0,,,,,1675532.0,,,,,,,289047.0,
2002-11-03,,,,6298347.0,1653362.0,,,9424365.0,,,,,1677502.0,,,,,,,291702.0,
2002-11-10,,,,6356860.0,1670553.0,,,9457719.0,,,,,1679647.0,,,,,,,293495.0,
2002-11-17,,,,6410131.0,1686518.0,,,9488579.0,,,,,1681845.0,,,,,,,294857.0,
2002-11-24,,,,6558029.0,1718617.0,,,9523247.0,,,,,1683595.0,,,,,,,297478.0,
2002-12-01,,,,6678340.0,1748958.0,,,9579640.0,,,,,1685366.0,,,,,,,299897.0,
2002-12-08,,,,6813613.0,1788807.0,,,9658610.0,,,,,1687349.0,,,,,,,305968.0,
2002-12-15,,,,7010697.0,1833709.0,,,9768357.0,,,,,1692578.0,,,,,,,314229.0,
2002-12-22,,,,7314531.0,1900119.0,,,9926116.0,,,,,1697096.0,,,,,,,322405.0,
2002-12-29,,,,7604120.0,1966236.0,,,10099411.0,,,,,1703658.0,,,,,,,329583.0,
2003-01-05,,,,7893709.0,2032353.0,,,10272706.0,,,,,1710220.0,,,,,,,336761.0,
2003-01-12,,,,7978936.0,2045879.0,,,10362134.0,,,,,1712829.0,,,,,,,339747.0,
2003-01-19,,,,8038137.0,2057021.0,,,10430386.0,,,,,1714474.0,,,,,,,345352.0,
2003-01-26,,,,8071502.0,2066362.0,,,10494534.0,,,,,1716457.0,,,,,,,354214.0,
2003-02-02,,,,8101531.0,2074539.0,,,10551412.0,,,,,1718198.0,,,,,,,359398.0,
2003-02-09,,,,8127171.0,2082192.0,,,10598330.0,,,,,1719828.0,,,,,,,362499.0,
2003-02-16,,,,8277452.0,2089799.0,,,10660739.0,,,,,1721620.0,,,,,,,365511.0,
2003-02-23,,,,8386727.0,2095976.0,,,10710189.0,,,,,1722619.0,,,,,,,367676.0,
2003-03-02,,,,8474700.0,2102855.0,,,10762927.0,,,,,1723676.0,,,,,,,369333.0,
2003-03-09,,,,8537618.0,2109952.0,,,10816858.0,,,,,1724877.0,,,,,,,371316.0,
2003-03-16,,,,8615578.0,2117545.0,,,10885695.0,,,,,1726257.0,,,,,,,373356.0,
2003-03-23,,,,8734205.0,2126629.0,,,10955138.0,,,,,1727130.0,,,,,,,374903.0,
2003-03-30,,,,8892145.0,2142703.0,,,11034786.0,,,,,1729446.0,,,,,,,377480.0,
2003-04-06,,,,9028606.0,2157148.0,,,11093792.0,,,,,1731137.0,,,,,,,378836.0,
2003-04-13,,,,9100672.0,2166024.0,,,11130747.0,,,,,1731925.0,,,,,,,380042.0,
2003-04-20,,,,9173221.0,2173277.0,,,11169999.0,,,,,1732633.0,,,,,,,381121.0,
2003-04-27,,,,9262957.0,2182027.0,,,11220607.0,,,,,1733544.0,,,,,,,382322.0,
2003-05-04,,,,9352693.0,2190777.0,,,11271215.0,,,,,1734455.0,,,,,,,383523.0,
2003-05-11,,,,9424321.0,2197734.0,,,11304088.0,,,,,1734858.0,,,,,,,384565.0,
2003-05-18,,,,9475696.0,2202757.0,,,11354547.0,,,,,1735326.0,,,,,,,385634.0,
2003-05-25,,,,9528316.0,2208310.0,,,11411244.0,,,,,1736024.0,,,,,,,386472.0,
2003-06-01,,,,9582763.0,2212592.0,,,11463964.0,,,,,1736431.0,,,,,,,387608.0,
2003-06-08,,,,9624032.0,2215813.0,,,11509872.0,,,,,1736847.0,,,,,,,388501.0,
2003-06-15,,,,9666287.0,2216827.0,,,11562176.0,,,,,1737495.0,,,,,,,389438.0,
2003-06-22,,,,9711167.0,2232528.0,,,11601500.0,,,,,1737934.0,,,,,,,390194.0,
2003-06-29,,,,9752602.0,2246431.0,,,11642663.0,,,,,1738295.0,,,,,,,393806.0,
2003-07-06,,,,9792352.0,2256878.0,,,11684413.0,,,,,1738775.0,,,,,,,395403.0,
2003-07-13,,,,9833671.0,2267016.0,,,11717635.0,,,,,1739124.0,,,,,,,396421.0,
2003-07-20,,,,9884748.0,2278034.0,,,11757592.0,,,,,1740375.0,,,,,,,397633.0,
2003-07-27,,,,9938482.0,2290550.0,,,11798111.0,,,,,1741278.0,,,,,,,398700.0,
2003-08-03,,,,9989830.0,2303702.0,,,11838204.0,,,,,1742281.0,,,,,,,399874.0,
2003-08-10,,,,10053168.0,2324473.0,,,11885759.0,,,,,1742834.0,,,,,,,400751.0,
2003-08-17,,,,10116506.0,2345244.0,,,11933314.0,,,,,1743387.0,,,,,,,401628.0,
2003-08-24,,,,10159968.0,2357915.0,,,11965016.0,,,,,1743871.0,,,,,,,402358.0,
2003-08-31,,,,10216947.0,2391899.0,,,11999638.0,,,,,1744248.0,,,,,,,403509.0,
2003-09-07,,,,10267664.0,2414484.0,,,12029445.0,,,,,1744564.0,,,,,,,404088.0,
2003-09-14,,,,10312932.0,2431843.0,,,12059495.0,,,,,1745058.0,,,,,,,404598.0,
2003-09-21,,,,10353864.0,2446223.0,,,12088052.0,,,,,1745426.0,,,,,,,405205.0,
2003-09-28,,,,10393069.0,2461738.0,,,12120327.0,,,,,1745714.0,,,,,,,406136.0,
2003-10-05,,,,10426516.0,2472615.0,,,12148528.0,,,,,1745973.0,,,,,,,406752.0,
2003-10-12,,,,10457050.0,2481947.0,,,12174624.0,,,,,1746201.0,,,,,,,407190.0,
2003-10-19,,,,10487811.0,2497510.0,,,12200863.0,,,,,1746697.0,,,,,,,407734.0,
2003-10-26,,,,10513318.0,2511911.0,,,12227256.0,,,,,1746878.0,,,,,,,408142.0,
2003-11-02,,,,10542342.0,2526613.0,,,12253395.0,,,,,1747070.0,,,,,,,408697.0,
2003-11-09,,,,10570696.0,2547200.0,,,12274334.0,,,,,1747352.0,,,,,,,409292.0,
2003-11-16,,,,10596908.0,2567216.0,,,12329004.0,,,,,1747522.0,,,,,,,409909.0,
2003-11-23,,,,10624595.0,2589221.0,,,12392000.0,,,,,1747882.0,,,,,,,413120.0,
2003-11-30,,,,10678177.0,2619599.0,,,12486328.0,,,,,1748392.0,,,,,,,415329.0,
2003-12-07,,,,10726934.0,2657863.0,,,12610731.0,,,,,1748890.0,,,,,,,418012.0,
2003-12-14,,,,10809688.0,2713825.0,,,12738050.0,,,,,1749116.0,,,,,,,419922.0,
2003-12-21,,,,10980428.0,2842327.0,,,12888742.0,,,,,1749424.0,,,,,,,422029.0,
2003-12-28,,,,11195720.0,2978927.0,,,13089832.0,,,,,1750023.0,,,,,,,424809.0,
2004-01-04,,,,11411012.0,3115527.0,,,13290922.0,,,,,1750622.0,,,,,,,427589.0,
2004-01-11,,,,11482700.0,3147837.0,,,13385646.0,,,,,,,,,,,,428831.0,
2004-01-18,,,,11532182.0,3167126.0,,,13445848.0,,,,,,,,,,,,429994.0,
2004-01-25,,,,11584159.0,3180432.0,,,13497498.0,,,,,,,,,,,,430807.0,
2004-02-01,,,,11659012.0,3191461.0,,,13541931.0,,,,,,,,,,,,431834.0,
2004-02-08,,,,11715328.0,3201586.0,,,13583666.0,,,,,,,,,,,,432665.0,
2004-02-15,,,,11807249.0,3211412.0,,,13634443.0,,,,,,,,,,,,433294.0,
2004-02-22,,,,11863960.0,3218714.0,,,13678862.0,,,,,,,,,,,,433897.0,
2004-02-29,,,,11923506.0,3228119.0,,,13729787.0,,,,,,,,,,,,434883.0,
2004-03-07,,,,11975451.0,3235889.0,,,13771537.0,,,,,,,,,,,,435477.0,
2004-03-14,,,,12026315.0,3247943.0,,,13814351.0,,,,,,,,,,,,436180.0,
2004-03-21,,,,12070249.0,3255925.0,,,13862778.0,,,,,,,,,,,,436688.0,
2004-03-28,,,,12130777.0,3263973.0,,,13935530.0,,,,,,,,,,,,437477.0,
2004-04-04,,,,12185811.0,3273446.0,,,14001609.0,,,,,,,,,,,,438152.0,
2004-04-11,,,,12224058.0,3279424.0,,,14050357.0,,,,,,,,,,,,438542.0,
2004-04-18,,,,12258588.0,3283777.0,,,14087701.0,,,,,,,,,,,,438939.0,
2004-04-25,,,,12313136.0,3289267.0,,,14130937.0,,,,,,,,,,,,439337.0,
2004-05-02,,,,12376201.0,3297970.0,,,14179805.0,,,,,,,,,,,,439731.0,
2004-05-09,,,,12439266.0,3306673.0,,,14228673.0,,,,,,,,,,,,440125.0,
2004-05-16,,,,12462778.0,3310808.0,,,14259021.0,,,,,,,,,,,,440347.0,
2004-05-23,,,,12493203.0,3315888.0,,,14286926.0,,,,,,,,,,,,440498.0,
2004-05-30,,,,12524533.0,3321647.0,,,14321976.0,,,,,,,,,,,,441292.0,
2004-06-06,,,,12552780.0,3326688.0,,,14353736.0,,,,,,,,,,,,441865.0,
2004-06-13,,,,12587790.0,3331095.0,,,14380497.0,,,,,,,,,,,,442190.0,
2004-06-20,,,,12615335.0,3335278.0,,,14405578.0,,,,,,,,,,,,442518.0,
2004-06-27,,,,12644277.0,3340296.0,,,14438163.0,,,,,,,,,,,,442792.0,
2004-07-04,,,,12670972.0,3345985.0,,,14471362.0,,,,,,,,,,,,443090.0,
2004-07-11,,,,12697622.0,3351775.0,,,14502055.0,,,,,,,,,,,,443484.0,
2004-07-18,,,,12726251.0,3357004.0,,,14543162.0,,,,,,,,,,,,443857.0,
2004-07-25,,,,12763406.0,3366058.0,,,14585249.0,,,,,,,,,,,,444181.0,
2004-08-01,,,,12801613.0,3373709.0,,,14622320.0,,,,,,,,,,,,444471.0,
2004-08-08,,,,12854939.0,3382528.0,,,14662068.0,,,,,,,,,,,,444824.0,
2004-08-15,,,,12908265.0,3391347.0,,,14701816.0,,,,,,,,,,,,445177.0,
2004-08-22,,,,12949280.0,3399293.0,,,14733693.0,,,,,,,,,,,,445528.0,
2004-08-29,,,,12990365.0,3407388.0,,,14767371.0,,,,,,,,,,,,445813.0,
2004-09-05,,,,13020896.0,3414358.0,,,14795587.0,,,,,,,,,,,,446046.0,
2004-09-12,,,,13048441.0,3420324.0,,,14825404.0,,,,,,,,,,,,446305.0,
2004-09-19,,,,13112896.0,3425909.0,,,14854021.0,,,,,,,,,,,,446489.0,
2004-09-26,,,,13163379.0,3432138.0,,,14881595.0,,,,,,,,,,,,446755.0,
2004-10-03,,,,13197410.0,3436902.0,,,14903775.0,,,,,,,,,,,,446986.0,
2004-10-10,,,,13232919.0,3442105.0,,,14928579.0,,,,,,,,,,,,447290.0,
2004-10-17,,,,13271414.0,3447055.0,,,14954219.0,,,,,,,,,,,,447464.0,
2004-10-24,,,,13301314.0,3451386.0,,,14974491.0,,,,,,,,,,,,447794.0,
2004-10-31,,,,13332707.0,3456988.0,,,14991437.0,,,,,,,,,,,,448083.0,
2004-11-07,,,,13362585.0,3462822.0,,,15116194.0,,,,,,,,,,,,453143.0,
2004-11-14,,,,13405646.0,3467571.0,,,15174932.0,,,,,,,,,,,,453923.0,
2004-11-21,,,,13429928.0,3472589.0,,,15236946.0,,,,,,,,,,,,455371.0,
2004-11-28,,,,13471443.0,3478628.0,,,15357020.0,,,,,,,,,,,,456294.0,
2004-12-05,,,441485.0,13506590.0,3486775.0,,,15449629.0,,,,,,,,,,,,456946.0,
2004-12-12,,,622716.0,13559771.0,3498972.0,,,15553707.0,,,,166074.0,,,,,,,,457771.0,
2004-12-19,,,843011.0,13650163.0,3553560.0,,,15678349.0,,,,247429.0,,,,,,,,458862.0,
