,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
3186.0,,,,,24266349.0,,,,,,20756926.0,10045419.0,,,,,1602525.0,,,,
3187.0,,,,,,,,,,,,,,,,,,,,,
3188.0,,,,,,,,,,,,,17434783.0,,,,,,,,
3189.0,,,,,,,,,,,,,,,,,,,,,
3192.0,,,,,,,,,,,,,,,,,,,,,
3193.0,,,,,24267422.0,,,,,,20763792.0,10047624.0,,,,,,,,,
3194.0,,,,,,,,,,,,,,,,,,,,,
3195.0,,,,,,,,,,,,,17458135.0,,,,,,,,
3196.0,,,,,,,,,,,,,,,,,,,,,
3199.0,,,,,,,,,,,,,,,,,,,,,
3200.0,,,,,24269002.0,,,,,,20770932.0,10050664.0,,,,,,,,,
3201.0,,,,,,,,,,,,,,,,,,,,,
3202.0,,,,,,,,,,,,,17482241.0,,,,,,,,
3203.0,,,,,,,,,,,,,,,,,,,,,
3206.0,,,,,,,,,,,,,,,,,,,,,
3207.0,,,,,24273076.0,,,,,,20779869.0,10052854.0,,,,,,,,,
3208.0,,,,,,,,,,,,,,,,,,,,,
3209.0,,,,,,,,,,,,,17510248.0,,,,,,,,
3210.0,,,,,,,,,,,,,,,,,,,,,
3213.0,,,,,,,,,,,,,,,,,,,,,
3214.0,,,,,24276770.0,,,,,,20789565.0,10055162.0,,,,,,,,,
3215.0,,,,,,,,,,,,,,,,,,,,,
3216.0,,,,,,,,,,,,,17536394.0,,,,,,,,
3217.0,,,,,,,,,,,,,,,,,,,,,
3220.0,,,,,,,,,,,,,,,,,,,,,
3221.0,,,,,24280086.0,,,,,,20805569.0,10057522.0,,,,,,,,,
3222.0,,,,,,,,,,,,,,,,,,,,,
3223.0,,,,,,,,,,,,,17563193.0,,,,,,,,
3224.0,,,,,,,,,,,,,,,,,,,,,
3227.0,,,,,,,,,,,,,,,,,,,,,
3228.0,,,,,24283131.0,,,,,,20821573.0,10059605.0,,,,,,,,,
3229.0,,,,,,,,,,,,,,,,,,,,,
3230.0,,,,,,,,,,,,,17588654.0,,,,,,,,
3231.0,,,,,,,,,,,,,,,,,,,,,
3234.0,,,,,,,,,,,,,,,,,,,,,
3235.0,,,,,24285617.0,,,,,,20830979.0,10061471.0,,,,,,,,,
3236.0,,,,,,,,,,,,,,,,,,,,,
3237.0,,,,,,,,,,,,,17610361.0,,,,,,,,
3238.0,,,,,,,,,,,,,,,,,,,,,
3241.0,,,,,,,,,,,,,,,,,,,,,
3242.0,,,,,24288103.0,,,,,,20838027.0,10063826.0,,,,,,,,,
3243.0,,,,,,,,,,,,,,,,,,,,,
3244.0,,,,,,,,,,,,,17642052.0,,,,,,,,
3245.0,,,,,,,,,,,,,,,,,,,,,
3248.0,,,,,,,,,,,,,,,,,,,,,
3249.0,,,,,24288869.0,,,,,,20843971.0,10065707.0,,,,,,,,,
3250.0,,,,,,,,,,,,,,,,,,,,,
3251.0,,,,,,,,,,,,,17669203.0,,,,,,,,
3252.0,,,,,,,,,,,,,,,,,,,,,
3255.0,,,,,,,,,,,,,,,,,,,,,
3256.0,,,,,24289587.0,,,,,,20850257.0,10067328.0,,,,,,,,,
3257.0,,,,,,,,,,,,,,,,,,,,,
3258.0,,,,,,,,,,,,,17692550.0,,,,,,,,
3259.0,,,,,,,,,,,,,,,,,,,,,
3262.0,,,,,,,,,,,,,,,,,,,,,
3263.0,,,,,24290186.0,,,,,,20856258.0,10068968.0,,,,,,,,,
3264.0,,,,,,,,,,,,,,,,,,,,,
3265.0,,,,,,,,,,,,,17729422.0,,,,,,,,
3266.0,,,,,,,,,,,,,,,,,,,,,
3269.0,,,,,,,,,,,,,,,,,,,,,
3270.0,,,,,24290766.0,,,,,,20862339.0,10070401.0,,,,,,,,,
3271.0,,,,,,,,,,,,,,,,,,,,,
3272.0,,,,,,,,,,,,,17759508.0,,,,,,,,
3273.0,,,,,,,,,,,,,,,,,,,,,
3276.0,,,,,,,,,,,,,,,,,,,,,
3277.0,,,,,24291523.0,,,,,,20867407.0,10071877.0,,,,,,,,,
3278.0,,,,,,,,,,,,,,,,,,,,,
3279.0,,,,,,,,,,,,,17791068.0,,,,,,,,
3280.0,,,,,,,,,,,,,,,,,,,,,
3283.0,,,,,,,,,,,,,,,,,,,,,
3284.0,,,,,24292548.0,,,,,,20873137.0,10073304.0,,,,,,,,,
3285.0,,,,,,,,,,,,,,,,,,,,,
3286.0,,,,,,,,,,,,,17838306.0,,,,,,,,
3287.0,,,,,,,,,,,,,,,,,,,,,
3290.0,,,,,,,,,,,,,,,,,,,,,
3291.0,,,,,24293679.0,,,,,,20878123.0,10074827.0,,,,,,,,,
3292.0,,,,,,,,,,,,,,,,,,,,,
3293.0,,,,,,,,,,,,,17902098.0,,,,,,,,
3294.0,,,,,,,,,,,,,,,,,,,,,
3297.0,,,,,,,,,,,,,,,,,,,,,
3298.0,,,,,24294976.0,,,,,,20883311.0,10076068.0,,,,,,,,,
3299.0,,,,,,,,,,,,,,,,,,,,,
3300.0,,,,,,,,,,,,,18003468.0,,,,,,,,
3301.0,,,,,,,,,,,,,,,,,,,,,
3304.0,,,,,,,,,,,,,,,,,,,,,
3305.0,,,,,24296338.0,,,,,,20888723.0,10077435.0,,,,,,,,,
3306.0,,,,,,,,,,,,,,,,,,,,,
3307.0,,,,,,,,,,,,,18066936.0,,,,,,,,
3308.0,,,,,,,,,,,,,,,,,,,,,
3311.0,,,,,,,,,,,,,,,,,,,,,
3312.0,,,,,24297360.0,,,,,,20894390.0,10078980.0,,,,,,,,,
3313.0,,,,,,,,,,,,,,,,,,,,,
3314.0,,,,,,,,,,,,,18130404.0,,,,,,,,
3315.0,,,,,,,,,,,,,,,,,,,,,
3318.0,,,,,,,,,,,,,,,,,,,,,
3319.0,,,,,24298300.0,,,,,,20900699.0,10080883.0,,,,,,,,,
3320.0,,,,,,,,,,,,,,,,,,,,,
3321.0,,,,,,,,,,,,,18154346.0,,,,,,,,
3322.0,,,,,,,,,,,,,,,,,,,,,
3325.0,,,,,,,,,,,,,,,,,,,,,
3326.0,,,,,24299530.0,,,,,,20905903.0,,,,,,,,,,
3327.0,,,,,,,,,,,,,,,,,,,,,
3328.0,,,,,,,,,,,,,18172220.0,,,,,,,,
3329.0,,,,,,,,,,,,,,,,,,,,,
3332.0,,,,,,,,,,,,,,,,,,,,,
3333.0,,,,,24301144.0,,,,,,20910585.0,,,,,,,,,,
3334.0,,,,,,,,,,,,,,,,,,,,,
3335.0,,,,,,,,,,,,,18189159.0,,,,,,,,
3336.0,,,,,,,,,,,,,,,,,,,,,
3339.0,,,,,,,,,,,,,,,,,,,,,
3340.0,,,,,24302715.0,,,,,,20915406.0,,,,,,,,,,
3341.0,,,,,,,,,,,,,,,,,,,,,
3342.0,,,,,,,,,,,,,18205717.0,,,,,,,,
3343.0,,,,,,,,,,,,,,,,,,,,,
3346.0,,,,,,,,,,,,,,,,,,,,,
3347.0,,,,,24304499.0,,,,,,20921782.0,,,,,,,,,,
3348.0,,,,,,,,,,,,,,,,,,,,,
3349.0,,,,,,,,,,,,,18221405.0,,,,,,,,
3350.0,,,,,,,,,,,,,,,,,,,,,
3353.0,,,,,,,,,,,,,,,,,,,,,
3354.0,,,,,24306210.0,,,,,,20928158.0,,,,,,,,,,
3355.0,,,,,,,,,,,,,,,,,,,,,
3356.0,,,,,,,,,,,,,18236550.0,,,,,,,,
3357.0,,,,,,,,,,,,,,,,,,,,,
3360.0,,,,,,,,,,,,,,,,,,,,,
3361.0,,,,,24307921.0,,,,,,20932531.0,,,,,,,,,,
3362.0,,,,,,,,,,,,,,,,,,,,,
3363.0,,,,,,,,,,,,,18252426.0,,,,,,,,
3364.0,,,,,,,,,,,,,,,,,,,,,
3367.0,,,,,,,,,,,,,,,,,,,,,
3368.0,,,,,24308949.0,,,,,,20937269.0,,,,,,,,,,
3369.0,,,,,,,,,,,,,,,,,,,,,
3370.0,,,,,,,,,,,,,18268801.0,,,,,,,,
3371.0,,,,,,,,,,,,,,,,,,,,,
3374.0,,,,,,,,,,,,,,,,,,,,,
3375.0,,,,,24311033.0,,,,,,20942483.0,,,,,,,,,,
3376.0,,,,,,,,,,,,,,,,,,,,,
3377.0,,,,,,,,,,,,,18284422.0,,,,,,,,
3378.0,,,,,,,,,,,,,,,,,,,,,
3381.0,,,,,,,,,,,,,,,,,,,,,
3382.0,,,,,24312190.0,,,,,,20947056.0,,,,,,,,,,
3383.0,,,,,,,,,,,,,,,,,,,,,
3384.0,,,,,,,,,,,,,18302143.0,,,,,,,,
3385.0,,,,,,,,,,,,,,,,,,,,,
3388.0,,,,,,,,,,,,,,,,,,,,,
3389.0,,,,,24313370.0,,,,,,20951564.0,,,,,,,,,,
3390.0,,,,,,,,,,,,,,,,,,,,,
3391.0,,,,,,,,,,,,,18322523.0,,,,,,,,
3392.0,,,,,,,,,,,,,,,,,,,,,
3395.0,,,,,,,,,,,,,,,,,,,,,
3396.0,,,,,24314374.0,,,,,,20956392.0,,,,,,,,,,
3397.0,,,,,,,,,,,,,,,,,,,,,
3398.0,,,,,,,,,,,,,18342489.0,,,,,,,,
3399.0,,,,,,,,,,,,,,,,,,,,,
3402.0,,,,,,,,,,,,,,,,,,,,,
3403.0,,,,,24315526.0,,,,,,20961393.0,,,,,,,,,,
3404.0,,,,,,,,,,,,,,,,,,,,,
3405.0,,,,,,,,,,,,,18359269.0,,,,,,,,
3406.0,,,,,,,,,,,,,,,,,,,,,
3409.0,,,,,,,,,,,,,,,,,,,,,
3410.0,,,,,24316470.0,,,,,,20966882.0,,,,,,,,,,
3411.0,,,,,,,,,,,,,,,,,,,,,
3412.0,,,,,,,,,,,,,18374554.0,,,,,,,,
3413.0,,,,,,,,,,,,,,,,,,,,,
3416.0,,,,,,,,,,,,,,,,,,,,,
3417.0,,,,,24317403.0,,,,,,20972105.0,,,,,,,,,,
3418.0,,,,,,,,,,,,,,,,,,,,,
3419.0,,,,,,,,,,,,,18386868.0,,,,,,,,
3420.0,,,,,,,,,,,,,,,,,,,,,
3423.0,,,,,,,,,,,,,,,,,,,,,
3424.0,,,,,24318204.0,,,,,,20977115.0,,,,,,,,,,
3425.0,,,,,,,,,,,,,,,,,,,,,
3426.0,,,,,,,,,,,,,18407223.0,,,,,,,,
3427.0,,,,,,,,,,,,,,,,,,,,,
3430.0,,,,,,,,,,,,,,,,,,,,,
3431.0,,,,,24319107.0,,,,,,20982252.0,,,,,,,,,,
3432.0,,,,,,,,,,,,,,,,,,,,,
3433.0,,,,,,,,,,,,,18427079.0,,,,,,,,
3434.0,,,,,,,,,,,,,,,,,,,,,
3437.0,,,,,,,,,,,,,,,,,,,,,
3438.0,,,,,24320149.0,,,,,,20987848.0,,,,,,,,,,
3439.0,,,,,,,,,,,,,,,,,,,,,
3440.0,,,,,,,,,,,,,18438684.0,,,,,,,,
3441.0,,,,,,,,,,,,,,,,,,,,,
3444.0,,,,,,,,,,,,,,,,,,,,,
3445.0,,,,,24320925.0,,,,,,20994374.0,,,,,,,,,,
3446.0,,,,,,,,,,,,,,,,,,,,,
3447.0,,,,,,,,,,,,,18450254.0,,,,,,,,
3448.0,,,,,,,,,,,,,,,,,,,,,
3451.0,,,,,,,,,,,,,,,,,,,,,
3452.0,,,,,24321928.0,,,,,,21000900.0,,,,,,,,,,
3453.0,,,,,,,,,,,,,,,,,,,,,
3454.0,,,,,,,,,,,,,18462067.0,,,,,,,,
3455.0,,,,,,,,,,,,,,,,,,,,,
3458.0,,,,,,,,,,,,,,,,,,,,,
3459.0,,,,,24322931.0,,,,,,21005333.0,,,,,,,,,,
3460.0,,,,,,,,,,,,,,,,,,,,,
3461.0,,,,,,,,,,,,,18473220.0,,,,,,,,
3462.0,,,,,,,,,,,,,,,,,,,,,
3465.0,,,,,,,,,,,,,,,,,,,,,
3466.0,,,,,24324102.0,,,,,,21009458.0,,,,,,,,,,
3467.0,,,,,,,,,,,,,,,,,,,,,
3468.0,,,,,,,,,,,,,18483605.0,,,,,,,,
3469.0,,,,,,,,,,,,,,,,,,,,,
3472.0,,,,,,,,,,,,,,,,,,,,,
3473.0,,,,,24325113.0,,,,,,21013146.0,,,,,,,,,,
3474.0,,,,,,,,,,,,,,,,,,,,,
3475.0,,,,,,,,,,,,,18493932.0,,,,,,,,
3476.0,,,,,,,,,,,,,,,,,,,,,
3480.0,,,,,24326036.0,,,,,,21016320.0,,,,,,,,,,
3481.0,,,,,,,,,,,,,,,,,,,,,
3482.0,,,,,,,,,,,,,18503800.0,,,,,,,,
3483.0,,,,,,,,,,,,,,,,,,,,,
3487.0,,,,,24326885.0,,,,,,21019206.0,,,,,,,,,,
3488.0,,,,,,,,,,,,,,,,,,,,,
3489.0,,,,,,,,,,,,,18515261.0,,,,,,,,
3490.0,,,,,,,,,,,,,,,,,,,,,
3494.0,,,,,24332157.0,,,,,,21022670.0,,,,,,,,,,
3495.0,,,,,,,,,,,,,,,,,,,,,
3496.0,,,,,,,,,,,,,18525888.0,,,,,,,,
3497.0,,,,,,,,,,,,,,,,,,,,,
3501.0,,,,,24335985.0,,,,,,21025438.0,,,,,,,,,,
3502.0,,,,,,,,,,,,,,,,,,,,,
3503.0,,,,,,,,,,,,,18537058.0,,,,,,,,
3504.0,,,,,,,,,,,,,,,,,,,,,
3508.0,,,,,24337553.0,,,,,,21027985.0,,,,,,,,,,
3509.0,,,,,,,,,,,,,,,,,,,,,
3510.0,,,,,,,,,,,,,18550257.0,,,,,,,,
3511.0,,,,,,,,,,,,,,,,,,,,,
3515.0,,,,,24338500.0,,,,,,21030722.0,,,,,,,,,,
3516.0,,,,,,,,,,,,,,,,,,,,,
3517.0,,,,,,,,,,,,,18564286.0,,,,,,,,
3518.0,,,,,,,,,,,,,,,,,,,,,
3522.0,,,,,24339356.0,,,,,,21033353.0,,,,,,,,,,
3523.0,,,,,,,,,,,,,,,,,,,,,
3524.0,,,,,,,,,,,,,18576275.0,,,,,,,,
3525.0,,,,,,,,,,,,,,,,,,,,,
3529.0,,,,,24340212.0,,,,,,21036050.0,,,,,,,,,,
3530.0,,,,,,,,,,,,,,,,,,,,,
3531.0,,,,,,,,,,,,,18589404.0,,,,,,,,
3532.0,,,,,,,,,,,,,,,,,,,,,
3536.0,,,,,24341679.0,,,,,,21038314.0,,,,,,,,,,
3537.0,,,,,,,,,,,,,,,,,,,,,
3538.0,,,,,,,,,,,,,18602533.0,,,,,,,,
3539.0,,,,,,,,,,,,,,,,,,,,,
3543.0,,,,,24342240.0,,,,,,21040777.0,,,,,,,,,,
3544.0,,,,,,,,,,,,,,,,,,,,,
3545.0,,,,,,,,,,,,,18613209.0,,,,,,,,
3546.0,,,,,,,,,,,,,,,,,,,,,
3550.0,,,,,24342737.0,,,,,,21042895.0,,,,,,,,,,
3551.0,,,,,,,,,,,,,,,,,,,,,
3552.0,,,,,,,,,,,,,18624127.0,,,,,,,,
3553.0,,,,,,,,,,,,,,,,,,,,,
3557.0,,,,,24343325.0,,,,,,21045356.0,,,,,,,,,,
3558.0,,,,,,,,,,,,,,,,,,,,,
3559.0,,,,,,,,,,,,,18633561.0,,,,,,,,
3560.0,,,,,,,,,,,,,,,,,,,,,
3564.0,,,,,24343845.0,,,,,,21047837.0,,,,,,,,,,
3565.0,,,,,,,,,,,,,,,,,,,,,
3566.0,,,,,,,,,,,,,18643352.0,,,,,,,,
3567.0,,,,,,,,,,,,,,,,,,,,,
3571.0,,,,,24344335.0,,,,,,21050669.0,,,,,,,,,,
3572.0,,,,,,,,,,,,,,,,,,,,,
3573.0,,,,,,,,,,,,,18657624.0,,,,,,,,
3574.0,,,,,,,,,,,,,,,,,,,,,
3578.0,,,,,24344888.0,,,,,,21054074.0,,,,,,,,,,
3579.0,,,,,,,,,,,,,,,,,,,,,
3580.0,,,,,,,,,,,,,18678578.0,,,,,,,,
3581.0,,,,,,,,,,,,,,,,,,,,,
3585.0,,,,,24345471.0,,,,,,21059185.0,,,,,,,,,,
3586.0,,,,,,,,,,,,,,,,,,,,,
3587.0,,,,,,,,,,,,,18695174.0,,,,,,,,
3588.0,,,,,,,,,,,,,,,,,,,,,
3592.0,,,,,24345890.0,,,,,,21064296.0,,,,,,,,,,
3593.0,,,,,,,,,,,,,,,,,,,,,
3594.0,,,,,,,,,,,,,18710281.0,,,,,,,,
3595.0,,,,,,,,,,,,,,,,,,,,,
3599.0,,,,,24346853.0,,,,,,21067989.0,,,,,,,,,,
3600.0,,,,,,,,,,,,,,,,,,,,,
3601.0,,,,,,,,,,,,,18725460.0,,,,,,,,
3602.0,,,,,,,,,,,,,,,,,,,,,
3606.0,,,,,24347404.0,,,,,,21070444.0,,,,,,,,,,
3607.0,,,,,,,,,,,,,,,,,,,,,
3608.0,,,,,,,,,,,,,18740035.0,,,,,,,,
3609.0,,,,,,,,,,,,,,,,,,,,,
3613.0,,,,,24347950.0,,,,,,21072304.0,,,,,,,,,,
3614.0,,,,,,,,,,,,,,,,,,,,,
3615.0,,,,,,,,,,,,,18753386.0,,,,,,,,
3616.0,,,,,,,,,,,,,,,,,,,,,
3620.0,,,,,24348389.0,,,,,,21074590.0,,,,,,,,,,
3621.0,,,,,,,,,,,,,,,,,,,,,
3622.0,,,,,,,,,,,,,18765135.0,,,,,,,,
3623.0,,,,,,,,,,,,,,,,,,,,,
3627.0,,,,,24348977.0,,,,,,21076552.0,,,,,,,,,,
3628.0,,,,,,,,,,,,,,,,,,,,,
3629.0,,,,,,,,,,,,,18776332.0,,,,,,,,
3630.0,,,,,,,,,,,,,,,,,,,,,
3634.0,,,,,24349801.0,,,,,,21078285.0,,,,,,,,,,
3635.0,,,,,,,,,,,,,,,,,,,,,
3636.0,,,,,,,,,,,,,18792529.0,,,,,,,,
3637.0,,,,,,,,,,,,,,,,,,,,,
3641.0,,,,,24350598.0,,,,,,21080192.0,,,,,,,,,,
3642.0,,,,,,,,,,,,,,,,,,,,,
3643.0,,,,,,,,,,,,,18806777.0,,,,,,,,
3644.0,,,,,,,,,,,,,,,,,,,,,
3648.0,,,,,24351425.0,,,,,,21082279.0,,,,,,,,,,
3649.0,,,,,,,,,,,,,,,,,,,,,
3650.0,,,,,,,,,,,,,18824156.0,,,,,,,,
3651.0,,,,,,,,,,,,,,,,,,,,,
3655.0,,,,,24352098.0,,,,,,21084107.0,,,,,,,,,,
3656.0,,,,,,,,,,,,,,,,,,,,,
3657.0,,,,,,,,,,,,,18852935.0,,,,,,,,
3658.0,,,,,,,,,,,,,,,,,,,,,
3662.0,,,,,24352888.0,,,,,,21086040.0,,,,,,,,,,
3663.0,,,,,,,,,,,,,,,,,,,,,
3664.0,,,,,,,,,,,,,18911313.0,,,,,,,,
3665.0,,,,,,,,,,,,,,,,,,,,,
3669.0,,,,,24353760.0,,,,,,21087989.0,,,,,,,,,,
3670.0,,,,,,,,,,,,,,,,,,,,,
3671.0,,,,,,,,,,,,,18954962.0,,,,,,,,
3672.0,,,,,,,,,,,,,,,,,,,,,
3676.0,,,,,24354574.0,,,,,,21090091.0,,,,,,,,,,
3677.0,,,,,,,,,,,,,,,,,,,,,
3678.0,,,,,,,,,,,,,18998611.0,,,,,,,,
3679.0,,,,,,,,,,,,,,,,,,,,,
3683.0,,,,,24355507.0,,,,,,21092052.0,,,,,,,,,,
3684.0,,,,,,,,,,,,,,,,,,,,,
3685.0,,,,,,,,,,,,,19016695.0,,,,,,,,
3686.0,,,,,,,,,,,,,,,,,,,,,
3690.0,,,,,24356259.0,,,,,,21093799.0,,,,,,,,,,
3691.0,,,,,,,,,,,,,,,,,,,,,
3692.0,,,,,,,,,,,,,19033320.0,,,,,,,,
3693.0,,,,,,,,,,,,,,,,,,,,,
3697.0,,,,,24356881.0,,,,,,21095689.0,,,,,,,,,,
3698.0,,,,,,,,,,,,,,,,,,,,,
3699.0,,,,,,,,,,,,,19047378.0,,,,,,,,
3700.0,,,,,,,,,,,,,,,,,,,,,
3704.0,,,,,24357379.0,,,,,,21097513.0,,,,,,,,,,
3705.0,,,,,,,,,,,,,,,,,,,,,
3706.0,,,,,,,,,,,,,19060613.0,,,,,,,,
3707.0,,,,,,,,,,,,,,,,,,,,,
3711.0,,,,,24357943.0,,,,,,21099696.0,,,,,,,,,,
3712.0,,,,,,,,,,,,,,,,,,,,,
3713.0,,,,,,,,,,,,,19071934.0,,,,,,,,
3714.0,,,,,,,,,,,,,,,,,,,,,
3718.0,,,,,24358456.0,,,,,,21101879.0,,,,,,,,,,
3719.0,,,,,,,,,,,,,,,,,,,,,
3720.0,,,,,,,,,,,,,19082221.0,,,,,,,,
3721.0,,,,,,,,,,,,,,,,,,,,,
3725.0,,,,,24358969.0,,,,,,21103302.0,,,,,,,,,,
3726.0,,,,,,,,,,,,,,,,,,,,,
3727.0,,,,,,,,,,,,,19091458.0,,,,,,,,
3728.0,,,,,,,,,,,,,,,,,,,,,
3732.0,,,,,24359464.0,,,,,,21104786.0,,,,,,,,,,
3733.0,,,,,,,,,,,,,,,,,,,,,
3734.0,,,,,,,,,,,,,19103123.0,,,,,,,,
3735.0,,,,,,,,,,,,,,,,,,,,,
3739.0,,,,,24359840.0,,,,,,21106416.0,,,,,,,,,,
3740.0,,,,,,,,,,,,,,,,,,,,,
3741.0,,,,,,,,,,,,,19121077.0,,,,,,,,
3742.0,,,,,,,,,,,,,,,,,,,,,
3746.0,,,,,24360265.0,,,,,,21107808.0,,,,,,,,,,
3747.0,,,,,,,,,,,,,,,,,,,,,
3748.0,,,,,,,,,,,,,19133646.0,,,,,,,,
3749.0,,,,,,,,,,,,,,,,,,,,,
3753.0,,,,,24360606.0,,,,,,21109091.0,,,,,,,,,,
3754.0,,,,,,,,,,,,,,,,,,,,,
3755.0,,,,,,,,,,,,,19145117.0,,,,,,,,
3756.0,,,,,,,,,,,,,,,,,,,,,
3760.0,,,,,24361001.0,,,,,,21110495.0,,,,,,,,,,
3761.0,,,,,,,,,,,,,,,,,,,,,
3762.0,,,,,,,,,,,,,19158686.0,,,,,,,,
3763.0,,,,,,,,,,,,,,,,,,,,,
3767.0,,,,,24361482.0,,,,,,21111978.0,,,,,,,,,,
3768.0,,,,,,,,,,,,,,,,,,,,,
3769.0,,,,,,,,,,,,,19167604.0,,,,,,,,
3770.0,,,,,,,,,,,,,,,,,,,,,
3774.0,,,,,24362001.0,,,,,,21113617.0,,,,,,,,,,
3775.0,,,,,,,,,,,,,,,,,,,,,
3776.0,,,,,,,,,,,,,19175382.0,,,,,,,,
3777.0,,,,,,,,,,,,,,,,,,,,,
3781.0,,,,,24362733.0,,,,,,21115134.0,,,,,,,,,,
3782.0,,,,,,,,,,,,,,,,,,,,,
3783.0,,,,,,,,,,,,,19183759.0,,,,,,,,
3784.0,,,,,,,,,,,,,,,,,,,,,
3788.0,,,,,24363361.0,,,,,,21116593.0,,,,,,,,,,
3789.0,,,,,,,,,,,,,,,,,,,,,
3790.0,,,,,,,,,,,,,19192024.0,,,,,,,,
3791.0,,,,,,,,,,,,,,,,,,,,,
3795.0,,,,,24363945.0,,,,,,21118109.0,,,,,,,,,,
3796.0,,,,,,,,,,,,,,,,,,,,,
3797.0,,,,,,,,,,,,,19200858.0,,,,,,,,
3798.0,,,,,,,,,,,,,,,,,,,,,
3802.0,,,,,24364436.0,,,,,,21119520.0,,,,,,,,,,
3803.0,,,,,,,,,,,,,,,,,,,,,
3804.0,,,,,,,,,,,,,19207158.0,,,,,,,,
3805.0,,,,,,,,,,,,,,,,,,,,,
3809.0,,,,,24364794.0,,,,,,21120551.0,,,,,,,,,,
3810.0,,,,,,,,,,,,,,,,,,,,,
3811.0,,,,,,,,,,,,,19213991.0,,,,,,,,
3812.0,,,,,,,,,,,,,,,,,,,,,
3816.0,,,,,24365117.0,,,,,,21121582.0,,,,,,,,,,
3817.0,,,,,,,,,,,,,,,,,,,,,
3818.0,,,,,,,,,,,,,19219940.0,,,,,,,,
3819.0,,,,,,,,,,,,,,,,,,,,,
3823.0,,,,,24365656.0,,,,,,21123079.0,,,,,,,,,,
3824.0,,,,,,,,,,,,,,,,,,,,,
3825.0,,,,,,,,,,,,,19225850.0,,,,,,,,
3826.0,,,,,,,,,,,,,,,,,,,,,
3830.0,,,,,24366178.0,,,,,,21124646.0,,,,,,,,,,
3831.0,,,,,,,,,,,,,,,,,,,,,
3832.0,,,,,,,,,,,,,19231145.0,,,,,,,,
3833.0,,,,,,,,,,,,,,,,,,,,,
3837.0,,,,,24366687.0,,,,,,21126270.0,,,,,,,,,,
3838.0,,,,,,,,,,,,,,,,,,,,,
3839.0,,,,,,,,,,,,,19237342.0,,,,,,,,
3840.0,,,,,,,,,,,,,,,,,,,,,
3844.0,,,,,24367433.0,,,,,,21127511.0,,,,,,,,,,
3845.0,,,,,,,,,,,,,,,,,,,,,
3846.0,,,,,,,,,,,,,19242543.0,,,,,,,,
3847.0,,,,,,,,,,,,,,,,,,,,,
3851.0,,,,,24368222.0,,,,,,21128835.0,,,,,,,,,,
3852.0,,,,,,,,,,,,,,,,,,,,,
3853.0,,,,,,,,,,,,,19249501.0,,,,,,,,
3854.0,,,,,,,,,,,,,,,,,,,,,
3858.0,,,,,24368865.0,,,,,,21130417.0,,,,,,,,,,
3859.0,,,,,,,,,,,,,,,,,,,,,
3860.0,,,,,,,,,,,,,19255343.0,,,,,,,,
3861.0,,,,,,,,,,,,,,,,,,,,,
3865.0,,,,,24369453.0,,,,,,21131670.0,,,,,,,,,,
3866.0,,,,,,,,,,,,,,,,,,,,,
3867.0,,,,,,,,,,,,,19260960.0,,,,,,,,
3868.0,,,,,,,,,,,,,,,,,,,,,
3872.0,,,,,24369927.0,,,,,,21133103.0,,,,,,,,,,
3873.0,,,,,,,,,,,,,,,,,,,,,
3874.0,,,,,,,,,,,,,19266522.0,,,,,,,,
3875.0,,,,,,,,,,,,,,,,,,,,,
3879.0,,,,,24370332.0,,,,,,21134693.0,,,,,,,,,,
3880.0,,,,,,,,,,,,,,,,,,,,,
3881.0,,,,,,,,,,,,,19271868.0,,,,,,,,
3882.0,,,,,,,,,,,,,,,,,,,,,
3886.0,,,,,24370705.0,,,,,,21135941.0,,,,,,,,,,
3887.0,,,,,,,,,,,,,,,,,,,,,
3888.0,,,,,,,,,,,,,19277277.0,,,,,,,,
3889.0,,,,,,,,,,,,,,,,,,,,,
3893.0,,,,,24371154.0,,,,,,21137386.0,,,,,,,,,,
3894.0,,,,,,,,,,,,,,,,,,,,,
3895.0,,,,,,,,,,,,,19282610.0,,,,,,,,
3896.0,,,,,,,,,,,,,,,,,,,,,
3900.0,,,,,24371520.0,,,,,,21138696.0,,,,,,,,,,
3901.0,,,,,,,,,,,,,,,,,,,,,
3902.0,,,,,,,,,,,,,19289597.0,,,,,,,,
3903.0,,,,,,,,,,,,,,,,,,,,,
3907.0,,,,,24371953.0,,,,,,21139837.0,,,,,,,,,,
3908.0,,,,,,,,,,,,,,,,,,,,,
3909.0,,,,,,,,,,,,,19294498.0,,,,,,,,
3910.0,,,,,,,,,,,,,,,,,,,,,
3914.0,,,,,24372370.0,,,,,,21141119.0,,,,,,,,,,
3915.0,,,,,,,,,,,,,,,,,,,,,
3916.0,,,,,,,,,,,,,19299623.0,,,,,,,,
3917.0,,,,,,,,,,,,,,,,,,,,,
3921.0,,,,,24372735.0,,,,,,21142578.0,,,,,,,,,,
3922.0,,,,,,,,,,,,,,,,,,,,,
3923.0,,,,,,,,,,,,,19304105.0,,,,,,,,
3924.0,,,,,,,,,,,,,,,,,,,,,
3928.0,,,,,24373212.0,,,,,,21144192.0,,,,,,,,,,
3929.0,,,,,,,,,,,,,,,,,,,,,
3930.0,,,,,,,,,,,,,19308747.0,,,,,,,,
3931.0,,,,,,,,,,,,,,,,,,,,,
