"begin_date","end_date","hw","units"
"2008-10-13","2008-10-19","PS3",4802
"2008-10-13","2008-10-19","PS2",7816
"2008-10-13","2008-10-19","XB360",5982
"2008-10-20","2008-10-26","DS",26004
"2008-10-20","2008-10-26","PSP",66837
"2008-10-20","2008-10-26","Wii",25459
"2008-10-20","2008-10-26","PS3",4107
"2008-10-20","2008-10-26","PS2",7467
"2008-10-20","2008-10-26","XB360",6858
"2008-10-27","2008-11-02","DS",187768
"2008-10-27","2008-11-02","PSP",50031
"2008-10-27","2008-11-02","Wii",25378
"2008-10-27","2008-11-02","PS3",36316
"2008-10-27","2008-11-02","PS2",6831
"2008-10-27","2008-11-02","XB360",6335
"2008-11-03","2008-11-09","DS",106070
"2008-11-03","2008-11-09","PSP",47026
"2008-11-03","2008-11-09","Wii",28516
"2008-11-03","2008-11-09","PS3",25707
"2008-11-03","2008-11-09","PS2",6131
"2008-11-03","2008-11-09","XB360",9677
"2008-11-10","2008-11-16","DS",88442
"2008-11-10","2008-11-16","PSP",45555
"2008-11-10","2008-11-16","Wii",31099
"2008-11-10","2008-11-16","PS3",23133
"2008-11-10","2008-11-16","PS2",5967
"2008-11-10","2008-11-16","XB360",8571
"2008-11-17","2008-11-23","DS",120476
"2008-11-17","2008-11-23","PSP",66249
"2008-11-17","2008-11-23","Wii",40208
"2008-11-17","2008-11-23","PS3",18351
"2008-11-17","2008-11-23","PS2",5861
"2008-11-17","2008-11-23","XB360",13671
"2008-11-24","2008-11-30","DS",112415
"2008-11-24","2008-11-30","PSP",58250
"2008-11-24","2008-11-30","Wii",41570
"2008-11-24","2008-11-30","PS3",34836
"2008-11-24","2008-11-30","PS2",6866
"2008-11-24","2008-11-30","XB360",11647
"2008-12-01","2008-12-07","DS",142334
"2008-12-01","2008-12-07","PSP",49458
"2008-12-01","2008-12-07","Wii",54639
"2008-12-01","2008-12-07","PS3",26043
"2008-12-01","2008-12-07","PS2",7140
"2008-12-01","2008-12-07","XB360",9886
"2008-12-08","2008-12-14","DS",215022
"2008-12-08","2008-12-14","PSP",69152
"2008-12-08","2008-12-14","Wii",92982
"2008-12-08","2008-12-14","PS3",30352
"2008-12-08","2008-12-14","PS2",8937
"2008-12-08","2008-12-14","XB360",12201
"2008-12-15","2008-12-21","DS",262928
"2008-12-15","2008-12-21","PSP",148409
"2008-12-15","2008-12-21","Wii",151106
"2008-12-15","2008-12-21","PS3",37019
"2008-12-15","2008-12-21","PS2",9696
"2008-12-15","2008-12-21","XB360",12598
"2008-12-22","2008-12-28","DS",267278
"2008-12-22","2008-12-28","PSP",144622
"2008-12-22","2008-12-28","Wii",151865
"2008-12-22","2008-12-28","PS3",58406
"2008-12-22","2008-12-28","PS2",16004
"2008-12-22","2008-12-28","XB360",15973
"2008-12-29","2009-01-04","DS",267278
"2008-12-29","2009-01-04","PSP",144622
"2008-12-29","2009-01-04","Wii",151865
"2008-12-29","2009-01-04","PS3",58406
"2008-12-29","2009-01-04","PS2",16004
"2008-12-29","2009-01-04","XB360",15973
"2009-01-05","2009-01-11","DS",108814
"2009-01-05","2009-01-11","PSP",69474
"2009-01-05","2009-01-11","Wii",43538
"2009-01-05","2009-01-11","PS3",28509
"2009-01-05","2009-01-11","PS2",9406
"2009-01-05","2009-01-11","XB360",8605
"2009-01-12","2009-01-18","DS",81001
"2009-01-12","2009-01-18","PSP",48198
"2009-01-12","2009-01-18","Wii",30648
"2009-01-12","2009-01-18","PS3",18592
"2009-01-12","2009-01-18","PS2",7048
"2009-01-12","2009-01-18","XB360",7586
"2009-01-19","2009-01-25","DS",58477
"2009-01-19","2009-01-25","PSP",40728
"2009-01-19","2009-01-25","Wii",25552
"2009-01-19","2009-01-25","PS3",16688
"2009-01-19","2009-01-25","PS2",5944
"2009-01-19","2009-01-25","XB360",7140
"2009-01-26","2009-02-01","DS",62471
"2009-01-26","2009-02-01","PSP",42393
"2009-01-26","2009-02-01","Wii",24795
"2009-01-26","2009-02-01","PS3",16066
"2009-01-26","2009-02-01","PS2",6286
"2009-01-26","2009-02-01","XB360",7033
"2009-02-02","2009-02-08","DS",51433
"2009-02-02","2009-02-08","PSP",35569
"2009-02-02","2009-02-08","Wii",20748
"2009-02-02","2009-02-08","PS3",15552
"2009-02-02","2009-02-08","PS2",6001
"2009-02-02","2009-02-08","XB360",7705
"2009-02-09","2009-02-15","DS",60751
"2009-02-09","2009-02-15","PSP",32103
"2009-02-09","2009-02-15","Wii",21083
"2009-02-09","2009-02-15","PS3",18514
"2009-02-09","2009-02-15","PS2",6081
"2009-02-09","2009-02-15","XB360",10311
"2009-02-16","2009-02-22","DS",47001
"2009-02-16","2009-02-22","PSP",30010
"2009-02-16","2009-02-22","Wii",19189
"2009-02-16","2009-02-22","PS3",15664
"2009-02-16","2009-02-22","PS2",5068
"2009-02-16","2009-02-22","XB360",24584
"2009-02-23","2009-03-01","DS",51991
"2009-02-23","2009-03-01","PSP",40214
"2009-02-23","2009-03-01","Wii",22051
"2009-02-23","2009-03-01","PS3",35277
"2009-02-23","2009-03-01","PS2",5730
"2009-02-23","2009-03-01","XB360",13203
"2009-03-02","2009-03-08","DS",45171
"2009-03-02","2009-03-08","PSP",61003
"2009-03-02","2009-03-08","Wii",19588
"2009-03-02","2009-03-08","PS3",40380
"2009-03-02","2009-03-08","PS2",4986
"2009-03-02","2009-03-08","XB360",13803
"2009-03-09","2009-03-15","DS",43072
"2009-03-09","2009-03-15","PSP",44996
"2009-03-09","2009-03-15","Wii",19283
"2009-03-09","2009-03-15","PS3",28178
"2009-03-09","2009-03-15","PS2",5188
"2009-03-09","2009-03-15","XB360",7418
"2009-03-16","2009-03-22","DS",79372
"2009-03-16","2009-03-22","PSP",61343
"2009-03-16","2009-03-22","Wii",19629
"2009-03-16","2009-03-22","PS3",24282
"2009-03-16","2009-03-22","PS2",5412
"2009-03-16","2009-03-22","XB360",5147
"2009-03-23","2009-03-29","DS",68981
"2009-03-23","2009-03-29","PSP",50866
"2009-03-23","2009-03-29","Wii",18784
"2009-03-23","2009-03-29","PS3",18831
"2009-03-23","2009-03-29","PS2",5667
"2009-03-23","2009-03-29","XB360",3601
"2009-03-30","2009-04-05","DS",66218
"2009-03-30","2009-04-05","PSP",47263
"2009-03-30","2009-04-05","Wii",17047
"2009-03-30","2009-04-05","PS3",17615
"2009-03-30","2009-04-05","PS2",6309
"2009-03-30","2009-04-05","XB360",5728
"2009-04-06","2009-04-12","DS",45324
"2009-04-06","2009-04-12","PSP",38411
"2009-04-06","2009-04-12","Wii",15540
"2009-04-06","2009-04-12","PS3",13509
"2009-04-06","2009-04-12","PS2",5204
"2009-04-06","2009-04-12","XB360",8948
"2009-04-13","2009-04-19","DS",40790
"2009-04-13","2009-04-19","PSP",35767
"2009-04-13","2009-04-19","Wii",14799
"2009-04-13","2009-04-19","PS3",56866
"2009-04-13","2009-04-19","PS2",4682
"2009-04-13","2009-04-19","XB360",7628
"2009-04-20","2009-04-26","DS",42788
"2009-04-20","2009-04-26","PSP",39210
"2009-04-20","2009-04-26","Wii",19730
"2009-04-20","2009-04-26","PS3",20540
"2009-04-20","2009-04-26","PS2",4821
"2009-04-20","2009-04-26","XB360",5077
"2009-04-27","2009-05-03","DS",53833
"2009-04-27","2009-05-03","PSP",45774
"2009-04-27","2009-05-03","Wii",20106
"2009-04-27","2009-05-03","PS3",17163
"2009-04-27","2009-05-03","PS2",6376
"2009-04-27","2009-05-03","XB360",6603
"2009-05-04","2009-05-10","DS",53833
"2009-05-04","2009-05-10","PSP",45774
"2009-05-04","2009-05-10","Wii",20106
"2009-05-04","2009-05-10","PS3",17163
"2009-05-04","2009-05-10","PS2",6376
"2009-05-04","2009-05-10","XB360",6603
"2009-05-11","2009-05-17","DS",39131
"2009-05-11","2009-05-17","PSP",29793
"2009-05-11","2009-05-17","Wii",13030
"2009-05-11","2009-05-17","PS3",9249
"2009-05-11","2009-05-17","PS2",4373
"2009-05-11","2009-05-17","XB360",4093
"2009-05-18","2009-05-24","DS",35433
"2009-05-18","2009-05-24","PSP",28265
"2009-05-18","2009-05-24","Wii",14174
"2009-05-18","2009-05-24","PS3",9051
"2009-05-18","2009-05-24","PS2",4738
"2009-05-18","2009-05-24","XB360",4837
"2009-05-25","2009-05-31","DS",64393
"2009-05-25","2009-05-31","PSP",32249
"2009-05-25","2009-05-31","Wii",14287
"2009-05-25","2009-05-31","PS3",10656
"2009-05-25","2009-05-31","PS2",5214
"2009-05-25","2009-05-31","XB360",5992
"2009-06-01","2009-06-07","DS",39436
"2009-06-01","2009-06-07","PSP",28342
"2009-06-01","2009-06-07","Wii",13426
"2009-06-01","2009-06-07","PS3",8363
"2009-06-01","2009-06-07","PS2",4573
"2009-06-01","2009-06-07","XB360",5878
"2009-06-08","2009-06-14","DS",35803
"2009-06-08","2009-06-14","PSP",26755
"2009-06-08","2009-06-14","Wii",13601
"2009-06-08","2009-06-14","PS3",8342
"2009-06-08","2009-06-14","PS2",4508
"2009-06-08","2009-06-14","XB360",6503
"2009-06-15","2009-06-21","DS",42560
"2009-06-15","2009-06-21","PSP",26766
"2009-06-15","2009-06-21","Wii",16744
"2009-06-15","2009-06-21","PS3",8681
"2009-06-15","2009-06-21","PS2",4828
"2009-06-15","2009-06-21","XB360",6059
"2009-06-22","2009-06-28","DS",44706
"2009-06-22","2009-06-28","PSP",27037
"2009-06-22","2009-06-28","Wii",20864
"2009-06-22","2009-06-28","PS3",10374
"2009-06-22","2009-06-28","PS2",5001
"2009-06-22","2009-06-28","XB360",5248
"2009-06-29","2009-07-05","DS",56503
"2009-06-29","2009-07-05","PSP",36274
"2009-06-29","2009-07-05","Wii",24109
"2009-06-29","2009-07-05","PS3",10502
"2009-06-29","2009-07-05","PS2",5489
"2009-06-29","2009-07-05","XB360",5050
"2009-07-06","2009-07-12","DS",153332
"2009-07-06","2009-07-12","PSP",29551
"2009-07-06","2009-07-12","Wii",20850
"2009-07-06","2009-07-12","PS3",9051
"2009-07-06","2009-07-12","PS2",5223
"2009-07-06","2009-07-12","XB360",3167
"2009-07-13","2009-07-19","DS",117017
"2009-07-13","2009-07-19","PSP",25139
"2009-07-13","2009-07-19","Wii",19415
"2009-07-13","2009-07-19","PS3",8314
"2009-07-13","2009-07-19","PS2",5010
"2009-07-13","2009-07-19","XB360",2735
"2009-07-20","2009-07-26","DS",92992
"2009-07-20","2009-07-26","PSP",29818
"2009-07-20","2009-07-26","Wii",21767
"2009-07-20","2009-07-26","PS3",8217
"2009-07-20","2009-07-26","PS2",5137
"2009-07-20","2009-07-26","XB360",2410
"2009-07-27","2009-08-02","DS",84748
"2009-07-27","2009-08-02","PSP",33288
"2009-07-27","2009-08-02","Wii",92790
"2009-07-27","2009-08-02","PS3",8108
"2009-07-27","2009-08-02","PS2",5596
"2009-07-27","2009-08-02","XB360",2640
"2009-08-03","2009-08-09","DS",81846
"2009-08-03","2009-08-09","PSP",36464
"2009-08-03","2009-08-09","Wii",46037
"2009-08-03","2009-08-09","PS3",7068
"2009-08-03","2009-08-09","PS2",6526
"2009-08-03","2009-08-09","XB360",5319
"2009-08-10","2009-08-16","DS",81846
"2009-08-10","2009-08-16","PSP",36464
"2009-08-10","2009-08-16","Wii",46037
"2009-08-10","2009-08-16","PS3",7068
"2009-08-10","2009-08-16","PS2",6526
"2009-08-10","2009-08-16","XB360",5319
"2009-08-17","2009-08-23","DS",63641
"2009-08-17","2009-08-23","PSP",25621
"2009-08-17","2009-08-23","Wii",25540
"2009-08-17","2009-08-23","PS3",3743
"2009-08-17","2009-08-23","PS2",4433
"2009-08-17","2009-08-23","XB360",6144
"2009-08-24","2009-08-30","DS",65583
"2009-08-24","2009-08-30","PSP",25692
"2009-08-24","2009-08-30","Wii",22707
"2009-08-24","2009-08-30","PS3",2093
"2009-08-24","2009-08-30","PS2",4125
"2009-08-24","2009-08-30","XB360",5730
"2009-08-31","2009-09-06","DS",64667
"2009-08-31","2009-09-06","PSP",22545
"2009-08-31","2009-09-06","Wii",18087
"2009-08-31","2009-09-06","PS3",150832
"2009-08-31","2009-09-06","PS2",3688
"2009-08-31","2009-09-06","XB360",4614
"2009-09-07","2009-09-13","DS",75632
"2009-09-07","2009-09-13","PSP",19837
"2009-09-07","2009-09-13","Wii",15279
"2009-09-07","2009-09-13","PS3",54289
"2009-09-07","2009-09-13","PS2",3174
"2009-09-07","2009-09-13","XB360",6854
"2009-09-14","2009-09-20","DS",80604
"2009-09-14","2009-09-20","PSP",21924
"2009-09-14","2009-09-20","Wii",15443
"2009-09-14","2009-09-20","PS3",55145
"2009-09-14","2009-09-20","PS2",2886
"2009-09-14","2009-09-20","XB360",4030
"2009-09-21","2009-09-27","DS",76157
"2009-09-21","2009-09-27","PSP",19581
"2009-09-21","2009-09-27","Wii",12882
"2009-09-21","2009-09-27","PS3",49673
"2009-09-21","2009-09-27","PS2",3464
"2009-09-21","2009-09-27","XB360",3650
"2009-09-28","2009-10-04","DS",63344
"2009-09-28","2009-10-04","PSP",55259
"2009-09-28","2009-10-04","Wii",32190
"2009-09-28","2009-10-04","PS3",36637
"2009-09-28","2009-10-04","PS2",2768
"2009-09-28","2009-10-04","XB360",2607
"2009-10-05","2009-10-11","DS",57804
"2009-10-05","2009-10-11","PSP",44230
"2009-10-05","2009-10-11","Wii",29053
"2009-10-05","2009-10-11","PS3",28671
"2009-10-05","2009-10-11","PS2",2547
"2009-10-05","2009-10-11","XB360",3221
"2009-10-12","2009-10-18","DS",56741
"2009-10-12","2009-10-18","PSP",39382
"2009-10-12","2009-10-18","Wii",26781
"2009-10-12","2009-10-18","PS3",26938
"2009-10-12","2009-10-18","PS2",2737
"2009-10-12","2009-10-18","XB360",3035
"2009-10-19","2009-10-25","DS",47551
"2009-10-19","2009-10-25","PSP",40116
"2009-10-19","2009-10-25","Wii",25262
"2009-10-19","2009-10-25","PS3",30603
"2009-10-19","2009-10-25","PS2",2631
"2009-10-19","2009-10-25","XB360",2821
"2009-10-26","2009-11-01","DS",40247
"2009-10-26","2009-11-01","PSP",70768
"2009-10-26","2009-11-01","Wii",26772
"2009-10-26","2009-11-01","PS3",36704
"2009-10-26","2009-11-01","PS2",2697
"2009-10-26","2009-11-01","XB360",4804
"2009-11-02","2009-11-08","DS",37913
"2009-11-02","2009-11-08","PSP",53550
"2009-11-02","2009-11-08","Wii",24294
"2009-11-02","2009-11-08","PS3",43395
"2009-11-02","2009-11-08","PS2",2264
"2009-11-02","2009-11-08","XB360",4021
"2009-11-09","2009-11-15","DS",36332
"2009-11-09","2009-11-15","PSP",46629
"2009-11-09","2009-11-15","Wii",22725
"2009-11-09","2009-11-15","PS3",33237
"2009-11-09","2009-11-15","PS2",2463
"2009-11-09","2009-11-15","XB360",4102
"2009-11-16","2009-11-22","DS",138197
"2009-11-16","2009-11-22","PSP",37441
"2009-11-16","2009-11-22","Wii",28627
"2009-11-16","2009-11-22","PS3",29041
"2009-11-16","2009-11-22","PS2",2118
"2009-11-16","2009-11-22","XB360",3007
"2009-11-23","2009-11-29","DS",114716
"2009-11-23","2009-11-29","PSP",43881
"2009-11-23","2009-11-29","Wii",41868
"2009-11-23","2009-11-29","PS3",38512
"2009-11-23","2009-11-29","PS2",2461
"2009-11-23","2009-11-29","XB360",3197
"2009-11-30","2009-12-06","DS",113052
"2009-11-30","2009-12-06","PSP",69494
"2009-11-30","2009-12-06","Wii",100950
"2009-11-30","2009-12-06","PS3",50061
"2009-11-30","2009-12-06","PS2",2481
"2009-11-30","2009-12-06","XB360",4277
"2009-12-07","2009-12-13","DS",141073
"2009-12-07","2009-12-13","PSP",73953
"2009-12-07","2009-12-13","Wii",141938
"2009-12-07","2009-12-13","PS3",75693
"2009-12-07","2009-12-13","PS2",2832
"2009-12-07","2009-12-13","XB360",10236
"2009-12-14","2009-12-20","DS",198372
"2009-12-14","2009-12-20","PSP",81524
"2009-12-14","2009-12-20","Wii",208035
"2009-12-14","2009-12-20","PS3",245406
"2009-12-14","2009-12-20","PS2",3405
"2009-12-14","2009-12-20","XB360",7114
"2009-12-21","2009-12-27","DS",243871
"2009-12-21","2009-12-27","PSP",134277
"2009-12-21","2009-12-27","Wii",216932
"2009-12-21","2009-12-27","PS3",131522
"2009-12-21","2009-12-27","PS2",5111
"2009-12-21","2009-12-27","XB360",6937
"2009-12-28","2010-01-03","DS",243871
"2009-12-28","2010-01-03","PSP",134277
"2009-12-28","2010-01-03","Wii",216932
"2009-12-28","2010-01-03","PS3",131522
"2009-12-28","2010-01-03","PS2",5111
"2009-12-28","2010-01-03","XB360",6937
"2010-01-04","2010-01-10","DS",115015
"2010-01-04","2010-01-10","PSP",152168
"2010-01-04","2010-01-10","Wii",67297
"2010-01-04","2010-01-10","PS3",61986
"2010-01-04","2010-01-10","PS2",3693
"2010-01-04","2010-01-10","XB360",8631
"2010-01-11","2010-01-17","DS",64972
"2010-01-11","2010-01-17","PSP",75482
"2010-01-11","2010-01-17","Wii",55472
"2010-01-11","2010-01-17","PS3",37442
"2010-01-11","2010-01-17","PS2",2455
"2010-01-11","2010-01-17","XB360",3755
"2010-01-18","2010-01-24","DS",53369
"2010-01-18","2010-01-24","PSP",52122
"2010-01-18","2010-01-24","Wii",40867
"2010-01-18","2010-01-24","PS3",27132
"2010-01-18","2010-01-24","PS2",1860
"2010-01-18","2010-01-24","XB360",4110
"2010-01-25","2010-01-31","DS",78099
"2010-01-25","2010-01-31","PSP",47517
"2010-01-25","2010-01-31","Wii",38912
"2010-01-25","2010-01-31","PS3",32463
"2010-01-25","2010-01-31","PS2",2286
"2010-01-25","2010-01-31","XB360",5091
"2010-02-01","2010-02-07","DS",56193
"2010-02-01","2010-02-07","PSP",42660
"2010-02-01","2010-02-07","Wii",30704
"2010-02-01","2010-02-07","PS3",25648
"2010-02-01","2010-02-07","PS2",1962
"2010-02-01","2010-02-07","XB360",4250
"2010-02-08","2010-02-14","DS",52867
"2010-02-08","2010-02-14","PSP",39919
"2010-02-08","2010-02-14","Wii",31290
"2010-02-08","2010-02-14","PS3",23391
"2010-02-08","2010-02-14","PS2",1733
"2010-02-08","2010-02-14","XB360",2241
"2010-02-15","2010-02-21","DS",47432
"2010-02-15","2010-02-21","PSP",37191
"2010-02-15","2010-02-21","Wii",27253
"2010-02-15","2010-02-21","PS3",29332
"2010-02-15","2010-02-21","PS2",1907
"2010-02-15","2010-02-21","XB360",2405
"2010-02-22","2010-02-28","DS",48115
"2010-02-22","2010-02-28","PSP",40741
"2010-02-22","2010-02-28","Wii",28029
"2010-02-22","2010-02-28","PS3",25839
"2010-02-22","2010-02-28","PS2",2087
"2010-02-22","2010-02-28","XB360",4794
"2010-03-01","2010-03-07","DS",47948
"2010-03-01","2010-03-07","PSP",64805
"2010-03-01","2010-03-07","Wii",31880
"2010-03-01","2010-03-07","PS3",28306
"2010-03-01","2010-03-07","PS2",1828
"2010-03-01","2010-03-07","XB360",3247
"2010-03-08","2010-03-14","DS",41807
"2010-03-08","2010-03-14","PSP",44078
"2010-03-08","2010-03-14","Wii",29592
"2010-03-08","2010-03-14","PS3",27027
"2010-03-08","2010-03-14","PS2",1933
"2010-03-08","2010-03-14","XB360",1974
"2010-03-15","2010-03-21","DS",39748
"2010-03-15","2010-03-21","PSP",43341
"2010-03-15","2010-03-21","Wii",30074
"2010-03-15","2010-03-21","PS3",42128
"2010-03-15","2010-03-21","XB360",2758
"2010-03-15","2010-03-21","PS2",1949
"2010-03-22","2010-03-28","DS",45294
"2010-03-22","2010-03-28","PSP",44356
"2010-03-22","2010-03-28","Wii",35810
"2010-03-22","2010-03-28","PS3",45116
"2010-03-22","2010-03-28","XB360",5280
"2010-03-22","2010-03-28","PS2",2102
"2010-03-29","2010-04-04","DS",42866
"2010-03-29","2010-04-04","PSP",39025
"2010-03-29","2010-04-04","Wii",28772
"2010-03-29","2010-04-04","PS3",37438
"2010-03-29","2010-04-04","XB360",2170
"2010-03-29","2010-04-04","PS2",1961
"2010-04-05","2010-04-11","DS",37182
"2010-04-05","2010-04-11","PSP",32358
"2010-04-05","2010-04-11","Wii",25394
"2010-04-05","2010-04-11","PS3",29336
"2010-04-05","2010-04-11","XB360",2609
"2010-04-05","2010-04-11","PS2",1747
"2010-04-12","2010-04-18","DS",31821
"2010-04-12","2010-04-18","PSP",29695
"2010-04-12","2010-04-18","Wii",23333
"2010-04-12","2010-04-18","PS3",23042
"2010-04-12","2010-04-18","XB360",2103
"2010-04-12","2010-04-18","PS2",1890
"2010-04-19","2010-04-25","DS",32008
"2010-04-19","2010-04-25","PSP",29722
"2010-04-19","2010-04-25","Wii",24974
"2010-04-19","2010-04-25","PS3",22217
"2010-04-19","2010-04-25","XB360",1762
"2010-04-19","2010-04-25","PS2",1824
"2010-04-26","2010-05-02","DS",44756
"2010-04-26","2010-05-02","PSP",49674
"2010-04-26","2010-05-02","Wii",33352
"2010-04-26","2010-05-02","PS3",24958
"2010-04-26","2010-05-02","XB360",3508
"2010-04-26","2010-05-02","PS2",2183
"2010-05-03","2010-05-09","DS",44756
"2010-05-03","2010-05-09","PSP",49674
"2010-05-03","2010-05-09","Wii",33352
"2010-05-03","2010-05-09","PS3",24958
"2010-05-03","2010-05-09","XB360",3508
"2010-05-03","2010-05-09","PS2",2183
"2010-05-10","2010-05-16","DS",28171
"2010-05-10","2010-05-16","PSP",26018
"2010-05-10","2010-05-16","Wii",17230
"2010-05-10","2010-05-16","PS3",16487
"2010-05-10","2010-05-16","XB360",3743
"2010-05-10","2010-05-16","PS2",1423
"2010-05-17","2010-05-23","DS",24718
"2010-05-17","2010-05-23","PSP",24195
"2010-05-17","2010-05-23","Wii",17870
"2010-05-17","2010-05-23","PS3",16256
"2010-05-17","2010-05-23","XB360",3573
"2010-05-17","2010-05-23","PS2",1484
"2010-05-24","2010-05-30","DS",27801
"2010-05-24","2010-05-30","PSP",27426
"2010-05-24","2010-05-30","Wii",21304
"2010-05-24","2010-05-30","PS3",18018
"2010-05-24","2010-05-30","XB360",2602
"2010-05-24","2010-05-30","PS2",1630
"2010-05-31","2010-06-06","DS",19851
"2010-05-31","2010-06-06","PSP",24292
"2010-05-31","2010-06-06","Wii",17460
"2010-05-31","2010-06-06","PS3",17472
"2010-05-31","2010-06-06","XB360",2059
"2010-05-31","2010-06-06","PS2",1392
"2010-06-07","2010-06-13","DS",20251
"2010-06-07","2010-06-13","PSP",22767
"2010-06-07","2010-06-13","Wii",20346
"2010-06-07","2010-06-13","PS3",16452
"2010-06-07","2010-06-13","XB360",1909
"2010-06-07","2010-06-13","PS2",1283
"2010-06-14","2010-06-20","DS",51656
"2010-06-14","2010-06-20","PSP",22388
"2010-06-14","2010-06-20","Wii",17023
"2010-06-14","2010-06-20","PS3",16196
"2010-06-14","2010-06-20","XB360",1215
"2010-06-14","2010-06-20","PS2",1404
"2010-06-21","2010-06-27","DS",69200
"2010-06-21","2010-06-27","PSP",25668
"2010-06-21","2010-06-27","Wii",18507
"2010-06-21","2010-06-27","PS3",21659
"2010-06-21","2010-06-27","XB360",17490
"2010-06-21","2010-06-27","PS2",1483
"2010-06-28","2010-07-04","DS",53141
"2010-06-28","2010-07-04","PSP",28650
"2010-06-28","2010-07-04","Wii",21832
"2010-06-28","2010-07-04","PS3",25049
"2010-06-28","2010-07-04","XB360",7915
"2010-06-28","2010-07-04","PS2",1639
"2010-07-05","2010-07-11","DS",48631
"2010-07-05","2010-07-11","PSP",27698
"2010-07-05","2010-07-11","Wii",23121
"2010-07-05","2010-07-11","PS3",28538
"2010-07-05","2010-07-11","XB360",6240
"2010-07-05","2010-07-11","PS2",1517
"2010-07-12","2010-07-18","DS",45796
"2010-07-12","2010-07-18","PSP",30994
"2010-07-12","2010-07-18","Wii",21403
"2010-07-12","2010-07-18","PS3",25641
"2010-07-12","2010-07-18","XB360",5897
"2010-07-12","2010-07-18","PS2",1459
"2010-07-19","2010-07-25","DS",44204
"2010-07-19","2010-07-25","PSP",31315
"2010-07-19","2010-07-25","Wii",21500
"2010-07-19","2010-07-25","PS3",21356
"2010-07-19","2010-07-25","XB360",5575
"2010-07-19","2010-07-25","PS2",1516
"2010-07-26","2010-08-01","DS",43482
"2010-07-26","2010-08-01","PSP",46632
"2010-07-26","2010-08-01","Wii",19694
"2010-07-26","2010-08-01","PS3",41643
"2010-07-26","2010-08-01","XB360",8103
"2010-07-26","2010-08-01","PS2",1411
"2010-08-02","2010-08-08","DS",28920
"2010-08-02","2010-08-08","PSP",17779
"2010-08-02","2010-08-08","Wii",12856
"2010-08-02","2010-08-08","PS3",15094
"2010-08-02","2010-08-08","XB360",2240
"2010-08-02","2010-08-08","PS2",1031
"2010-08-09","2010-08-15","DS",28920
"2010-08-09","2010-08-15","PSP",17779
"2010-08-09","2010-08-15","Wii",12856
"2010-08-09","2010-08-15","PS3",15094
"2010-08-09","2010-08-15","XB360",2240
"2010-08-09","2010-08-15","PS2",1031
"2010-08-16","2010-08-22","DS",44591
"2010-08-16","2010-08-22","PSP",27543
"2010-08-16","2010-08-22","Wii",18929
"2010-08-16","2010-08-22","PS3",25534
"2010-08-16","2010-08-22","XB360",3847
"2010-08-16","2010-08-22","PS2",1497
"2010-08-23","2010-08-29","DS",37614
"2010-08-23","2010-08-29","PSP",56591
"2010-08-23","2010-08-29","Wii",17268
"2010-08-23","2010-08-29","PS3",22009
"2010-08-23","2010-08-29","XB360",2457
"2010-08-23","2010-08-29","PS2",1567
"2010-08-30","2010-09-05","DS",35500
"2010-08-30","2010-09-05","PSP",35793
"2010-08-30","2010-09-05","Wii",16846
"2010-08-30","2010-09-05","PS3",19848
"2010-08-30","2010-09-05","XB360",1789
"2010-08-30","2010-09-05","PS2",1624
"2010-09-06","2010-09-12","DS",36659
"2010-09-06","2010-09-12","PSP",29711
"2010-09-06","2010-09-12","Wii",15330
"2010-09-06","2010-09-12","PS3",16677
"2010-09-06","2010-09-12","XB360",2185
"2010-09-06","2010-09-12","PS2",1241
"2010-09-13","2010-09-19","DS",81297
"2010-09-13","2010-09-19","PSP",31054
"2010-09-13","2010-09-19","Wii",15912
"2010-09-13","2010-09-19","PS3",17549
"2010-09-13","2010-09-19","XB360",4668
"2010-09-13","2010-09-19","PS2",1324
"2010-09-20","2010-09-26","DS",84180
"2010-09-20","2010-09-26","PSP",38056
"2010-09-20","2010-09-26","Wii",15052
"2010-09-20","2010-09-26","PS3",18173
"2010-09-20","2010-09-26","XB360",2722
"2010-09-20","2010-09-26","PS2",1582
"2010-09-27","2010-10-03","DS",57395
"2010-09-27","2010-10-03","PSP",37314
"2010-09-27","2010-10-03","Wii",13082
"2010-09-27","2010-10-03","PS3",17818
"2010-09-27","2010-10-03","XB360",2636
"2010-09-27","2010-10-03","PS2",1253
"2010-10-04","2010-10-10","DS",50917
"2010-10-04","2010-10-10","PSP",34434
"2010-10-04","2010-10-10","Wii",13057
"2010-10-04","2010-10-10","PS3",19617
"2010-10-04","2010-10-10","XB360",2401
"2010-10-04","2010-10-10","PS2",1433
"2010-10-11","2010-10-17","DS",44925
"2010-10-11","2010-10-17","PSP",37553
"2010-10-11","2010-10-17","Wii",12909
"2010-10-11","2010-10-17","PS3",21001
"2010-10-11","2010-10-17","XB360",2282
"2010-10-11","2010-10-17","PS2",1590
"2010-10-18","2010-10-24","DS",31859
"2010-10-18","2010-10-24","PSP",28057
"2010-10-18","2010-10-24","Wii",11218
"2010-10-18","2010-10-24","PS3",19240
"2010-10-18","2010-10-24","XB360",2047
"2010-10-18","2010-10-24","PS2",1248
"2010-10-25","2010-10-31","DS",43965
"2010-10-25","2010-10-31","PSP",35937
"2010-10-25","2010-10-31","Wii",10824
"2010-10-25","2010-10-31","PS3",23703
"2010-10-25","2010-10-31","XB360",3187
"2010-10-25","2010-10-31","PS2",1445
"2010-11-01","2010-11-07","DS",33514
