"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"812","PS2 26761|GC 4407|Xbox 325|GBA 2536|GBASP 32474","『実戦パチスロ必勝法！北斗の拳』|PS2、サミー、2004/5/27、3990円、68911本（513604）|（2004/6/7〜6/13）","『スマッシュコート2　プロトーナメント』|PS2、ナムコ、32点(8/8/8/8)","●―"
"813","PS2 25081|GC 4183|Xbox 328|GBA 2310|GBASP 25235","『実戦パチスロ必勝法！北斗の拳』|PS2、サミー、2004/5/27、3990円、42552本（556156）|（2004/6/14〜6/20）","『牧場物語ワンダフルライフforガール』|GC、マーベラスインタラクティブ、31点(8/7/8/8)","●―"
"814","PS2 32585|GC 5018|Xbox 274|GBA 2529|GBASP 26413","『J.LEAGUEプロサッカークラブをつくろう！'04』|PS2、セガ、2004/6/24、7140円、194275本（初）|（2004/6/21〜6/27）","『実況パワフルプロ野球11』|PS2、コナミ、35点(9/9/8/9)|『実況パワフルプロ野球11』|GC、コナミ、35点(9/9/8/9)|『ファイナルファンタジーI・IIアドバンス』|GBA、スクウェア・エニックス、35点(9/9/9/8)","●―"
"815","PS2 33199|GC 5689|Xbox 298|GBA 1947|GBASP 24748","『J.LEAGUEプロサッカークラブをつくろう！'04』|PS2、セガ、2004/6/24、7140円、48956本（243231）|（2004/6/28〜7/4）","『ペーパーマリオRPG』|GC、任天堂、33点(9/8/8/8)","●―"
"816","PS2 30693|GC 5790|Xbox 394|GBA 1623|GBASP 25027","『J.LEAGUEプロサッカークラブをつくろう！'04』|PS2、セガ、2004/6/24、7140円、24854本（268085）|（2004/7/5〜7/11）","『パワプロクンポケット1・2（わんつぅ〜）』|GBA、コナミ、33点(8/9/8/8)","●―"
"817","PS2 41107|GC 5229|Xbox 373|GBA 1938|GBASP 26691","『実況パワフルプロ野球11』|PS2、コナミ、2004/7/15、7329円、193114本（初）|（2004/7/12〜7/18）","『ワールドサッカーウイニングイレブン8』|PS2、コナミ、34点(9/8/8/9)","●―"
"819|※","PS2 42087|GC 9054|Xbox 324|GBA 2481|GBASP 34674","『ペーパーマリオRPG』|GC、任天堂、2004/7/22、5800円、137750本（初）|（2004/7/19〜7/25）","『サモンナイト　クラフトソード物語2』|GBA、バンプレスト、34点(8/10/8/8)","●―"
"820","PS2 37071|GC 7651|Xbox 290|GBA 2389|GBASP 35818","『ファイナルファンタジーI・IIアドバンス』|GBA、スクウェア・エニックス、2004/7/29、6090円、136634本（初）|（2004/7/26〜8/1）","『太閤立志伝IV』|PS2、コナミ、31点(8/8/7/8)","●―"
"821","PS2 79496|GC 17638|Xbox 707|GBA 6611|GBASP 100042|（2週分）","『ワールドサッカーウイニングイレブン8』|PS2、コナミ、2004/8/5、7329円、798482本（初）|（2004/8/2〜8/15）","『プリンス・オブ・ペルシャ〜時間の砂〜』|PS2、SCE、35点(9/9/9/8)","●―"
"822","PS2 31877|GC 7946|Xbox 351|GBA 3291|GBASP 37724","『幻想水滸伝IV』|PS2、コナミ、2004/8/19、7329円、179893本（初）|（2004/8/16〜8/22）","『バイオハザード　アウトブレイクFILE2』|PS2、カプコン、32点(8/8/8/8)","●―"
"823","PS2 33678|GC 8095|Xbox 285|GBA 2249|GBASP 38836","『幻想水滸伝IV』|PS2、コナミ、2004/8/19、7329円、45519本（225412）|（2004/8/23〜8/29）","『戦国無双　猛将伝』|PS2、コーエー、34点(9/8/8/9)|『ポケットモンスターエメラルド』|GBA、ポケモン、34点(9/8/8/9)","●―"
"824","PS2 28216|GC 6970|Xbox 233|GBA 2116|GBASP 28415","『ワールドサッカーウイニングイレブン8』|PS2、コナミ、2004/8/5、7329円、26730本（941878）|（2004/8/30〜9/5）","『ファントムダスト』|Xbox、マイクロソフト、34点(9/8/7/10)","●―"
"825","PS2 29817|GC 5966|Xbox 259|GBA 1764|GBASP 25781","『バイオハザード　アウトブレイクFILE2』|PS2、カプコン、2004/9/9、7140円、89131本（初）|（2004/9/6〜9/12）","『NARUTO-ナルト-ナルティメットヒーロー2』|PS2、バンダイ、34点(9/8/9/8)","●―"
"826","PS2 28617|GC 5585|Xbox 184|GBA 955|GBASP 63500","『ポケットモンスターエメラルド』|GBA、ポケモン、2004/9/16、4800円、643987本（初）|（2004/9/13〜9/19）","『ファイアーエムブレム　聖魔の光石』|GBA、任天堂、35点(9/9/9/8)","●―"
"827","PS2 27574|GC 6229|Xbox 266|GBA 942|GBASP 49541","『テイルズオブシンフォニア』|PS2、ナムコ、2004/9/22、7140円、269073本（初）|（2004/9/20〜9/26）","『まわるメイドインワリオ』|GBA、任天堂、36点(9/9/9/9)","●―"
"828","PS2 22180|GC 4764|Xbox 231|GBA 933|GBASP 33098","『NARUTO-ナルト-ナルティメットヒーロー2』|PS2、バンダイ、2004/9/30、7140円、224358本（初）|（2004/9/27〜10/3）","『エースコンバット5　ジ・アンサング・ウォー』|PS2、ナムコ、34点(9/8/8/9)","●―"
"829","PS2 24804|GC 5203|Xbox 304|GBA 1387|GBASP 34122","『ファイアーエムブレム　聖魔の光石』|GBA、任天堂、2004/10/7、4800円、146026本（初）|（2004/10/4〜10/10）","『マリオテニスGC』|GC、任天堂、34点(9/9/8/8)","●―"
"830","PS2 25640|GC 4950|Xbox 174|GBA 1184|GBASP 37311","『まわるメイドインワリオ』|GBA、任天堂、2004/10/14、4800円、108106本（初）|（2004/10/11〜10/17）","『ゼルダの伝説　ふしぎのぼうし』|GBA、任天堂、36点(10/8/9/9)","●―"
"831","PS2 20272|GC 4331|Xbox 330|GBA 790|GBASP 29110","『エースコンバット5　ジ・アンサング・ウォー』|PS2、ナムコ、2004/10/21、7140円、172866本（初）|（2004/10/18〜10/24）","『キングダムハーツ　チェインオブメモリーズ』|GBA、スクウェア・エニックス、36点(10/9/9/8)","●―"
"832","PS2 16946|GC 5602|Xbox 289|GBA 919|GBASP 30474","『マリオテニスGC』|GC、任天堂、2004/10/28、5800円、139826本（初）|（2004/10/25〜10/31）","『ブリンクス2　バトル・オブ・タイム＆スペース』|Xbox、マイクロソフト、33点(8/9/8/8)","●832（ファミ通）号記念付録はDVDとファミ通特製ステッカー"
"833","PS2 124757|GC 5834|Xbox 5060|GBA 959|GBASP 28919","『ゼルダの伝説　ふしぎのぼうし』|GBA、任天堂、2004/11/4、4800円、92882本（初）|（2004/11/1〜11/7）","『ゲームボーイウォーズアドバンス1+2』|GBA、任天堂、33点(8/9/8/8)","●新型（薄型）PS2発売"
"834","PS2 58738|GC 4749|Xbox 780|GBA 704|GBASP 42357","『キングダムハーツチェインオブメモリーズ』|GBA、スクウェア・エニックス、2004/11/11、6279円、173828本（初）|（2004/11/8〜11/14）","『さわるメイドインワリオ』|DS、任天堂、36点(9/9/8/10)","●―"
"835","PS2 62014|GC 5018|Xbox 1448|GBA 792|GBASP 23490","『桃太郎電鉄USA』|PS2、ハドソン、2004/11/18、7140円、122329本（初）|（2004/11/15〜11/21）","『ドラゴンクエストVIII空と海と大地と呪われし姫君』|PS2、スクウェア・エニックス、39点(10/9/10/10)","●―"
"836","PS2 120074|GC 6039|Xbox 923|GBA 818|GBASP 40697","『ドラゴンクエストVIII空と海と大地と呪われし姫君』|PS2、スクウェア・エニックス、2004/11/27、9240円、2236881本（初）|（2004/11/22〜11/28）","『メタルギアソリッド3スネークイーター』|PS2、コナミ、37点(10/9/9/9)","●―"
"838|※","PS2 92609|GC 8147|Xbox 652|GBA 677|GBASP 34470|DS 441485","『ドラゴンクエストVIII空と海と大地と呪われし姫君』|PS2、スクウェア・エニックス、2004/11/27、9240円、559524本（2796405）|（2004/11/29〜12/5）","『決戦III』|PS2、コーエー、37点(10/9/9/9)","●ニンテンドーDS発売"
"839","PS2 104078|GC 12197|Xbox 825|GBA 1177|GBASP 52004|PSP 166074|DS 181231","『ドラゴンクエストVIII空と海と大地と呪われし姫君』|PS2、スクウェア・エニックス、2004/11/27、9240円、200033本（2996438）|（2004/12/6〜12/12）","『メタルギアアシッド』|PSP、コナミ、34点(9/8/8/9)","●PSP発売"
"840","PS2 124642|GC 54588|Xbox 1091|GBA 2167|GBASP 88225|PSP 81355|DS 220295","『メタルギアソリッド3スネークイーター』|PS2、コナミ、2004/12/16、7329円、487156本（初）|（2004/12/13〜12/19）","『グランツーリスモ4』|PS2、SCE、39点(10/9/10/10)","●―"
"841","PS2 341810|GC 86298|Xbox 1756|GBA 5130|GBASP 191824|PSP 203709|DS 426834|（2週分）","『グランツーリスモ4』|PS2、SCE、2004/12/28、7665円、663543本（初）|（2004/12/20〜2005/1/2）","『モンスターハンターG』|PS2、カプコン、34点(9/8/9/8)","●―"
"842","PS2 120505|GC 26773|Xbox 838|GBA 1209|GBASP 63732|PSP 55358|DS 132117","『グランツーリスモ4』|PS2、SCE、2004/12/28、7665円、160573本（824116）|（2005/1/3〜1/9）","『バイオハザード4』|GC、カプコン、38点(9/10/9/10)","●PS2『ラジアータストーリーズ』のクロレビは36点（10/9/8/9）"
"843","PS2 74306|GC 7117|Xbox 454|GBA 714|GBASP 27311|PSP 57383|DS 58988","『マリオパーティアドバンス』|GBA、任天堂、2005/1/13、4800円、73115本（初）|（2005/1/10〜1/16）","『スーパーロボット大戦オリジナルジェネレーション2』|GBA、バンプレスト、33点(8/8/9/8)","●―"
"844","PS2 52230|GC 4124|Xbox 405|GBA 630|GBASP 19302|PSP 66601|DS 47291","『モンスターハンターG』|PS2、カプコン、2005/1/20、4990円、128051本（初）|（2005/1/17〜1/23）","『ドラゴンボールZ3』|PS2、バンダイ、31点(8/7/8/8)|『ポポロクロイス物語〜ピエトロ王子の冒険〜』|PSP、SCE、31点(8/7/8/8)","●―"
"845","PS2 53829|GC 9725|Xbox 507|GBA 457|GBASP 22862|PSP 71200|DS 42255","『ラジアータストーリーズ』|PS2、スクウェア・エニックス、2005/1/27、8190円、190473本（初）|（2005/1/24〜1/30）","『デビルメイクライ3』|PS2、カプコン、34点(9/9/8/8)","●―"
"846","PS2 49612|GC 5209|Xbox 308|GBA 582|GBASP 20774|PSP 51883|DS 35451","『スーパーロボット大戦オリジナルジェネレーション2』|GBA、バンプレスト、2005/2/3、6090円、116934本（初）|（2005/1/31〜2/6）","『真・三國無双4』|PS2、コーエー、36点(9/9/9/9)","●―"
"847","PS2 49028|GC 3434|Xbox 329|GBA 637|GBASP 20414|PSP 52644|DS 30791","『ドラゴンボールZ3』|PS2、バンダイ、2005/2/10、7140円、413628本（初）|（2005/2/7〜2/13）","『テイルズオブエターニア』|PSP、ナムコ、33点(8/8/9/8)","●―"
"848","PS2 44330|GC 3642|Xbox 298|GBA 454|GBASP 16553|PSP 42077|DS 25557","『デビルメイクライ3』|PS2、カプコン、2005/2/17、6980円、183208本（初）|（2005/2/14〜2/20）","『メテオス』|DS、バンダイ、38点(9/9/10/10)","●―"
"849","PS2 49965|GC 3973|Xbox 286|GBA 792|GBASP 18538|PSP 48883|DS 30177","『真・三國無双4』|PS2、コーエー、2005/2/24、7140円、560733本（初）|（2005/2/21〜2/27）","『フェイブル』|Xbox、マイクロソフト、35点(9/9/8/9)","●―"
"850","PS2 43073|GC 4119|Xbox 258|GBA 549|GBASP 14162|PSP 55014|DS 28280","『真・三國無双4』|PS2、コーエー、2005/2/24、7140円、128160本（688893）|（2005/2/28〜3/6）","『ワールドサッカーウイニングイレブン8ライヴウエアエヴォリューション』|PS2、コナミ、37点(10/8/9/10)","●―"
"851","PS2 36284|GC 3810|Xbox 229|GBA 698|GBASP 12934|PSP 50646|DS 25275","『真・三國無双4』|PS2、コーエー、2005/2/24、7140円、71377本（760270）|（2005/3/7〜3/13）","『鉄拳5』|PS2、ナムコ、36点(9/9/9/9)","●―"
"852","PS2 37258|GC 3297|Xbox 391|GBA 498|GBASP 12224|PSP 45386|DS 22772","『ファントム・キングダム』|PS2、日本一ソフトウェア、2005/3/17、7140円、83588本（初）|（2005/3/14〜3/20）","『プロ野球スピリッツ2』|PS2、コナミ、34点(9/9/8/8)","●―"
"853","PS2 51611|GC 4673|Xbox 435|GBA 1241|GBASP 19877|PSP 51556|DS 60507","『ワールドサッカーウイニングイレブン8ライヴウエアエヴォリューション』|PS2、コナミ、2005/3/24、7329円、264977本（初）|（2005/3/21〜3/27）","『リモートコントロールダンディSF』|PS2、コナミ、32点(8/8/8/8)","●―"
"854","PS2 45204|GC 4046|Xbox 355|GBA 653|GBASP 17471|PSP 43617|DS 43806","『鉄拳5』|PS2、ナムコ、2005/3/31、7140円、216566本（初）|（2005/3/28〜4/3）","『ファイアーエムブレム蒼炎の軌跡』|GC、任天堂、34点(9/9/8/8)","●―"
"855","PS2 38041|GC 3143|Xbox 357|GBA 424|GBASP 12418|PSP 36637|DS 26752","『機動戦士ガンダム一年戦争』|PS2、ナムコ、2005/4/7、7140円、152261本（初）|（2005/4/4〜4/10）","『ホームランド』|GC、チュンソフト、34点(9/9/8/8)|『ザ・タワーSP』|GBA、任天堂、34点(9/9/8/8)","●―"
"857|※","PS2 34686|GC 3255|Xbox 319|GBA 342|GBASP 11842|PSP 30310|DS 22678","『天外魔境III　NAMIDA』|PS2、ハドソン、2005/4/14、7800円、78279本（初）|（2005/4/11〜4/17）","『nintendogs　柴＆フレンズ/ダックス＆フレンズ/チワワ＆フレンズ』|DS、任天堂、40点(10/10/10/10)","●―"
"858","PS2 27906|GC 7265|Xbox 293|GBA 279|GBASP 8853|PSP 31154|DS 72767","『ロマンシングサガ-ミンストレルソング-』|PS2、スクウェア・エニックス、2005/4/21、7140円、221017本（初）|（2005/4/18〜4/24）","『ぶらぶらドンキー』|GBA、任天堂、30点(8/8/7/7)","●―"
"859","PS2 85694|GC 11236|Xbox 664|GBA 1090|GBASP 29840|PSP 77049|DS 123739","『nintendogs　柴＆フレンズ/ダックス＆フレンズ/チワワ＆フレンズ』|DS、任天堂、2005/4/21、各4800円、155393本（291067）|（2005/4/25〜5/8）","『イリスのアトリエ　エターナルマナ2』|PS2、ガスト、33点(8/8/9/8)|『半熟英雄4』|PS2、スクウェア・エニックス、33点(9/8/8/8)|『メトロイドプライム2ダークエコーズ』|GC、任天堂、33点(9/7/9/8)","●『ベルウィックサーガ』のクロレビは30点（8/7/7/8）"
"860","PS2 30824|GC 3008|Xbox 294|GBA 541|GBASP 8390|PSP 25114|DS 25301","『nintendogs　柴＆フレンズ/ダックス＆フレンズ/チワワ＆フレンズ』|DS、任天堂、2005/4/21、各4800円、37194本（328261）|（2005/5/9〜5/15）","『フロントミッションオンライン』|PS2、スクウェア・エニックス、34点(9/9/8/8)","●―"
"861","PS2 27295|GC 2863|Xbox 248|GBA 375|GBASP 8367|PSP 25388|DS 28379","『幽☆遊☆白書FOREVER』|PS2、バンプレスト、2005/5/19、7140円、76756本（初）|（2005/5/16〜5/22）","『キラー7』|PS2、カプコン、36点(9/9/8/10)|『キラー7』|GC、カプコン、36点(9/9/8/10)","●ロングヒットとなるDS『脳トレ』の初週は44166本、初登場2位"
"862","PS2 34527|GC 3044|Xbox 204|GBA 507|GBASP 11440|PSP 21232|DS 43845","『ティアリングサーガシリーズ　ベルウィックサーガ』|PS2、エンターブレイン、2005/5/26、7140円、107794本（初）|（2005/5/23〜5/29）","『怪盗スライ・クーパー2』|PS2、SCE、31点(8/8/7/8)|『超執刀カドゥケウス』|DS、アトラス、31点(8/7/8/8)","●―"
"863","PS2 26583|GC 2475|Xbox 171|GBA 512|GBASP 8556|PSP 22232|DS 35019","『ティアリングサーガシリーズ　ベルウィックサーガ』|PS2、エンターブレイン、2005/5/26、7140円、31960本（139754）|（2005/5/30〜6/5）","『ちびロボ！』|GC、任天堂、35点(8/9/10/8)","●―"
"864","PS2 25001|GC 2534|Xbox 170|GBA 302|GBASP 10564|PSP 22154|DS 31915","『メタルサーガ〜砂塵の鎖〜』|PS2、サクセス、2005/6/9、7329円、62989本（初）|（2005/6/6〜6/12）","『GENJI』|PS2、SCE、32点(8/8/8/8)|『ポンコツ浪漫大活劇バンピートロット』|PS2、アイレムソフトウェアエンジニアリング、32点(9/8/7/8)","●―"
"865","PS2 26251|GC 2277|Xbox 219|GBA 282|GBASP 7904|PSP 20988|DS 32206","『ドラッグオンドラグーン2-封印の紅、背徳の黒-』|PS2、スクウェア・エニックス、2005/6/16、7140円、138052本（初）|（2005/6/13〜6/19）","『サクラ大戦V〜さらば愛しき人よ〜』|PS2、セガ、37点(10/8/10/9)","●―"
"866","PS2 26359|GC 2284|Xbox 201|GBA 345|GBASP 13700|PSP 21897|DS 36485","『甲虫王者ムシキング〜グレイテストチャンピオンへの道〜』|GBA、セガ、2005/6/23、5040円、222199本（初）|（2005/6/20〜6/26）","『サルゲッチュ3』|PS2、SCE、36点(9/9/8/10)","●―"
"867","PS2 28334|GC 2444|Xbox 237|GBA 467|GBASP 12951|PSP 23059|DS 38142","『GENJI』|PS2、SCE、2005/6/30、7140円、73250本（初）|（2005/6/27〜7/3）","『戦国BASARA』|PS2、カプコン、31点(8/8/7/8)|『鋼の錬金術師3　神を継ぐ少女』|PS2、スクウェア・エニックス、31点(8/7/8/8)|『ロックマンエグゼ5DS　ツインリーダーズ』|DS、カプコン、31点(8/7/8/8)","●―"
"868","PS2 29421|GC 2267|Xbox 204|GBA 382|GBASP 11519|PSP 20330|DS 42581","『サクラ大戦V〜さらば愛しき人よ〜』|PS2、セガ、2005/7/7、8190円、96282本（初）|（2005/7/4〜7/10）","『新・ボクらの太陽〜逆襲のサバタ〜』|GBA、コナミ、37点(9/9/10/9)","●―"
"869","PS2 30566|GC 2915|Xbox 162|GBA 476|GBASP 11777|PSP 21554|DS 39672","『実況パワフルプロ野球12』|PS2、コナミ、2005/7/14、7329円、248745本（初）|（2005/7/11〜7/17）","『ワールドサッカーウイニングイレブン9』|PS2、コナミ、35点(9/9/9/8)|『グランディアIII』|PS2、スクウェア・エニックス、35点(8/9/9/9)","●―"
"870","PS2 29965|GC 3246|Xbox 213|GBA 642|GBASP 14483|PSP 20109|DS 45012","『戦国BASARA』|PS2、カプコン、2005/7/21、7140円、85575本（初）|（2005/7/18〜7/24）","『メダルオブオナー　ヨーロッパ強襲』|PS2、エレクトロニック・アーツ、33点(9/8/8/8)|『メダルオブオナー　ヨーロッパ強襲』|GC、エレクトロニック・アーツ、33点(9/8/8/8)","●「ゲーム帝国（新ゲーム帝国）」最終回"
"872|※","PS2 33598|GC 3359|Xbox 243|GBA 513|GBASP 15555|PSP 21614|DS 44272","『第3次スーパーロボット大戦α〜終焉の銀河へ〜』|PS2、バンプレスト、2005/7/28、8379円、463507本（初）|（2005/7/25〜7/31）","『悪魔城ドラキュラ-蒼月の十字架-』|DS、コナミ、33点(9/8/8/8)","●―"
"873","PS2 34486|GC 3920|Xbox 185|GBA 765|GBASP 17306|PSP 21014|DS 52523","『ワールドサッカーウイニングイレブン9』|PS2、コナミ、2005/8/4、7329円、552386本（初）|（2005/8/1〜8/7）","『ファイナルラウンド2』|PS2、エレクトロニック・アーツ、32点(8/8/8/8)|『ファイナルラウンド2』|GC、エレクトロニック・アーツ、32点(8/8/8/8)","●―"
"874","PS2 73129|GC 9753|Xbox 384|GBA 1570|GBASP 31929|PSP 48337|DS 175530|（2週分）","『ジャンプスーパースターズ』|DS、任天堂、2005/8/8、4800円、261692本（初）|（2005/8/8〜8/21）","『ディグダグ　ディギングストライク』|DS、ナムコ、31点(8/7/8/8)","●―"
"875","PS2 30263|GC 2761|Xbox 145|GBA 672|GBASP 11281|PSP 22988|DS 65035","『テイルズオブレジェンディア』|PS2、ナムコ、2005/8/25、7140円、242003本（初）|（2005/8/22〜8/28）","『ワールドサッカーウイニングイレブン9ユビキタスエヴォリューション』|PSP、コナミ、36点(9/9/9/9)","●―"
"876","PS2 26464|GC 2344|Xbox 151|GBA 386|GBASP 9734|PSP 23668|DS 55034","『テイルズオブレジェンディア』|PS2、ナムコ、2005/8/25、7140円、50926本（292929）|（2005/8/29〜9/4）","『スクリューブレイカー轟振どりるれろ』|GBA、任天堂、33点(8/9/8/8)","●―"
"877","PS2 28819|GC 2201|Xbox 137|GBA 537|GBASP 9699|PSP 23950|DS 62641","『東北大学未来科学技術共同研究センター川島隆太教授監修　脳を鍛える大人のDSトレーニング』|DS、任天堂、2005/5/19、2800円、35094本（524666）|（2005/9/5〜9/11）","『アーバンレイン』|PS2、ナムコ、33点(9/8/8/8)","●―"
"878","PS2 23174|GC 2076|Xbox 128|GBA 526|GBASP 14580|GBM 148117|DS 62772|PSP 55828","『真・三國無双4猛将伝』|PS2、コーエー、2005/9/15、4494円、196356本（初）|（2005/9/12〜9/18）","『ガンスタースーパーヒーローズ』|GBA、セガ、34点(9/8/9/8)","●ゲームボーイミクロ発売"
"879","PS2 28028|GC 2779|Xbox 160|GBA 472|GBASP 14498|GBM 52048|PSP 41827|DS 64655","『真・三國無双4猛将伝』|PS2、コーエー、2005/9/15、4494円、66531本（262887）|（2005/9/19〜9/25）","『プリンス・オブ・ペルシャ　ケンシノココロ』|PS2、ユービーアイソフト、34点(9/8/8/9)|『プリンス・オブ・ペルシャ　ケンシノココロ』|Xbox、ユービーアイソフト、34点(9/8/8/9)","●―"
"880","PS2 23893|GC 1546|Xbox 117|GBA 320|GBASP 10783|GBM 28721|PSP 39039|DS 41412","『ファミコンミニ　スーパーマリオブラザーズ』|GBA、任天堂、2004/2/14（2005/9/13再販）、2100円、42502本（842790）|（2005/9/26〜10/2）","『バーンアウトリベンジ』|PS2、エレクトロニック・アーツ、36点(9/9/9/9)","●―"
"881","PS2 23595|GC 1988|Xbox 172|GBA 365|GBASP 9262|GBM 24342|PSP 29948|DS 46609","『ドラゴンボールZスパーキング！』|PS2、バンダイ、2005/10/6、7140円、327908本（初）|（2005/10/3〜10/9）","『ワンダと巨像』|PS2、SCE、37点(10/9/8/10)","●―"
"882","PS2 23796|GC 2173|Xbox 109|GBA 518|GBASP 10310|GBM 20606|PSP 27272|DS 48724","『ドラゴンボールZスパーキング！』|PS2、バンダイ、2005/10/6、7140円、88862本（416770）|（2005/10/10〜10/16）","『ビューティフルジョースクラッチ！』|DS、カプコン、32点(9/7/7/9)","●―"
"883","PS2 21382|GC 2130|Xbox 148|GBA 356|GBASP 7132|GBM 15095|PSP 28103|DS 48348","『必勝パチンコ攻略シリーズVol.1 CR新世紀エヴァンゲリオン』|PS2、D3パブリッシャー、2005/10/20、5040円、52886本（初）|（2005/10/17〜10/23）","『サイオプス　サイキック・オペレーション』|PS2、カプコン、34点(9/9/8/8)|『忍道　戒』|PS2、スパイク、34点(8/9/8/9)","●―"
"884","PS2 21454|GC 4424|Xbox 165|GBA 255|GBASP 6762|GBM 12561|PSP 28867|DS 46246","『ワンダと巨像』|PS2、SCE、2005/10/27、7140円、129492本（初）|（2005/10/24〜10/30）","『ゴッド・オブ・ウォー』|PS2、カプコン、35点(9/9/9/8)|『ポケモン不思議のダンジョン　赤の救助隊』|GBA、ポケモン、35点(9/9/8/9)|『ポケモン不思議のダンジョン　青の救助隊』|DS、ポケモン、35点(9/9/8/9)","●―"
"885","PS2 23599|GC 4866|Xbox 126|GBA 218|GBASP 6544|GBM 11833|PSP 28931|DS 53948","『大都技研公式パチスロシミュレーター　押忍！番長』|PS2、大都技研、2005/11/2、4410円、94480本（初）|（2005/10/31〜11/6）","『おいでよどうぶつの森』|DS、任天堂、37点(9/9/10/9)","●―"
"886","PS2 21498|GC 5587|Xbox 112|GBA 197|GBASP 6373|GBM 10331|PSP 29007|DS 56098","『マリオパーティ7』|GC、任天堂、2005/11/10、5800円、81626本（初）|（2005/11/7〜11/13）","『バイオハザード4』|PS2、カプコン、38点(10/9/9/10)","●―"
"887","PS2 21246|GC 4579|Xbox 171|GBA 203|GBASP 5528|GBM 8005|PSP 55136|DS 67232","『機動戦士ガンダムSEED　連合VS.Z.A.F.T.』|PS2、バンダイ、2005/11/17、7140円、330389本（初）|（2005/11/14〜11/20）","『龍が如く』|PS2、セガ、37点(10/10/9/8)","●PS2『ローグギャラクシー』のクロレビは36点（10/9/9/8）"
"888","PS2 39359|GC 6610|Xbox 124|GBA 436|GBASP 6787|GBM 7412|PSP 53771|DS 162398","『おいでよどうぶつの森』|DS、任天堂、2005/11/23、4800円、335425本（初）|（2005/11/21〜11/27）","『テイルズオブジアビス』|PS2、ナムコ、36点(9/9/9/9)","●―"
"889","PS2 35542|GC 9074|Xbox 106|GBA 414|GBASP 9665|GBM 7803|PSP 78635|DS 155494","『バイオハザード4』|PS2、カプコン、2005/12/1、7140円、234917本（初）|（2005/11/28〜12/4）","『メタルギアソリッド3サブシスタンス』|PS2、コナミ、39点(10/10/9/10)","●―"
