"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"1022","DSL 36732|PSP 54772|Wii 43825|PS3 24834|PS2 6851|XB360 1936","『スーパーロボット大戦Ａポータブル』|PSP、バンダイナムコゲームス、2008/6/19、6615円、93757本（初）|（2008/6/16〜2008/6/22）","『ゴッド・オブ・ウォー　落日の悲愴曲』|PSP、カプコン、36点(9/9/9/9)","●―"
"1023","DSL 51041|PSP 55882|Wii 60114|PS3 18677|PS2 8106|XB360 3160","『テイルズオブシンフォニア-ラタトスクの騎士-』|Wii、バンダイナムコゲームス、2008/6/26、7140円、151138本（初）|（2008/6/23〜2008/6/29）","『ガンダムバトルユニバース』|PSP、バンダイナムコゲームス、33点(8/8/8/9)|『ゲームブロックス』|Wii、エレクトロニック・アーツ、33点(9/8/8/8)","●―"
"1024","DSL 49266|PSP 52258|Wii 45867|PS3 16954|PS2 11256|XB360 3155","『大合奏！バンドブラザーズDX』|DS、任天堂、2008/6/26、4800円、45707本（167890）|（2008/6/30〜2008/7/6）","『ドラゴンクエストV　天空の花嫁』|DS、スクウェア・エニックス、36点(9/9/9/9)|『SIREN：New Translation』|PS3、SCE、36点(9/9/9/9)","●―"
"1025","DSL 46674|PSP 57237|Wii 41364|PS3 14008|PS2 11272|XB360 2779","『ペルソナ4』|PS2、アトラス、2008/7/10、7329円、211967本（初）|（2008/7/7〜2008/7/13）","『ソウルキャリバーIV』|PS3、バンダイナムコゲームス、35点(9/9/9/8)|『ソウルキャリバーIV』|XB360、バンダイナムコゲームス、35点(9/9/9/8)","●―"
"1026","DSL 61089|PSP 76041|Wii 42497|PS3 11967|PS2 10278|XB360 3655","『ドラゴンクエストV　天空の花嫁』|DS、スクウェア・エニックス、2008/7/17、5490円、679442本（初）|（2008/7/14〜2008/7/20）","『テイルズオブヴェスペリア』|XB360、バンダイナムコゲームス、35点(9/9/9/8)","●―"
"1028|※","DSL 60610|PSP 71229|Wii 42123|PS3 11894|PS2 9707|XB360 4850","『ドラゴンクエストV　天空の花嫁』|DS、スクウェア・エニックス、2008/7/17、5490円、185061本（864503）|（2008/7/21〜2008/7/27）","『イナズマイレブン』|DS、レベルファイブ、36点(9/8/10/9)","●―"
"1029","DSL 63307|PSP 69848|Wii 40909|PS3 10925|PS2 8626|XB360 6368","『ファンタシースターポータブル』|PSP、セガ、2008/7/31、5040円、329455本（初）|（2008/7/28〜2008/8/3）","『キャプテン★レインボー』|Wii、任天堂、31点(8/7/8/8)","●―"
"1030","DSL 154967|PSP 132740|Wii 85979|PS3 22704|PS2 19545|XB360 31485","『リズム天国ゴールド』|DS、任天堂、2008/7/31、3800円、273883本（501601）|（2008/8/4〜2008/8/17）","『ブルードラゴンプラス』|DS、AQインタラクティブ、30点(8/7/7/8)","●―"
"1031","DSL 56570|PSP 46419|Wii 29379|PS3 8289|PS2 7830|XB360 3805","『Jリーグウイニングイレブン2008クラブチャンピオンシップ』|PS2、KONAMI、2008/8/21、6980円、80730本（初）|（2008/8/18〜2008/8/24）","『ポケットモンスタープラチナ』|DS、ポケモン、36点(9/9/9/9)","●―"
"1032","DSL 58404|PSP 42937|Wii 24345|PS3 10801|PS2 9080|XB360 3056","『リズム天国ゴールド』|DS、任天堂、2008/7/31、3800円、68350本（625438）|（2008/8/25〜2008/8/31）","『アンリアルトーナメント3』|XB360、エレクトロニック・アーツ、32点(8/8/8/8)","●―"
"1033","DSL 49249|PSP 32552|Wii 29265|PS3 8490|PS2 7778|XB360 843","『リズム天国ゴールド』|DS、任天堂、2008/7/31、3800円、46109本（671547）|（2008/9/1〜2008/9/7）","『スーパーロボット大戦Z』|PS2、バンダイナムコゲームス、36点(9/9/9/9)","●―"
"1034","DSL 63125|PSP 26040|Wii 27057|PS3 8050|PS2 7544|XB360 28681","『ポケットモンスタープラチナ』|DS、ポケモン、2008/9/13、4800円、967675本（初）|（2008/9/8〜2008/9/14）","『DISASTER DAY OF CRISIS(ディザスター デイオブクライシス)』|Wii、任天堂、31点(8/8/8/7)|『実況パワフルメジャーリーグ3』|Wii、KONAMI、31点(8/8/8/7)|『実況パワフルメジャーリーグ3』|PS2、KONAMI、31点(8/8/8/7)","●Xbox360が値下げ"
"1035","DSL 62553|PSP 25781|Wii 27273|PS3 8225|PS2 7333|XB360 13701","『ポケットモンスタープラチナ』|DS、ポケモン、2008/9/13、4800円、319052本（1286727）|（2008/9/15〜2008/9/21）","『マクロス　エースフロンティア』|PSP、バンダイナムコゲームス、33点(8/9/9/7)","●―"
"1036","DSL 59550|PSP 24901|Wii 25953|PS3 8306|PS2 10603|XB360 10322","『スーパーロボット大戦Z』|PS2、バンダイナムコゲームス、2008/9/25、8379円、360824本（初）|（2008/9/22〜2008/9/28）","『勇者のくせになまいきだor2』|PSP、SCE、34点(9/8/8/9)","●―"
"1037","DSL 45273|PSP 24131|Wii 25859|PS3 7535|PS2 8634|XB360 7694","『ポケットモンスタープラチナ』|DS、ポケモン、2008/9/13、4800円、120810本（1602535）|（2008/9/29〜2008/10/5）","『NBAライブ09』|PS3、エレクトロニック・アーツ、33点(8/8/8/9)|『NBAライブ09』|XB360、エレクトロニック・アーツ、33点(8/8/8/9)","●―"
"1038","DSL 33998|PSP 19873|Wii 21506|PS3 5899|PS2 7527|XB360 6690","『マクロスエースフロンティア』|PSP、バンダイナムコゲームス、2008/10/9、5040円、97465本（初）|（2008/10/6〜2008/10/12）","『グランド・セフト・オートIV』|PS3、カプコン、39点(10/10/9/10)|『グランド・セフト・オートIV』|XB360、カプコン、39点(10/10/9/10)","●―"
"1039","DSL 34464|PSP 155720|Wii 25461|PS3 4802|PS2 7816|XB360 5982","『Wii Music』|Wii、任天堂、2008/10/16、5800円、98865本（初）|（2008/10/13〜2008/10/19）","『ノスタルジオの風』|DS、テクモ、30点(8/7/8/7)","●新型PSP（PSP-3000）発売"
"1040","DSL 26004|PSP 66837|Wii 25459|PS3 4107|PS2 7467|XB360 6858","『わがままファッション　ガールズモード』|DS、任天堂、2008/10/23、4800円、86446本（初）|（2008/10/20〜2008/10/26）","『ブロブ：カラフルなきぼう』|Wii、THQジャパン、34点(9/9/8/8)|『ファミリースキー　ワールドスキー＆スノーボード』|Wii、バンダイナムコゲームス、34点(9/9/8/8)|『FIFA09　ワールドクラスサッカー』|PS3、エレクトロニック・アーツ、34点(8/9/8/9)|『FIFA09　ワールドクラスサッカー』|XB360、エレクトロニック・アーツ、34点(8/9/8/9)","●―"
"1041","DSL 16989|DSi 170779|PSP 50031|Wii 25378|PS3 36316|PS2 6831|XB360 6335","『グランド・セフト・オートIV』|PS3、カプコン、2008/10/30、8390円、122058本（初）|（2008/10/27〜2008/11/02）","『ラストレムナント』|XB360、スクウェア・エニックス、38点(10/10/9/9)","●DSi発売、PS3のHDD80GB版発売"
"1042","DSL 12934|DSi 93136|PSP 47026|Wii 28516|PS3 25707|PS2 6131|XB360 9677","『星のカービィ　ウルトラスーパーデラックス』|DS、任天堂、2008/11/06、4800円、260867本（初）|（2008/11/03〜2008/11/09）","『レイトン教授と最後の時間旅行』|DS、レベルファイブ、33点(9/8/8/8)|『パタポン2　ドンチャカ♪』|PSP、SCE、33点(8/8/8/9)|『RESISTANCE2（レジスタンス2）』|PS3、SCE、33点(8/8/8/9)","●―"
"1043","DSL 7286|DSi 81156|PSP 45555|Wii 31099|PS3 23133|PS2 5967|XB360 8571","『星のカービィ　ウルトラスーパーデラックス』|DS、任天堂、2008/11/06、4800円、96591本（357458）|（2008/11/10〜2008/11/16）","『428〜封鎖された渋谷で〜』|Wii、セガ、40点(10/10/10/10)","●―"
"1044","DSL 18420|DSi 102056|PSP 66249|Wii 40208|PS3 18351|PS2 5861|XB360 13671","『街へ行こうよ　どうぶつの森』|Wii、任天堂、2008/11/20、5800円、303204本（初）|（2008/11/17〜2008/11/23）","『ワールドサッカーウイニングイレブン2009』|PS3、KONAMI、35点(9/9/9/8)|『ワールドサッカーウイニングイレブン2009』|XB360、KONAMI、35点(9/9/9/8)","●―"
"1045","DSL 24163|DSi 88252|PSP 58250|Wii 41570|PS3 34836|PS2 6866|XB360 11647","『レイトン教授と最後の時間旅行』|DS、レベルファイブ、2008/11/27、5040円、360778本（初）|（2008/11/24〜2008/11/30）","『ディシディアファイナルファンタジー』|PSP、スクウェア・エニックス、36点(10/9/9/8)|『ガンダム無双2』|PS3、バンダイナムコゲームス、36点(10/9/9/8)|『ガンダム無双2』|XB360、バンダイナムコゲームス、36点(10/9/9/8)","●―"
"1046","DSL 15738|DSi 126596|PSP 49458|Wii 54639|PS3 26043|PS2 7140|XB360 9886","『レイトン教授と最後の時間旅行』|DS、レベルファイブ、2008/11/27、5040円、95099本（455877）|（2008/12/01〜2008/12/07）","『ファンタシースターZERO』|DS、セガ、33点(8/8/9/8)","●―"
"1048|※","DSL 29310|DSi 185712|PSP 69152|Wii 92982|PS3 30352|PS2 8937|XB360 12201","『太鼓の達人Wii』|Wii、バンダイナムコゲームス、2008/12/11、7980円、114610本（初）|（2008/12/08〜2008/12/14）","（クロスレビューなし）","●漫画「たかまれ！タカマル」が終了"
"1049","DSL 48199|DSi 214729|PSP 148409|Wii 151106|PS3 37019|PS2 9696|XB360 12598","『ディシディア ファイナルファンタジー』|PSP、スクウェア・エニックス、2008/12/18、6090円、503723本（初）|（2008/12/15〜2008/12/21）","『NARUTO−ナルト−ナルティメットストーム』|PS3、バンダイナムコゲームス、35点(9/9/9/8)","●漫画「ドキばぐ」ファーストシーズン終了"
"1050","DSL 116214|DSi 418343|PSP 289244|Wii 303730|PS3 116813|PS2 32008|XB360 31947|（2週分）","『白騎士物語-古の鼓動-』|PS3、SCE、2008/12/25、6980円、275839本（初）|（2008/12/22〜2009/01/04）","『レフト4デッド』|XB360、エレクトロニック・アーツ、35点(10/9/8/8)","●―"
"1051","DSL 22214|DSi 86600|PSP 69474|Wii 43538|PS3 28509|PS2 9406|XB360 8605","『ディシディア ファイナルファンタジー』|PSP、スクウェア・エニックス、2008/12/18、6090円、43697本（800710）|（2009/01/05〜2009/01/11）","『エンド ウォー』|XB360、ユービーアイソフト、34点(8/9/8/9)","●漫画「テラオ」連載開始"
"1052","DSL 21328|DSi 59673|PSP 48198|Wii 30648|PS3 18592|PS2 7048|XB360 7586","『女神異聞録 デビルサバイバー』|DS、アトラス、2009/01/15、5229円、56689本（初）|（2009/01/12〜2009/01/18）","『デスティニーリンクス』|DS、バンダイナムコゲームス、34点(9/8/8/9)","●―"
"|1053","DSL 13852|DSi 44625|PSP 40728|Wii 25552|PS3 16688|PS2 5944|XB360 7140","『Wiiであそぶ マリオテニスGC』|Wii、任天堂、2009/01/15、3800円、30833本（86224）|（2009/01/19〜2009/01/25）","『マリオ＆ルイージRPG3!!!』|DS、任天堂、35点(9/9/8/9)","●―"
"|1054","DSL 13965|DSi 48506|PSP 42393|Wii 24795|PS3 16066|PS2 6286|XB360 7033","『テイルズ オブ ザ ワールド レディアント マイソロジー2』|PSP、バンダイナムコゲームス、2009/01/29、5200円、210297本（初）|（2009/01/26〜2009/02/01）","『スターオーシャン4-THE LAST HOPE-』|XB360、スクウェア・エニックス、34点(9/9/8/8)|『ソニック ワールドアドベンチャー』|PS3、セガ、34点(9/9/9/7)|『ソニック ワールドアドベンチャー』|XB360、セガ、34点(9/9/9/7)","●―"
"|1055","DSL 11149|DSi 40284|PSP 35569|Wii 20748|PS3 15552|PS2 6001|XB360 7705","『テイルズ オブ ザ ワールド レディアント マイソロジー2』|PSP、バンダイナムコゲームス、2009/01/29、5200円、45104本（255401）|（2009/02/02〜2009/02/08）","『龍が如く3』|PS3、セガ、38点(9/10/9/10)","●―"
"|1056","DSL 14897|DSi 45854|PSP 32103|Wii 21083|PS3 18514|PS2 6081|XB360 10311","『マリオ＆ルイージRPG3!!!』|DS、任天堂、2009/02/11、4800円、220055本（初）|（2009/02/09〜2009/02/15）","『バイオハザード5』|PS3、カプコン、38点(10/10/9/9)|『バイオハザード5』|XB360、カプコン、38点(10/10/9/9)","●―"
"|1057","DSL 10074|DSi 36927|PSP 30010|Wii 19189|PS3 15664|PS2 5068|XB360 24584","『スターオーシャン4-THE LAST HOPE-』|XB360、スクウェア・エニックス、2009/02/19、8925円、166027本（初）|（2009/02/16〜2009/02/22）","『レジスタンス〜報復の刻（とき）〜』|PSP、SCE、32点(8/8/8/8)","●―"
"|1058","DSL 10959|DSi 41032|PSP 40214|Wii 22051|PS3 35277|PS2 5730|XB360 13203","『龍が如く3』|PS3、セガ、2009/02/26、7980円、356867本（初）|（2009/02/23〜2009/03/01）","『実況パワフルプロ野球NEXT』|Wii、KONAMI、34点(8/8/9/9)","●―"
"|1059","DSL 10130|DSi 35041|PSP 61003|Wii 19588|PS3 40380|PS2 4986|XB360 13803","『バイオハザード5』|PS3、カプコン、2009/03/05、8800円、321670本（初）|（2009/03/02〜2009/03/08）","『機動戦士ガンダム 戦場の絆ポータブル』|PSP、バンダイナムコゲームス、33点(9/8/8/8)","●―"
"|1060","DSL 9474|DSi 33598|PSP 44996|Wii 19283|PS3 28178|PS2 5188|XB360 7418","『無双OROCHI Z』|PS3、コーエー、2009/03/12、7560円、104326本（初）|（2009/03/09〜2009/03/15）","『プロ野球 ファミスタDS 2009』|DS、バンダイナムコゲームス、32点(9/7/8/8)","●―"
"|1061","DSL 7840|DSi 71532|PSP 61343|Wii 19629|PS3 24282|PS2 5412|XB360 5147","『スーパーロボット大戦K』|DS、バンダイナムコゲームス、2009/03/20、6090円、131638本（初）|（2009/03/16〜2009/03/22）","『朧村正』|Wii、マーベラスエンターテイメント、34点(9/9/8/8)","●―"
"|1062","DSL 8266|DSi 60715|PSP 50866|Wii 18784|PS3 18831|PS2 5667|XB360 3601","『機動戦士ガンダム 戦場の絆ポータブル』|PSP、バンダイナムコゲームス、2009/03/26、6090円、84933本（初）|（2009/03/23〜2009/03/29）","『ポケモン不思議のダンジョン 空の探検隊』|DS、ポケモン、35点(9/9/8/9)","●―"
"|1063","DSL 7992|DSi 58226|PSP 47263|Wii 17047|PS3 17615|PS2 6309|XB360 5728","『機動戦士ガンダム 戦場の絆ポータブル』|PSP、バンダイナムコゲームス、2009/03/26、6090円、29971本（114904）|（2009/03/30〜2009/04/05）","『A列車で行こうDS』|DS、アートディンク、32点(9/8/7/8)|『七塊 NANATAMA クロニクルオブダンジョンメーカー』|PSP、GAE、32点(8/8/8/8)|『KILLZONE2（キルゾーン2）』|PS3、SCE、32点(8/8/8/8)|『H.A.W.X（ホークス）』|XB360、ユービーアイソフト、32点(8/8/8/8)","●―"
"|1065|※","DSL 5692|DSi 39632|PSP 38411|Wii 15540|PS3 13509|PS2 5204|XB360 8948","『戦国BASARA バトルヒーローズ』|PSP、カプコン、2009/04/09、5490円、88051本（初）|（2009/04/06〜2009/04/12）","『実況パワフルメジャーリーグ2009』|Wii、KONAMI、35点(9/8/9/9)|『実況パワフルメジャーリーグ2009』|PS2、KONAMI、35点(9/8/9/9)","●―"
"|1066","DSL 4932|DSi 35858|PSP 35767|Wii 14799|PS3 56866|PS2 4682|XB360 7628","『ポケモン不思議のダンジョン 空の探検隊』|DS、ポケモン、2009/04/18、4800円、142264本（初）|（2009/04/13〜2009/04/19）","『ウイニングイレブン プレーメーカー2009』|Wii、KONAMI、36点(9/9/9/9)","●―"
"|1067","DSL 5804|DSi 36984|PSP 39210|Wii 19730|PS3 20540|PS2 4821|XB360 5077","『モンスターハンターG』|Wii、カプコン、2009/04/23、3990円、142852本（初）|（2009/04/20〜2009/04/26）","『プロ野球チームをつくろう！2』|DS、セガ、36点(10/9/8/9)","●―"
"|1068","DSL 14909|DSi 92758|PSP 91548|Wii 40213|PS3 34326|PS2 12753|XB360 13206","『ドラゴンボール改 サイヤ人来襲』|DS、バンダイナムコゲームス、2009/04/29、5040円、144035本（初）|（2009/04/27〜2009/05/10）","『キングダムハーツ 358/2 Days（スリー ファイブ エイト デイズ オーバー ツー）』|DS、スクウェア・エニックス、36点(9/9/9/9)","●―"
"|1069","DSL 4616|DSi 34515|PSP 29793|Wii 13030|PS3 9249|PS2 4373|XB360 4093","『BLEACH〜ヒート・ザ・ソウル6〜』|PSP、SCE、2009/05/14、4980円、41177本（初）|（2009/05/11〜2009/05/17）","『アークライズ ファンタジア』|Wii、マーベラスエンターテイメント、32点(8/8/8/8)","●―"
"|1070","DSL 4422|DSi 31011|PSP 28265|Wii 14174|PS3 9051|PS2 4738|XB360 4837","『スローンとマクヘールの謎の物語』|DS、レベルファイブ、2009/05/21、3500円、58513本（初）|（2009/05/18〜2009/05/24）","『無限航路』|DS、セガ、34点(9/9/8/8)|『己の信ずる道を征け』|PSP、フロム・ソフトウェア、34点(9/8/8/9)","●―"
"|1071","DSL 5369|DSi 59024|PSP 32249|Wii 14287|PS3 10656|PS2 5214|XB360 5992","『キングダムハーツ 358/2 Days』|DS、スクウェア・エニックス、2009/05/30、5980円、291211本（初）|（2009/05/25〜2009/05/31）","『銃声とダイヤモンド』|PSP、SCE、32点(8/8/8/8)","●―"
"|1072","DSL 4247|DSi 35189|PSP 28342|Wii 13426|PS3 8363|PS2 4573|XB360 5878","『キングダムハーツ 358/2 Days』|DS、スクウェア・エニックス、2009/05/30、5980円、94588本（385799）|（2009/06/01〜2009/06/07）","『バイオニックコマンドー』|PS3、カプコン、34点(9/7/9/9)|『バイオニックコマンドー』|XB360、カプコン、34点(9/7/9/9)","●―"
"|1073","DSL 3980|DSi 31823|PSP 26755|Wii 13601|PS3 8342|PS2 4508|XB360 6503","『無限航路』|DS、セガ、2009/06/11、5500円、40266本（初）|（2009/06/08〜2009/06/14）","『初音ミク-プロジェクトディーヴァ-』|PSP、セガ、31点(8/8/7/8)|『ぼくのなつやすみ4 瀬戸内少年探偵団「ボクと秘密の地図」』|PSP、SCE、31点(8/8/8/7)","●―"
"|1074","DSL 5504|DSi 37056|PSP 26766|Wii 16744|PS3 8681|PS2 4828|XB360 6059","『トモダチコレクション』|DS、任天堂、2009/06/18、3800円、100373本（初）|（2009/06/15〜2009/06/21）","『WWE レジェンズ・オブ・レッスルマニア』|PS3、THQジャパン、24点(6/6/6/6)","●―"
"|1075","DSL 6082|DSi 38624|PSP 27037|Wii 20864|PS3 10374|PS2 5001|XB360 5248","『Wii Sports Resort』|Wii、任天堂、2009/06/25、4800円、353827本（初）|（2009/06/22〜2009/06/28）","『プロ野球スピリッツ6』|PS3、KONAMI、37点(10/9/9/9)","●―"
"|1076","DSL 7423|DSi 49080|PSP 36274|Wii 24109|PS3 10502|PS2 5489|XB360 5050","『Wii Sports Resort』|Wii、任天堂、2009/06/25、4800円、153194本（507021）|（2009/06/29〜2009/07/05）","『ドラゴンクエストIX 星空の守り人』|DS、スクウェア・エニックス、40点(10/10/10/10)","●―"
"|1077","DSL 15016|DSi 138316|PSP 29551|Wii 20850|PS3 9051|PS2 5223|XB360 3167","『ドラゴンクエストIX 星空の守り人』|DS、スクウェア・エニックス、2009/07/11、5980円、2343440本（初）|（2009/07/06〜2009/07/12）","『ギアーズ オブ ウォー2』|XB360、マイクロソフト、38点(10/10/9/9)","●―"
"|1078","DSL 11523|DSi 105494|PSP 25139|Wii 19415|PS3 8314|PS2 5010|XB360 2735","『ドラゴンクエストIX 星空の守り人』|DS、スクウェア・エニックス、2009/07/11、5980円、602856本（2946296）|（2009/07/13〜2009/07/19）","『レッドファクション：ゲリラ』|PS3、スパイク、36点(9/9/9/9)|『レッドファクション：ゲリラ』|XB360、スパイク、36点(9/9/9/9)","●―"
"|1080|※","DSL 11732|DSi 81260|PSP 29818|Wii 21767|PS3 8217|PS2 5137|XB360 2410","『ドラゴンクエストIX 星空の守り人』|DS、スクウェア・エニックス、2009/07/11、5980円、271206本（3217502）|（2009/07/20〜2009/07/26）","『モンスターハンター3（トライ）』|Wii、カプコン、40点(10/10/10/10)","●―"
"|1081","DSL 11824|DSi 72924|PSP 33288|Wii 92790|PS3 8108|PS2 5596|XB360 2640","『モンスターハンター3（トライ）』|Wii、カプコン、2009/08/01、7340円、582548本（初）|（2009/07/27〜2009/08/02）","『ソウルキャリバー Broken Destiny（ブロークンデスティニー）』|PSP、バンダイナムコゲームス、31点(7/8/8/8)","●この号から木曜発売に"
"|1082","DSL 12980|DSi 150713|PSP 72928|Wii 92074|PS3 14137|PS2 13052|XB360 10638|(2週分)","『SDガンダム ジージェネレーション ウォーズ』|PS2、バンダイナムコゲームス、2009/08/06、7329円、252220本（初）|（2009/08/03〜2009/08/16）","『王様物語』|Wii、マーベラスエンターテイメント、35点(9/9/8/9)","●―"
"|1083","DSL 4160|DSi 59481|PSP 25621|Wii 25540|PS3 3743|PS2 4433|XB360 6144","『ドラゴンクエストIX 星空の守り人』|DS、スクウェア・エニックス、2009/07/11、5980円、79452本（3697335）|（2009/08/17〜2009/08/23）","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、37点(9/10/9/9)","●―"
