"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"781","PS 618|PS2 20939|Xbox 595|GC 20587|GBA 5780|GBASP 22574|WS 282","『マリオカートダブルダッシュ!!』|GC、任天堂、2003/11/7、5800円、179230本（初）|（2003/11/3〜11/9）","『みんなのGOLF4』|PS2、SCE、36点(9/9/9/9)","●―"
"782","PS 470|PS2 54670|Xbox 617|GC 20016|GBA 5473|GBASP 20739|WS 170","『スライムもりもりドラゴンクエスト　衝撃のしっぽ団』|GBA、スクウェア・エニックス、2003/11/14、5800円、67797本（初）|（2003/11/10〜11/16）","『メダルオブオナー　ライジングサン』|PS2、エレクトロニック・アーツ、34点(9/9/8/8)","●―"
"783","PS 729|PS2 62996|Xbox 3211|GC 22005|GBA 5501|GBASP 22186|WS 360","『ポケモンコロシアム』|GC、ポケモン、2003/11/21、5800円、166105本（初）|（2003/11/17〜11/23）","『バイオハザード　アウトブレイク』|PS2、カプコン、36点(9/9/9/9)","●―"
"784","PS 565|PS2 94328|Xbox 2209|GC 30378|GBA 6306|GBASP 47276|WS 510","『みんなのGOLF4』|PS2、SCE、2003/11/27、5800円、475269本（初）|（2003/11/24〜11/30）","『ASTRO BOY鉄腕アトム　アトムハートの秘密』|GBA、セガ、34点(9/9/8/8)","●―"
"785","PS 512|PS2 124403|Xbox 2683|GC 38264|GBA 8749|GBASP 40008|WS 498","『機動戦士ガンダム　エゥーゴvs.ティターンズ』|PS2、バンダイ、2003/12/4、6800円、314508本（初）|（2003/12/1〜12/7）","『ニード・フォー・スピード　アンダーグラウンド』|PS2、エレクトロニック・アーツ、34点(8/8/9/9)|『ニード・フォー・スピード　アンダーグラウンド』|GC、エレクトロニック・アーツ、34点(8/8/9/9)","●―"
"787|※","PS2 127319|GC 55962|Xbox 1910|PS 449|GBA 12632|GBASP 70122|WS 226","『ロックマンエグゼ4トーナメント　ブルームーン／レッドサン』|GBA、カプコン、2003/12/12、各4800円、223828本（初）|（2003/12/8〜12/14）","『ソニックヒーローズ』|GC、セガ、32点(8/8/8/8)|『ソニックヒーローズ』|Xbox、セガ、32点(8/8/8/8)","●―"
"788","PS2 150692|GC 128502|Xbox 2107|PS 571|GBA 23060|GBASP 147680|WS 308","『ロックマンエグゼ4トーナメント　ブルームーン／レッドサン』|GBA、カプコン、2003/12/12、各4800円、168167本（391995）|（2003/12/15〜12/21）","『カイジュウの島〜アメージングアイランド』|GC、セガ、27点(7/7/7/6)","●―"
"789","PS2 402180|GC 273201|Xbox 5560|PS 1968|GBA 67275|GBASP 363310|WS 1199|（2週分）","『ロックマンエグゼ4トーナメント　ブルームーン／レッドサン』|GBA、カプコン、2003/12/12、各4800円、249767本（641762）|（2003/12/22〜2004/1/4）","『逆転裁判3』|GBA、カプコン、35点(9/9/8/9)","●―"
"790","PS2 94724|GC 32310|Xbox 1242|GBA 12763|GBASP 58925","『グランツーリスモ4”プロローグ”版』|PS2、SCE、2003/12/4、2980円、49374本（645832）|（2004/1/5〜1/11）","『ポケットモンスター　ファイアレッド／リーフグリーン（ワイヤレスアダプタ同梱）』|GBA、ポケモン、33点(9/8/8/8)","●―"
"791","PS2 60202|GC 19289|Xbox 1163|GBA 8177|GBASP 41305","『ロックマンエグゼ4トーナメント　ブルームーン／レッドサン』|GBA、カプコン、2003/12/12、各4800円、40568本（719409）|（2004/1/12〜1/18）","『ぷよぷよフィーバー』|PS2、セガ、31点(8/8/8/7)|『ドラゴンボールZ2』|PS2、バンダイ、31点(8/8/8/7)","●任天堂がニンテンドー・ディーエス（仮称）発表、2004年末発売予定"
"792","PS2 51650|GC 13306|Xbox 813|GBA 7453|GBASP 44524","『風雲　新撰組』|PS2、元気、2004/1/22、6800円、123614本（初）|（2004/1/19〜1/25）","『戦国無双』|PS2、コーエー、34点(9/8/8/9)|『007　エブリシングオアナッシング』|PS2、エレクトロニック・アーツ、34点(9/8/8/9)","●―"
"793","PS2 44433|GC 11029|Xbox 1027|GBA 9318|GBASP 65535","『ポケットモンスター　ファイアレッド・リーフグリーン』|GBA、ポケモン、2004/1/29、各4800円、955337本（初）|（2004/1/26〜2/1）","『シャドウハーツII』|PS2、アルゼ、32点(8/8/9/7)","●―"
"794","PS2 41735|GC 10125|Xbox 831|GBA 6917|GBASP 49399","『ドラゴンボールZ2』|PS2、バンダイ、2004/2/5、6800円、336730本（初）|（2004/2/2〜2/8）","『鬼武者3』|PS2、カプコン、36点(10/8/8/10)","●―"
"795","PS2 50777|GC 9826|Xbox 629|GBA 6451|GBASP 85470","『戦国無双』|PS2、コーエー、2004/2/11、6800円、620893本（初）|（2004/2/9〜2/15）","『カスタムロボ　バトルレボリューション』|GC、任天堂、30点(7/8/7/8)","●―"
"796","PS2 44419|GC 7302|Xbox 603|GBA 4244|GBASP 52467","『ワールドサッカーウイニングイレブン7　インターナショナル』|PS2、コナミ、2004/2/19、6980円、305138本（初）|（2004/2/16〜2/22）","『ジャック×ダクスター2』|PS2、SCE、33点(9/8/8/8)|『NINJA GAIDEN』|Xbox、テクモ、33点(9/8/8/8)","●―"
"797","PS2 50925|GC 9405|Xbox 986|GBA 4478|GBASP 55068","『鬼武者3』|PS2、カプコン、2004/2/26、6980円、356558本（初）|（2004/2/23〜2/29）","『ゼルダの伝説　4つの剣＋』|GC、任天堂、33点(9/8/8/8)","●―"
"798","PS2 41750|GC 7770|Xbox 594|GBA 3567|GBASP 48378","『カスタムロボ　バトルレボリューション』|GC、任天堂、2004/3/4、5800円、73381本（初）|（2004/3/1〜3/7）","『メタルギアソリッド　ザ・ツインスネークス』|GC、コナミ、36点(9/8/10/9)","●―"
"799","PS2 42814|GC 12054|Xbox 703|GBA 4769|GBASP 46095","『モンスターハンター』|PS2、カプコン、2004/3/11、6800円、120640本（初）|（2004/3/8〜3/14）","『ドラゴンクエストV　天空の花嫁』|PS2、スクウェア・エニックス、34点(9/8/9/8)|『信長の野望・天下創世』|PS2、コーエー、34点(8/9/8/9)","●―"
"800","PS2 48427|GC 7982|Xbox 508|GBA 5071|GBASP 38863","『真・三國無双3　Empires』|PS2、コーエー、2004/3/18、4494円、153045本（初）|（2004/3/15〜3/21）","『SIMPLE2000シリーズVol.48　THEタクシー〜運転手は君だ〜』|PS2、DSパブリッシャー、26点(7/7/6/6)|『ガンスリンガー・ガールVol.1』|PS2、マーベラスエンターテイメント、26点(7/6/6/7)","●800号記念付録は「ファミコン通信創刊号」と「べーしっ君手ぬぐい」|●今号から価格が税込表示に"
