"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"|1118※","DSL 2543|DSi 29278|PSP 28181|PSPgo 1514|Wii 23333|PS3 23042|XB360 2103|PS2 1890","『NewスーパーマリオブラザーズWii』|Wii、任天堂、2009/12/03、5800円、30736本（3706629）|（2010/04/12〜2010/04/18)","『ドラゴンクエストモンスターズ ジョーカー2』|DS、スクウェア・エニックス、37点(10/9/9/9)","●―"
"|1119","DSL 2338|DSi 29670|PSP 28747|PSPgo 975|Wii 24974|PS3 22217|XB360 1762|PS2 1824","『NieR Replicant（ニーア レプリカント）』|PS3、スクウェア・エニックス、2010/04/22、7800円、64818本（初）|（2010/04/19〜2010/04/25)","『ウイニングイレブン プレーメーカー2010 蒼き侍の挑戦』|Wii、KONAMI、34点(9/9/8/8)|『ワールドサッカー ウイニングイレブン2010 蒼き侍の挑戦』|PS3、KONAMI、34点(9/9/8/8)","●―"
"|1120","DSL 6846|DSi 82666|PSP 96871|PSPgo 2478|Wii 66704|PS3 49916|XB360 7017|PS2 4366","『ドラゴンクエストモンスターズ ジョーカー2』|DS、スクウェア・エニックス、2010/04/28、5490円、891846本（初）|（2010/04/26〜2010/05/09)","『スーパーマリオギャラクシー2』|Wii、任天堂、37点(10/9/9/9)","●―"
"|1121","DSL 1946|DSi 26225|PSP 25029|PSPgo 989|Wii 17230|PS3 16487|XB360 3743|PS2 1423","『ドラゴンクエストモンスターズ ジョーカー2』|DS、スクウェア・エニックス、2010/04/28、5490円、103634本（995480）|（2010/05/10〜2010/05/16)","『FAIRY TAIL PORTABLE GUILD（フェアリーテイル ポータブルギルド）』|PSP、KONAMI、27点(6/7/7/7)","●―"
"|1122","DSL 1743|DSi 22975|PSP 23207|PSPgo 988|Wii 17870|PS3 16256|XB360 3573|PS2 1484","『ロストプラネット2』|PS3、カプコン、2010/05/20、7990円、93098本（初）|（2010/05/17〜2010/05/23)","『ゼノブレイド』|Wii、任天堂、36点(9/9/9/9)","●―"
"|1123","DSL 2540|DSi 25261|PSP 26062|PSPgo 1364|Wii 21304|PS3 18018|XB360 2602|PS2 1630","『スーパーマリオギャラクシー2』|Wii、任天堂、2010/05/27、5800円、337569本（初）|（2010/05/24〜2010/05/30)","『HOSPITAL 6人の医師』|Wii、アトラス、33点(9/8/8/8)","●―"
"|1124","DSL 1399|DSi 18452|PSP 23390|PSPgo 902|Wii 17460|PS3 17472|XB360 2059|PS2 1392","『スーパーマリオギャラクシー2』|Wii、任天堂、2010/05/27、5800円、116153本（453722）|（2010/05/31〜2010/06/06)","『ゴーストトリック』|DS、カプコン、34点(8/9/9/8)|『ときめきメモリアル ガールズサイド 3rd Story』|DS、KONAMI、34点(8/9/9/8)|『ラブプラス＋』|DS、KONAMI、34点(9/9/8/8)","●―"
"|1125","DSL 1847|DSi 18404|PSP 22079|PSPgo 688|Wii 20346|PS3 16452|XB360 1909|PS2 1283","『ゼノブレイド』|Wii、任天堂、2010/06/10、6800円、79163本（初）|（2010/06/07〜2010/06/13)","『イナズマイレブン3 世界への挑戦!! スパーク/ボンバー』|DS、レベルファイブ、34点(9/8/8/9)|『ブレイブルー コンティニュアムシフト』|PS3、アークシステムワークス、34点(9/8/9/8)|『ブレイブルー コンティニュアムシフト』|XB360、アークシステムワークス、34点(9/8/9/8)","●誌面にハード販売掲載せず（数字はWeb版より）|　翌週、2週分掲載"
"|1126","DSL 5105|DSi 46551|PSP 21563|PSPgo 825|Wii 17023|PS3 16196|XB360 1215|PS2 1404","『スーパーマリオギャラクシー2』|Wii、任天堂、2010/05/27、5800円、49304本（574829）|（2010/06/14〜2010/06/20)","『白騎士物語-光と闇の覚醒-』|PS3、レベルファイブ、33点(8/9/8/8)","●DSLite、DSi（LL含む）が値下げ"
"|1127","DSL 5651|DSi 63549|PSP 24802|PSPgo 866|Wii 18507|PS3 21659|XB360 17490|PS2 1483","『ラブプラス＋』|DS、KONAMI、2010/06/24、4800円、119187本（初）|（2010/06/21〜2010/06/27)","『実況パワフルプロ野球2010』|PS3、KONAMI、38点(10/9/9/10)","●―"
"|1128","DSL 4829|DSi 48312|PSP 28009|PSPgo 641|Wii 21832|PS3 25049|XB360 7915|PS2 1639","『イナズマイレブン3 世界への挑戦!! スパーク／ボンバー』|DS、レベルファイブ、2010/07/01、各4980円、462377本（初）|（2010/06/28〜2010/07/04)","『TRICK×LOGIC（トリックロジック）Season1』|PSP、SCE、33点(8/8/8/9)","●―"
"|1129","DSL 4914|DSi 43717|PSP 26845|PSPgo 853|Wii 23121|PS3 28538|XB360 6240|PS2 1517","『Wii Party』|Wii、任天堂、2010/07/08、4800円、223595本（初）|（2010/07/05〜2010/07/11)","『ドラゴンクエスト モンスターバトルロード ビクトリー』|Wii、スクウェア・エニックス、35点(9/9/9/8)","●―"
"|1130","DSL 4720|DSi 41076|PSP 30136|PSPgo 858|Wii 21403|PS3 25641|XB360 5897|PS2 1459","『ファイアーエムブレム 新・紋章の謎〜光と影の英雄〜』|DS、任天堂、2010/07/15、4800円、147045本（初）|（2010/07/12〜2010/07/18)","『アサシン クリードII スペシャルエディション』|PS3、ユービーアイソフト、35点(9/9/8/9)|『アサシン クリードII スペシャルエディション（Xbox360プラチナコレクション）』|XB360、ユービーアイソフト、35点(9/9/8/9)","●―"
"|1132|※","DSL 4165|DSi 40039|PSP 30768|PSPgo 547|Wii 21500|PS3 21356|XB360 5575|PS2 1516","『Wii Party』|Wii、任天堂、2010/07/08、4800円、89689本（424359）|（2010/07/19〜2010/07/25)","『Another Century's Episode：R（アナザーセンチュリーズエピソード アール）』|PS3、バンダイナムコゲームス、33点(9/8/9/7)","●―"
"|1133","DSL 4285|DSi 39197|PSP 46033|PSPgo 599|Wii 19694|PS3 41643|XB360 8103|PS2 1411","『初音ミク-プロジェクト ディーヴァ-2nd』|PSP、セガ、2010/07/29、6090円、242717本（初）|（2010/07/26〜2010/08/01)","『エースコンバットX2 ジョイントアサルト』|PSP、バンダイナムコゲームス、36点(9/9/9/9)","●―"
"|1134","DSL 5502|DSi 52338|PSP 34911|PSPgo 647|Wii 25712|PS3 30188|XB360 4480|PS2 2063","『Wii Party』|Wii、任天堂、2010/07/08、4800円、181870本（673974）|（2010/08/02〜2010/08/15)","『METROID Other M』|Wii、任天堂、35点(9/9/8/9)","●ハード販売台数の集計期間は8/9〜15"
"|1135","DSL 4746|DSi 39845|PSP 26852|PSPgo 691|Wii 18929|PS3 25534|XB360 3847|PS2 1497","『Another Century's Episode：R（アナザーセンチュリーズエピソード アール）』|PS3、バンダイナムコゲームス、2010/08/19、8379円、187661本（初）|（2010/08/16〜2010/08/22)","『SPLIT SECOND-スプリットセカンド-』|PS3、ディズニー・インタラクティブ・スタジオ、32点(8/8/8/8)|『UFC アンディスピューティッド2010』|PS3、ユークス、32点(8/8/8/8)|『UFC アンディスピューティッド2010』|XB360、ユークス、32点(8/8/8/8)","●―"
"|1136","DSL 4548|DSi 33066|PSP 55950|PSPgo 641|Wii 17268|PS3 22009|XB360 2457|PS2 1567","『モンハン日記 ぽかぽかアイルー村』|PSP、カプコン、2010/08/26、3990円、280521本（初）|（2010/08/23〜2010/08/29)","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、40点(10/10/10/10)","●―"
"|1137","DSL 3909|DSi 31591|PSP 35116|PSPgo 677|Wii 16846|PS3 19848|XB360 1789|PS2 1624","『モンハン日記 ぽかぽかアイルー村』|PSP、カプコン、2010/08/26、3990円、76248本（356769）|（2010/08/30〜2010/09/05)","『クロヒョウ 龍が如く新章』|PSP、セガ、36点(9/9/9/9)","●―"
"|1138","DSL 4261|DSi 32398|PSP 29174|PSPgo 537|Wii 15330|PS3 16677|XB360 2185|PS2 1241","『ワンピース ギガントバトル！』|DS、バンダイナムコゲームス、2010/09/09、5040円、135280本（初）|（2010/09/06〜2010/09/12)","『デッドライジング2』|PS3、カプコン、35点(9/8/9/9)|『デッドライジング2』|XB360、カプコン、35点(9/8/9/9)","●―"
"|1139","DSL 7417|DSi 73880|PSP 30525|PSPgo 529|Wii 15912|PS3 17549|XB360 4668|PS2 1324","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、2010/09/18、4800円、2637285本（初）|（2010/09/13〜2010/09/19)","『レッド・デッド・リデンプション』|PS3、ロックスター・ゲームス、39点(10/10/9/10)|『レッド・デッド・リデンプション』|XB360、ロックスター・ゲームス、39点(10/10/9/10)","●―"
"|1140","DSL 7943|DSi 76237|PSP 37508|PSPgo 548|Wii 15052|PS3 18173|XB360 2722|PS2 1582","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、2010/09/18、4800円、772172本（3409457）|（2010/09/20〜2010/09/26)","『毛糸のカービィ』|Wii、任天堂、36点(9/8/9/10)","●―"
"|1141","DSL 6864|DSi 50531|PSP 36820|PSPgo 494|Wii 13082|PS3 17818|XB360 2636|PS2 1253","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、2010/09/18、4800円、372619本（3782076）|（2010/09/27〜2010/10/03)","『NARUTO-ナルト-疾風伝 ナルティメットストーム2』|PS3、バンダイナムコゲームス、39点(10/9/10/10)|『NARUTO-ナルト-疾風伝 ナルティメットストーム2』|XB360、バンダイナムコゲームス、39点(10/9/10/10)","●―"
"|1142","DSL 5601|DSi 45316|PSP 33087|PSPgo 1347|Wii 13057|PS3 19617|XB360 2401|PS2 1433","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、2010/09/18、4800円、231161本（4013237）|（2010/10/04〜2010/10/10)","『GOD EATER BURST（ゴッドイーター バースト）』|PSP、バンダイナムコゲームス、35点(9/9/9/8)|『ワールドサッカー ウイニングイレブン2011』|PS3、KONAMI、35点(9/9/9/8)|『ワールドサッカー ウイニングイレブン2011』|XB360、KONAMI、35点(9/9/9/8)","●―"
"|1143","DSL 4802|DSi 40123|PSP 36452|PSPgo 1101|Wii 12909|PS3 21001|XB360 2282|PS2 1590","『ポケットモンスター ブラック・ホワイト』|DS、ポケモン、2010/09/18、4800円、151375本（4164612）|（2010/10/11〜2010/10/17)","『Fallout：New Vegas（フォールアウト：ニューベガス）』|PS3、ベセスダ・ソフトワークス、37点(10/9/9/9)|『Fallout：New Vegas（フォールアウト：ニューベガス）』|XB360、ベセスダ・ソフトワークス、37点(10/9/9/9)","●―"
"|1144","DSL 3550|DSi 28309|PSP 27400|PSPgo 657|Wii 11218|PS3 19240|XB360 2047|PS2 1248","『スーパーマリオコレクション スペシャルパック』|Wii、任天堂、2010/10/21、2500円、300919本（初）|（2010/10/18〜2010/10/24)","『ゴッド・オブ・ウォー 降誕の刻印』|PSP、SCE、37点(10/9/9/9)","●―"
"|1145","DSL 3378|DSi 40587|PSP 33950|PSPgo 1987|Wii 10824|PS3 23703|XB360 3187|PS2 1445","『GOD EATER BURST（ゴッドイーター バースト）』|PSP、バンダイナムコゲームス、2010/10/28、5229円、267178本（初）|（2010/10/25〜2010/10/31)","『コールオブデューティ ブラックオプス』|PS3、スクウェア・エニックス、39点(10/10/9/10)|『コールオブデューティ ブラックオプス』|XB360、スクウェア・エニックス、39点(10/10/9/10)","●―"
"|1146","DSL 2978|DSi 30536|PSP 30205|PSPgo 1660|Wii 10008|PS3 19498|XB360 2605|PS2 1310","『GOD EATER BURST（ゴッドイーター バースト）』|PSP、バンダイナムコゲームス、2010/10/28、5229円、64412本（331590）|（2010/11/01〜2010/11/07)","『ダンガンロンパ 希望の学園と絶望の高校生』|PSP、スパイク、36点(10/9/8/9)","●誌面にハード販売掲載せず（数字はWeb版より）"
"|1147","DSL 2111|DSi 27945|PSP 34926|PSPgo 1309|Wii 35934|PS3 17029|XB360 2089|PS2 1141","『タクティクスオウガ 運命の輪』|PSP、スクウェア・エニックス、2010/11/11、5980円、181942本（初）|（2010/11/08〜2010/11/14)","『モンスターハンターポータブル3rd』|PSP、カプコン、39点(10/10/10/9)","●―"
"|1148","DSL 1607|DSi 35023|PSP 93121|PSPgo 1115|Wii 24037|PS3 26125|XB360 5488|PS2 1282","『コールオブデューティ ブラックオプス』|PS3、スクウェア・エニックス、2010/11/18、7980円、152160本（初）|（2010/11/15〜2010/11/21)","『ニノ国 漆黒の魔導士』|DS、レベルファイブ、38点(10/9/9/10)","●PSP『モンハンポータブル3rd』に合わせて水曜発売|●ハード・ソフト売り上げ掲載せず(数字はWeb版より)|●特別定価580円"
"|1149","DSL 1646|DSi 45170|PSP 73521|PSPgo 918|Wii 39691|PS3 61096|XB360 4155|PS2 1459","『グランツーリスモ5』|PS3、SCE、2010/11/25、7980円、410486本（初）|（2010/11/22〜2010/11/28)","『グランツーリスモ5』|PS3、SCE、37点(9/9/9/10)","●特別定価390円"
"|1150|※","DSL 1451|DSi 71850|PSP 326639|PSPgo 1266|Wii 53253|PS3 37751|XB360 3815|PS2 1614","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、2146467本（初）|（2010/11/29〜2010/12/05)","『ザ・サードバースデイ』|PSP、スクウェア・エニックス、36点(10/9/8/9)","●ハード売り上げ掲載せず(数字はWeb版より)|●特別定価390円"
"|1152","DSL 1997|DSi 104636|PSP 140606|PSPgo 1214|Wii 76885|PS3 41790|XB360 3853|PS2 1676","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、514198本（2660665）|（2010/12/06〜2010/12/12)","『サガ3 時空の覇者 Shadow or Light』|DS、スクウェア・エニックス、32点(8/8/8/8)","●特別定価480円"
"|1153","DSL 2359|DSi 147485|PSP 144854|PSPgo 1181|Wii 106203|PS3 47161|XB360 4136|PS2 1623","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、434837本（3095502）|（2010/12/13〜2010/12/19)","『Mass Effect2』|XB360、マイクロソフト、36点(9/9/9/9)","●ファミ通誕生25周年企画スタート|●特別定価380円"
"|1154","DSL 3158|DSi 111635|PSP 69068|PSPgo 6914|Wii 97117|PS3 69606|XB360 5151|PS2 2532","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、702958本（3798460）|（2010/12/20〜2011/01/02)","『ぞんびだいすき』|DS、チュンソフト、33点(9/8/8/8)","●ハード販売数集計期間は2010/12/27〜2011/01/02|●特別定価400円"
"|1155","DSL 3911|DSi 93095|PSP 28296|PSPgo 2556|Wii 59929|PS3 56398|XB360 4740|PS2 2493","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、155839本（3954299）|（2011/01/03〜2011/01/09)","『THE LAST STORY（ラストストーリー）』|Wii、任天堂、38点(10/10/9/9)","●ハード売り上げ掲載せず(数字はWeb版より)|●特別定価380円"
"|1156","DSL 2235|DSi 36682|PSP 25911|PSPgo 551|Wii 22956|PS3 28382|XB360 3133|PS2 1404","『モンスターハンターポータブル3rd』|PSP、カプコン、2010/12/01、5800円、80703本（4035002）|（2011/01/10〜2011/01/16)","『WWE SmackDown vs. Raw 2011』|PS3、ユークス、36点(9/9/9/9)|『WWE SmackDown vs. Raw 2011』|XB360、ユークス、36点(9/9/9/9)","●特別定価390円"
"|1157","DSL 1647|DSi 26586|PSP 31256|PSPgo 295|Wii 15742|PS3 22743|XB360 3466|PS2 1207","『キングダムハーツ バースバイスリープ ファイナルミックス』|PSP、スクウェア・エニックス、2011/01/20、6090円、79044本（初）|（2011/01/17〜2011/01/23)","『リトルビッグプラネット2』|PS3、SCE、38点(10/9/10/9)","●特別定価420円"
"|1158","DSL 1424|DSi 25467|PSP 29658|PSPgo 164|Wii 18985|PS3 22872|XB360 3632|PS2 1356","『THE LAST STORY（ラストストーリー）』|Wii、任天堂、2011/01/27、6800円、109704本（初）|（2011/01/24〜2011/01/30)","『キャサリン』|PS3、アトラス、35点(9/9/8/9)|『キャサリン』|XB360、アトラス、35点(9/9/8/9)|『トゥーワールド』|PS3、ユービーアイソフト、35点(9/9/8/9)|『トゥーワールド』|XB360、ユービーアイソフト、35点(9/9/8/9)","●ハード売り上げ掲載せず(数字はWeb版より)|●特別定価390円"
"|1159","DSL 1180|DSi 28318|PSP 27027|PSPgo 153|Wii 14953|PS3 23571|XB360 2846|PS2 1419","『逆転検事2』|DS、カプコン、2011/02/03、5040円、134760本（初）|（2011/01/31〜2011/02/06)","『ファンタシースターポータブル2 インフィニティ』|PSP、セガ、37点(10/9/9/9)","●特別定価390円"
"|1160","DSL 1191|DSi 26113|PSP 106166|PSPgo 133|Wii 13391|PS3 24976|XB360 3086|PS2 1307","『戦国無双3 Z』|PS3、コーエーテクモゲームス、2011/02/10、7140円、224012本（初）|（2011/02/07〜2011/02/13)","『nintendogs＋cats トイ・プードル＆Newフレンズ／フレンチ・ブル＆Newフレンズ／柴＆Newフレンズ』|3DS、任天堂、38点(10/9/9/10)|『ディシディア デュオデシム ファイナルファンタジー』|PSP、スクウェア・エニックス、38点(10/9/10/9)","●特別定価400円"
"|1161","DSL 1288|DSi 21775|PSP 53664|PSPgo 694|Wii 11076|PS3 22513|XB360 2889|PS2 1258","『キャサリン』|PS3、アトラス、2011/02/17、7329円、136531本（初）|（2011/02/14〜2011/02/20)","『真・三國無双6』|PS3、コーエーテクモゲームス、36点(9/9/9/9)","●特別定価450円"
"|1162","DSL 741|DSi 20803|3DS 371326|PSP 42474|PSPgo 713|Wii 10947|PS3 21126|XB360 6372|PS2 1124","『SDガンダム ジージェネレーション ワールド』|PSP、バンダイナムコゲームス、2011/02/24、6090円、227790本（初）|（2011/02/21〜2011/02/27)","『龍が如く OF THE END（オブ ジ エンド）』|PS3、セガ、37点(10/9/9/9)","●特別定価390円|●ニンテンドー3DS発売"
"|1163","DSL 680|DSi 17420|3DS 206087|PSP 64632|PSPgo 903|Wii 11031|PS3 22736|XB360 2359|PS2 1278","『ディシディア デュオデシム ファイナルファンタジー』|PSP、スクウェア・エニックス、2011/03/03、6090円、304789本（初）|（2011/02/28〜2011/03/06)","『デッドオアアライブ ディメンションズ』|3DS、コーエーテクモゲームス、36点(9/9/9/9)|『プロ野球スピリッツ2011』|PS3、KONAMI、36点(10/9/8/9)","●定価370円"
"|1164","DSL 722|DSi 14234|3DS 104412|PSP 36323|PSPgo 624|Wii 9097|PS3 29395|XB360 2052|PS2 863","『真・三國無双6』|PS3、コーエーテクモゲームス、2011/03/10、7560円、259787本（初）|（2011/03/07〜2011/03/13)","『プロ野球ファミスタ2011』|3DS、バンダイナムコゲームス、31点(8/8/7/8)","●特別定価400円"
"|1165","DSL 727|DSi 14408|3DS 64942|PSP 21367|PSPgo 483|Wii 9452|PS3 23001|XB360 1032|PS2 1076","『真・三國無双6』|PS3、コーエーテクモゲームス、2011/03/10、7560円、75362本（335149）|（2011/03/14〜2011/03/20)","（クロスレビューなし）","●特別定価330円"
"|1166","DSL 739|DSi 18393|3DS 54656|PSP 40391|PSPgo 506|Wii 9622|PS3 24744|XB360 1244|PS2 1157","『ファイナルファンタジーIV コンプリートコレクション』|PSP、スクウェア・エニックス、2011/03/24、5980円、101513本（初）|（2011/03/21〜2011/03/27)","（クロスレビューなし）","●特別定価350円"
"|1167","DSL 751|DSi 19329|3DS 43178|PSP 48156|PSPgo 539|Wii 9003|PS3 22972|XB360 1409|PS2 1255","『ドラゴンクエストモンスターズ ジョーカー2 プロフェッショナル』|DS、スクウェア・エニックス、2011/03/31、4440円、168740本（初）|（2011/03/28〜2011/04/03)","『ドラゴンクエストモンスターズ ジョーカー2 プロフェッショナル』|DS、スクウェア・エニックス、37点(9/10/9/9)","●ハード売り上げ掲載せず(数字はWeb版より)|●特別定価350円"
"|1168","DSL 643|DSi 17713|3DS 32759|PSP 35474|PSPgo 637|Wii 8838|PS3 22681|XB360 1941|PS2 1286","『地球防衛軍2 PORTABLE』|PSP、D3パブリッシャー、2011/04/07、5040円、54812本（初）|（2011/04/04〜2011/04/10)","『パタポン3』|PSP、SCE、37点(9/9/10/9)","●定価370円"
"|1170※","DSL 539|DSi 14001|3DS 25320|PSP 24234|PSPgo 511|Wii 8245|PS3 21232|XB360 1733|PS2 1198","『第2次スーパーロボット大戦Z 破界篇』|PSP、バンダイナムコゲームス、2011/04/14、7329円、280896本（初）|（2011/04/11〜2011/04/17)","『SOCOM（ソーコム）4：U.S. Navy SEALs』|PS3、SCE、31点(8/8/8/7)|『涼宮ハルヒの追想』|PS3、バンダイナムコゲームス、31点(8/8/8/7)","●特別定価400円"
"|1171","DS 10866|3DS 21275|PSP 47499|Wii 8089|PS3 18015|XB360 1813|PS2 1253","『バトル＆ゲット！ポケモンタイピングDS』|DS、ポケモン、2011/04/21、5800円、50580本（初）|（2011/04/18〜2011/04/24)","『ポータル2』|PS3、エレクトロニック・アーツ、37点(10/9/9/9)|『ポータル2』|XB360、エレクトロニック・アーツ、37点(10/9/9/9)","●定価370円|●漫画「テラオ」連載終了"
"|1172","DS 28180|3DS 51438|PSP 124539|Wii 24335|PS3 40789|XB360 6191|PS2 3408","『ドラゴンクエストモンスターズ ジョーカー2 プロフェッショナル』|DS、スクウェア・エニックス、2011/03/31、4440円、79324本（382741）|（2011/04/25〜2011/05/08)","『信長の野望・天道 with パワーアップキット』|PS3、コーエーテクモゲームス、35点(9/9/8/9)","●特別定価380円"
