"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"981","DSL 78859|DS 121|PSP 16437|GBASP 236|GBM 697|PS2 13448|Wii 38472|PS3 13550|XB360 1849","『Another Century's Episode3 THE FINAL』|PS2、バンプレスト、2007/9/6、7329円、156693本（初）|（2007/9/3〜9/9）","『Halo3（ヘイロー3）』|XB360、マイクロソフト、37点(10/9/9/9)","●―"
"982","DSL 74412|DS 108|PSP 99340|GBASP 303|GBM 1056|PS2 13953|Wii 30222|PS3 12299|XB360 1724","『ポケモン不思議のダンジョン　時の探検隊・闇の探検隊』|DS、ポケモン、2007/9/13、各4800円、583713本（初）|（2007/9/10〜9/16）","『ARCHAIC SEALED HEAT（アルカイックシールドヒート）』|DS、任天堂、33点(9/8/8/8)|『ドラゴンボールZスパーキング！メテオ』|Wii、バンダイナムコゲームス、33点（9/8/8/8）","●―"
"983","DSL 65736|DS 385|PSP 263538|GBASP 363|GBM 768|PS2 12726|Wii 27059|PS3 11103|XB360 1835","『ポケモン不思議のダンジョン　時の探検隊・闇の探検隊』|DS、ポケモン、2007/9/13、各4800円、176189本（759902）|（2007/9/17〜9/23）","『RISE FROM LAIR（ライズフロムレア）』|PS3、SCE、33点(9/7/8/9)|『PRG4-プロジェクトゴッサムレーシング4-』|XB360、マイクロソフト、33点（9/8/8/8）","●新型PSPが発売"
"984","DSL 71635|DS 204|PSP 128172|GBASP 223|GBM 969|PS2 13438|Wii 24828|PS3 12676|XB360 5772","『ポケモン不思議のダンジョン　時の探検隊・闇の探検隊』|DS、ポケモン、2007/9/13、各4800円、97309本（857211）|（2007/9/24〜9/30）","『ソニックラッシュアドベンチャー』|DS、セガ、32点(8/7/8/9)|『ビューティフル塊魂』|XB360、バンダイナムコゲームス、32点（8/8/8/8）","●―"
"985","DSL 76560|PSP 84754|GBASP 259|GBM 679|PS2 11838|Wii 21178|PS3 11025|XB360 3137","『ドラゴンボールZスパーキング！メテオ』|PS2、バンダイナムコゲームス、2007/10/4、7140円、161752本（初）|（2007/10/1〜10/7）","『ゴッド・オブ・ウォーII　終焉への序曲』|PS2、カプコン、37点(10/9/9/9)","●―"
"986","DSL 80260|PSP 68713|GBASP 334|GBM 516|PS2 11542|Wii 23695|PS3 8374|XB360 7102","『ドラゴンボールZスパーキング！メテオ』|PS2、バンダイナムコゲームス、2007/10/4、7140円、52586本（214338）|（2007/10/8〜10/14）","『スーパーマリオギャラクシー』|Wii、任天堂、38点(10/9/9/10)","●―"
"987","DSL 77810|PSP 63777|GBASP 328|GBM 589|PS2 10914|Wii 30776|PS3 11745|XB360 4971","『DS文学全集』|DS、任天堂、2007/10/18、2800円、39356本（初）|（2007/10/15〜10/21）","『ラチェット＆クランクFUTURE（フューチャー）』|PS3、SCE、36点(9/9/9/9)","●―"
"988","DSL 83436|PSP 61846|GBASP 264|GBM 385|PS2 11153|Wii 34766|PS3 16039|XB360 3507","『ファイナルファンタジータクティクスA2　封穴のグリモア』|DS、スクウェア・エニックス、2007/10/25、5040円、158408本（初）|（2007/10/22〜10/28）","『ゲームセンターCX　有野の挑戦状』|DS、バンダイナムコゲームス、33点(8/8/8/9)","●―"
"989","DSL 80272|PSP 56541|GBASP 425|GBM 583|PS2 10692|Wii 40836|PS3 16130|XB360 16622","『スーパーマリオギャラクシー』|Wii、任天堂、2007/11/1、5800円、256341本（初）|（2007/10/29〜11/4）","『ワールドサッカーウイニングイレブン2008』|PS3、KONAMI、36点(9/9/9/9)|『ワールドサッカーウイニングイレブン2008』|XB360、KONAMI、36点(9/9/9/9)","●―"
"990","DSL 81631|PSP 54520|GBASP 289|GBM 913|PS2 9406|Wii 34820|PS3 55890|XB360 6998","『マリオパーティDS』|DS、任天堂、2007/11/8、4800円、242195本（初）|（2007/11/5〜11/11）","『アサシンクリード』|XB360、ユービーアイソフト、36点(9/9/9/9)","●―"
"991","DSL 80827|PSP 66478|GBASP 296|GBM 556|PS2 8821|Wii 36413|PS3 52816|XB360 5685","『マリオパーティDS』|DS、任天堂、2007/11/8、4800円、114868本（357063）|（2007/11/12〜11/18）","『みんなのGOLFポータブル2』|PSP、SCE、37点(10/10/8/9)","●―"
"992","DSL 115529|PSP 88539|GBASP 320|GBM 451|PS2 15285|Wii 47124|PS3 58381|XB360 5760","『ドラゴンクエストIV 導かれし者たち』|DS、スクウェア・エニックス、2007/11/22、5490円、601737本（初）|（2007/11/19〜11/25）","『チョコボの不思議なダンジョン　時忘れの迷宮』|Wii、スクウェア・エニックス、33点(8/8/9/8)","●―"
"993","DSL 126347|PSP 78043|GBASP 256|GBM 428|PS2 15355|Wii 70865|PS3 40840|XB360 5222","『レイトン教授と悪魔の箱』|DS、レベルファイブ、2007/11/29、4800円、307771本（初）|（2007/11/26〜12/2）","『高速カードバトル　カードヒーロー』|DS、任天堂、36点(9/9/9/9)","●―"
"994","DSL 164576|PSP 88406|GBASP 246|GBM 389|PS2 14640|Wii 109791|PS3 38424|XB360 7814","『Wii Fit』|Wii、任天堂、2007/12/1、8800円、153219本（407228）|（2007/12/3〜12/9）","『コールオブデューティー4　モダン・ウォーフェア』|PS3、アクティビジョン、37点(10/9/9/9)|『コールオブデューティー4　モダン・ウォーフェア』|XB360、アクティビジョン、37点(10/9/9/9)","●―"
"996|※","DSL 248670|PSP 157863|GBASP 389|GBM 622|PS2 20710|Wii 168229|PS3 53084|XB360 8722","『マリオパーティDS』|DS、任天堂、2007/11/8、4800円、160115本（762580）|（2007/12/10〜12/16）","『実況パワフルプロ野球Wii決定版』|Wii、KONAMI、34点(8/9/8/9)","●―"
"997","DSL 319051|PSP 162013|GBASP 499|GBM 903|PS2 24081|Wii 263718|PS3 50681|XB360 8071","『ファイナルファンタジーIV』|DS、スクウェア・エニックス、2007/12/20、5980円、308794本（初）|（2007/12/17〜12/23）","『カドゥケウス　ニューブラッド』|Wii、アトラス、31点(8/7/8/8)","●―"
"998","DSL 506365|PSP 347273|GBASP 1074|GBM 1777|PS2 65020|Wii 404322|PS3 119057|XB360 22034|（2週分）","『マリオパーティDS』|DS、任天堂、2007/11/8、4800円、370257本（1440738）|（2007/12/24〜2008/1/6）","『大乱闘スマッシュブラザーズX』|Wii、任天堂、40点(10/10/10/10)","●Wii『スマブラX』特別小冊子（196ページ）が付属"
"999","DSL 102919|PSP 83676|GBASP 319|GBM 588|PS2 14956|Wii 82232|PS3 34322|XB360 5543","『Wii Fit』|Wii、任天堂、2007/12/1、8800円、93306本（1005167）|（2008/1/7〜2008/1/13）","『デビルメイクライ4』|PS3、カプコン、35点(9/9/9/8)|『デビルメイクライ4』|XB360、カプコン、35点(9/9/9/8)","●999号の表紙イラストは「銀河鉄道999」"
"1000","DSL 90536|PSP 65278|GBASP 243|GBM 566|Wii 75824|PS3 32264|PS2 12796|XB360 4437","『Wii Fit』|Wii、任天堂、2007/12/1、8800円、108459本（1113626）|（2008/1/14〜2008/1/20）","『機動戦士ガンダム　ギレンの野望　アクシズの脅威』|PSP、バンダイナムコゲームス、32点(9/8/7/8)","●付録に「プラチナ殿堂入りソフト完全カタログ」"
