"begin_date","end_date","hw","units"
"2018-02-12","2018-02-19","XBOne","267"
"2018-02-19","2018-02-26","3DS","12621"
"2018-02-19","2018-02-26","Vita","5666"
"2018-02-19","2018-02-26","NSW","41294"
"2018-02-19","2018-02-26","PS4","36193"
"2018-02-19","2018-02-26","XBOne","428"
"2018-02-26","2018-03-05","3DS","12513"
"2018-02-26","2018-03-05","Vita","5890"
"2018-02-26","2018-03-05","NSW","43801"
"2018-02-26","2018-03-05","PS4","26843"
"2018-02-26","2018-03-05","XBOne","185"
"2018-03-05","2018-03-12","3DS","12255"
"2018-03-05","2018-03-12","Vita","6636"
"2018-03-05","2018-03-12","NSW","45746"
"2018-03-05","2018-03-12","PS4","27323"
"2018-03-05","2018-03-12","XBOne","193"
"2018-03-12","2018-03-19","3DS","11100"
"2018-03-12","2018-03-19","Vita","4563"
"2018-03-12","2018-03-19","NSW","47841"
"2018-03-12","2018-03-19","PS4","19845"
"2018-03-12","2018-03-19","XBOne","142"
"2018-03-19","2018-03-26","3DS","13011"
"2018-03-19","2018-03-26","Vita","4494"
"2018-03-19","2018-03-26","NSW","51563"
"2018-03-19","2018-03-26","PS4","19175"
"2018-03-19","2018-03-26","XBOne","155"
"2018-03-26","2018-04-02","3DS","11951"
"2018-03-26","2018-04-02","Vita","4553"
"2018-03-26","2018-04-02","NSW","41402"
"2018-03-26","2018-04-02","PS4","21569"
"2018-03-26","2018-04-02","XBOne","267"
"2018-04-02","2018-04-09","3DS","10570"
"2018-04-02","2018-04-09","Vita","3471"
"2018-04-02","2018-04-09","NSW","36341"
"2018-04-02","2018-04-09","PS4","13018"
"2018-04-02","2018-04-09","XBOne","125"
"2018-04-09","2018-04-16","3DS","8909"
"2018-04-09","2018-04-16","Vita","3113"
"2018-04-09","2018-04-16","NSW","32427"
"2018-04-09","2018-04-16","PS4","11837"
"2018-04-09","2018-04-16","XBOne","145"
"2018-04-16","2018-04-23","3DS","8010"
"2018-04-16","2018-04-23","Vita","3220"
"2018-04-16","2018-04-23","NSW","32476"
"2018-04-16","2018-04-23","PS4","11807"
"2018-04-16","2018-04-23","XBOne","156"
"2018-04-23","2018-04-30","3DS","8378"
"2018-04-23","2018-04-30","Vita","5048"
"2018-04-23","2018-04-30","NSW","35498"
"2018-04-23","2018-04-30","PS4","24330"
"2018-04-23","2018-04-30","XBOne","236"
"2018-04-30","2018-05-07","3DS","13322"
"2018-04-30","2018-05-07","Vita","7977"
"2018-04-30","2018-05-07","NSW","54534"
"2018-04-30","2018-05-07","PS4","37356"
"2018-04-30","2018-05-07","XBOne","219"
"2018-05-07","2018-05-14","3DS","6703"
"2018-05-07","2018-05-14","Vita","2804"
"2018-05-07","2018-05-14","NSW","27907"
"2018-05-07","2018-05-14","PS4","16905"
"2018-05-07","2018-05-14","XBOne","180"
"2018-05-14","2018-05-21","3DS","6774"
"2018-05-14","2018-05-21","Vita","2698"
"2018-05-14","2018-05-21","NSW","30341"
"2018-05-14","2018-05-21","PS4","15559"
"2018-05-14","2018-05-21","XBOne","184"
"2018-05-21","2018-05-28","3DS","6588"
"2018-05-21","2018-05-28","Vita","2721"
"2018-05-21","2018-05-28","NSW","31673"
"2018-05-21","2018-05-28","PS4","16361"
"2018-05-21","2018-05-28","XBOne","182"
"2018-05-28","2018-06-04","3DS","7252"
"2018-05-28","2018-06-04","Vita","2742"
"2018-05-28","2018-06-04","NSW","36271"
"2018-05-28","2018-06-04","PS4","17396"
"2018-05-28","2018-06-04","XBOne","149"
"2018-06-04","2018-06-11","3DS","7285"
"2018-06-04","2018-06-11","Vita","3921"
"2018-06-04","2018-06-11","NSW","36449"
"2018-06-04","2018-06-11","PS4","26978"
"2018-06-04","2018-06-11","XBOne","103"
"2018-06-11","2018-06-18","3DS","7321"
"2018-06-11","2018-06-18","Vita","2983"
"2018-06-11","2018-06-18","NSW","44824"
"2018-06-11","2018-06-18","PS4","22570"
"2018-06-11","2018-06-18","XBOne","826"
"2018-06-18","2018-06-25","3DS","7052"
"2018-06-18","2018-06-25","Vita","2410"
"2018-06-18","2018-06-25","NSW","46750"
"2018-06-18","2018-06-25","PS4","21368"
"2018-06-18","2018-06-25","XBOne","441"
"2018-06-25","2018-07-02","3DS","7653"
"2018-06-25","2018-07-02","Vita","2794"
"2018-06-25","2018-07-02","NSW","50678"
"2018-06-25","2018-07-02","PS4","19639"
"2018-06-25","2018-07-02","XBOne","220"
"2018-07-02","2018-07-09","3DS","7522"
"2018-07-02","2018-07-09","Vita","2788"
"2018-07-02","2018-07-09","NSW","43648"
"2018-07-02","2018-07-09","PS4","19041"
"2018-07-02","2018-07-09","XBOne","183"
"2018-07-09","2018-07-16","3DS","7499"
"2018-07-09","2018-07-16","Vita","3594"
"2018-07-09","2018-07-16","NSW","47317"
"2018-07-09","2018-07-16","PS4","17747"
"2018-07-09","2018-07-16","XBOne","115"
"2018-07-16","2018-07-23","3DS","10552"
"2018-07-16","2018-07-23","Vita","3796"
"2018-07-16","2018-07-23","NSW","53644"
"2018-07-16","2018-07-23","PS4","18033"
"2018-07-16","2018-07-23","XBOne","385"
"2018-07-23","2018-07-30","3DS","8413"
"2018-07-23","2018-07-30","Vita","2653"
"2018-07-23","2018-07-30","NSW","47446"
"2018-07-23","2018-07-30","PS4","17572"
"2018-07-23","2018-07-30","XBOne","335"
"2018-07-30","2018-08-06","3DS","11361"
"2018-07-30","2018-08-06","Vita","2916"
"2018-07-30","2018-08-06","NSW","48975"
"2018-07-30","2018-08-06","PS4","17254"
"2018-07-30","2018-08-06","XBOne","113"
"2018-08-06","2018-08-13","3DS","10566"
"2018-08-06","2018-08-13","Vita","2602"
"2018-08-06","2018-08-13","NSW","50549"
"2018-08-06","2018-08-13","PS4","19754"
"2018-08-06","2018-08-13","XBOne","125"
"2018-08-13","2018-08-20","3DS","11232"
"2018-08-13","2018-08-20","Vita","2982"
"2018-08-13","2018-08-20","NSW","53536"
"2018-08-13","2018-08-20","PS4","26811"
"2018-08-13","2018-08-20","XBOne","136"
"2018-08-20","2018-08-27","3DS","7810"
"2018-08-20","2018-08-27","Vita","2370"
"2018-08-20","2018-08-27","NSW","46413"
"2018-08-20","2018-08-27","PS4","22242"
"2018-08-20","2018-08-27","XBOne","154"
"2018-08-27","2018-09-03","3DS","7715"
"2018-08-27","2018-09-03","Vita","2325"
"2018-08-27","2018-09-03","NSW","41125"
"2018-08-27","2018-09-03","PS4","17564"
"2018-08-27","2018-09-03","XBOne","144"
"2018-09-03","2018-09-10","3DS","6888"
"2018-09-03","2018-09-10","Vita","2327"
"2018-09-03","2018-09-10","NSW","46206"
"2018-09-03","2018-09-10","PS4","18974"
"2018-09-03","2018-09-10","XBOne","61"
"2018-09-10","2018-09-17","3DS","6338"
"2018-09-10","2018-09-17","Vita","1970"
"2018-09-10","2018-09-17","NSW","36153"
"2018-09-10","2018-09-17","PS4","20849"
"2018-09-10","2018-09-17","XBOne","275"
"2018-09-17","2018-09-24","3DS","6788"
"2018-09-17","2018-09-24","Vita","2619"
"2018-09-17","2018-09-24","NSW","36751"
"2018-09-17","2018-09-24","PS4","17299"
"2018-09-17","2018-09-24","XBOne","125"
"2018-09-24","2018-10-01","3DS","6651"
"2018-09-24","2018-10-01","Vita","2760"
"2018-09-24","2018-10-01","NSW","43197"
"2018-09-24","2018-10-01","PS4","20520"
"2018-09-24","2018-10-01","XBOne","114"
"2018-10-01","2018-10-08","3DS","6376"
"2018-10-01","2018-10-08","Vita","2823"
"2018-10-01","2018-10-08","NSW","46590"
"2018-10-01","2018-10-08","PS4","13548"
"2018-10-01","2018-10-08","XBOne","461"
"2018-10-08","2018-10-15","3DS","6430"
"2018-10-08","2018-10-15","Vita","2535"
"2018-10-08","2018-10-15","NSW","44572"
"2018-10-08","2018-10-15","PS4","25482"
"2018-10-08","2018-10-15","XBOne","310"
"2018-10-15","2018-10-22","3DS","5373"
"2018-10-15","2018-10-22","Vita","2803"
"2018-10-15","2018-10-22","NSW","43863"
"2018-10-15","2018-10-22","PS4","19867"
"2018-10-15","2018-10-22","XBOne","140"
"2018-10-22","2018-10-29","3DS","5497"
"2018-10-22","2018-10-29","Vita","2004"
"2018-10-22","2018-10-29","NSW","38448"
"2018-10-22","2018-10-29","PS4","19321"
"2018-10-22","2018-10-29","XBOne","171"
"2018-10-29","2018-11-05","3DS","5699"
"2018-10-29","2018-11-05","Vita","1838"
"2018-10-29","2018-11-05","NSW","40344"
"2018-10-29","2018-11-05","PS4","17783"
"2018-10-29","2018-11-05","XBOne","223"
"2018-11-05","2018-11-12","3DS","6041"
"2018-11-05","2018-11-12","Vita","1668"
"2018-11-05","2018-11-12","NSW","53385"
"2018-11-05","2018-11-12","PS4","16216"
"2018-11-05","2018-11-12","XBOne","473"
"2018-11-12","2018-11-19","3DS","6056"
"2018-11-12","2018-11-19","Vita","1818"
"2018-11-12","2018-11-19","NSW","180585"
"2018-11-12","2018-11-19","PS4","15890"
"2018-11-12","2018-11-19","XBOne","202"
"2018-11-19","2018-11-26","3DS","8302"
"2018-11-19","2018-11-26","Vita","1819"
"2018-11-19","2018-11-26","NSW","113341"
"2018-11-19","2018-11-26","PS4","29283"
"2018-11-19","2018-11-26","XBOne","684"
"2018-11-26","2018-12-03","3DS","8804"
"2018-11-26","2018-12-03","Vita","1730"
"2018-11-26","2018-12-03","NSW","107450"
"2018-11-26","2018-12-03","PS4","18801"
"2018-11-26","2018-12-03","XBOne","194"
"2018-12-03","2018-12-10","3DS","12487"
"2018-12-03","2018-12-10","Vita","2130"
"2018-12-03","2018-12-10","NSW","278313"
"2018-12-03","2018-12-10","PS4","67911"
"2018-12-03","2018-12-10","XBOne","358"
"2018-12-10","2018-12-17","3DS","17525"
"2018-12-10","2018-12-17","Vita","2583"
"2018-12-10","2018-12-17","NSW","285513"
"2018-12-10","2018-12-17","PS4","82546"
"2018-12-10","2018-12-17","XBOne","489"
"2018-12-17","2018-12-24","3DS","25568"
"2018-12-17","2018-12-24","Vita","3595"
"2018-12-17","2018-12-24","NSW","300661"
"2018-12-17","2018-12-24","PS4","75178"
"2018-12-17","2018-12-24","XBOne","305"
"2018-12-24","2018-12-31","3DS","11775"
"2018-12-24","2018-12-31","Vita","2658"
"2018-12-24","2018-12-31","NSW","186806"
"2018-12-24","2018-12-31","PS4","75683"
"2018-12-24","2018-12-31","XBOne","362"
"2018-12-31","2019-01-07","3DS","28969"
"2018-12-31","2019-01-07","Vita","3577"
"2018-12-31","2019-01-07","NSW","225698"
"2018-12-31","2019-01-07","PS4","132566"
"2018-12-31","2019-01-07","XBOne","257"
"2019-01-07","2019-01-14","3DS","5493"
"2019-01-07","2019-01-14","Vita","1701"
"2019-01-07","2019-01-14","NSW","83136"
"2019-01-07","2019-01-14","PS4","17188"
"2019-01-07","2019-01-14","XBOne","180"
"2019-01-14","2019-01-21","3DS","4939"
"2019-01-14","2019-01-21","Vita","1853"
"2019-01-14","2019-01-21","NSW","71672"
"2019-01-14","2019-01-21","PS4","19365"
"2019-01-14","2019-01-21","XBOne","166"
"2019-01-21","2019-01-28","3DS","4654"
"2019-01-21","2019-01-28","Vita","1787"
"2019-01-21","2019-01-28","NSW","51556"
"2019-01-21","2019-01-28","PS4","51704"
"2019-01-21","2019-01-28","XBOne","130"
"2019-01-28","2019-02-04","3DS","4134"
"2019-01-28","2019-02-04","Vita","1231"
"2019-01-28","2019-02-04","NSW","66448"
"2019-01-28","2019-02-04","PS4","27832"
"2019-01-28","2019-02-04","XBOne","96"
"2019-02-04","2019-02-11","3DS","3972"
"2019-02-04","2019-02-11","Vita","1504"
"2019-02-04","2019-02-11","NSW","61042"
"2019-02-04","2019-02-11","PS4","19981"
"2019-02-04","2019-02-11","XBOne","270"
"2019-02-11","2019-02-18","3DS","3890"
"2019-02-11","2019-02-18","Vita","1475"
"2019-02-11","2019-02-18","NSW","64313"
"2019-02-11","2019-02-18","PS4","21571"
"2019-02-11","2019-02-18","XBOne","68"
"2019-02-18","2019-02-25","3DS","3555"
"2019-02-18","2019-02-25","Vita","3554"
"2019-02-18","2019-02-25","NSW","49139"
"2019-02-18","2019-02-25","PS4","18372"
"2019-02-18","2019-02-25","XBOne","55"
"2019-02-25","2019-03-04","3DS","6084"
"2019-02-25","2019-03-04","Vita","4733"
"2019-02-25","2019-03-04","NSW","66453"
"2019-02-25","2019-03-04","PS4","22402"
"2019-02-25","2019-03-04","XBOne","99"
"2019-03-04","2019-03-11","3DS","4276"
"2019-03-04","2019-03-11","Vita","6403"
"2019-03-04","2019-03-11","NSW","67624"
"2019-03-04","2019-03-11","PS4","29949"
"2019-03-04","2019-03-11","XBOne","65"
"2019-03-11","2019-03-18","3DS","4659"
"2019-03-11","2019-03-18","Vita","1706"
"2019-03-11","2019-03-18","NSW","55478"
"2019-03-11","2019-03-18","PS4","29948"
"2019-03-11","2019-03-18","XBOne","195"
"2019-03-18","2019-03-25","3DS","6819"
"2019-03-18","2019-03-25","Vita","821"
"2019-03-18","2019-03-25","NSW","56812"
"2019-03-18","2019-03-25","PS4","29746"
"2019-03-18","2019-03-25","XBOne","96"
"2019-03-25","2019-04-01","3DS","5056"
"2019-03-25","2019-04-01","Vita","717"
"2019-03-25","2019-04-01","NSW","49852"
"2019-03-25","2019-04-01","PS4","23863"
"2019-03-25","2019-04-01","XBOne","92"
"2019-04-01","2019-04-08","3DS","4388"
"2019-04-01","2019-04-08","Vita","482"
"2019-04-01","2019-04-08","NSW","46850"
"2019-04-01","2019-04-08","PS4","13854"
"2019-04-01","2019-04-08","XBOne","93"
"2019-04-08","2019-04-15","3DS","3340"
"2019-04-08","2019-04-15","Vita","575"
"2019-04-08","2019-04-15","NSW","54101"
"2019-04-08","2019-04-15","PS4","11793"
"2019-04-08","2019-04-15","XBOne","66"
"2019-04-15","2019-04-22","3DS","3232"
"2019-04-15","2019-04-22","Vita","571"
"2019-04-15","2019-04-22","NSW","40338"
"2019-04-15","2019-04-22","PS4","11363"
"2019-04-15","2019-04-22","XBOne","83"
"2019-04-22","2019-04-29","3DS","4580"
"2019-04-22","2019-04-29","Vita","536"
"2019-04-22","2019-04-29","NSW","42108"
"2019-04-22","2019-04-29","PS4","14167"
"2019-04-22","2019-04-29","XBOne","155"
"2019-04-29","2019-05-13","3DS","10351"
"2019-04-29","2019-05-13","Vita","1088"
"2019-04-29","2019-05-13","NSW","83471"
"2019-04-29","2019-05-13","PS4","30003"
"2019-04-29","2019-05-13","XBOne","382"
"2019-05-13","2019-05-20","3DS","2529"
"2019-05-13","2019-05-20","Vita","290"
"2019-05-13","2019-05-20","NSW","32564"
"2019-05-13","2019-05-20","PS4","9560"
"2019-05-13","2019-05-20","XBOne","112"
"2019-05-20","2019-05-27","3DS","2595"
"2019-05-20","2019-05-27","Vita","314"
"2019-05-20","2019-05-27","NSW","25936"
"2019-05-20","2019-05-27","PS4","9642"
"2019-05-20","2019-05-27","XBOne","92"
"2019-05-27","2019-06-03","3DS","2255"
"2019-05-27","2019-06-03","Vita","251"
"2019-05-27","2019-06-03","NSW","33154"
"2019-05-27","2019-06-03","PS4","8982"
"2019-05-27","2019-06-03","XBOne","91"
"2019-06-03","2019-06-10","3DS","2732"
"2019-06-03","2019-06-10","Vita","157"
"2019-06-03","2019-06-10","NSW","33590"
"2019-06-03","2019-06-10","PS4","30108"
"2019-06-03","2019-06-10","XBOne","137"
"2019-06-10","2019-06-17","3DS","2768"
"2019-06-10","2019-06-17","Vita","139"
"2019-06-10","2019-06-17","NSW","34321"
"2019-06-10","2019-06-17","PS4","28762"
"2019-06-10","2019-06-17","XBOne","341"
"2019-06-17","2019-06-24","3DS","2362"
"2019-06-17","2019-06-24","Vita","128"
"2019-06-17","2019-06-24","NSW","29058"
"2019-06-17","2019-06-24","PS4","15711"
"2019-06-17","2019-06-24","XBOne","313"
"2019-06-24","2019-07-01","3DS","2713"
"2019-06-24","2019-07-01","Vita","115"
"2019-06-24","2019-07-01","NSW","59184"
"2019-06-24","2019-07-01","PS4","18773"
"2019-06-24","2019-07-01","XBOne","178"
"2019-07-01","2019-07-08","3DS","2550"
"2019-07-01","2019-07-08","Vita","206"
"2019-07-01","2019-07-08","NSW","75481"
"2019-07-01","2019-07-08","PS4","11303"
"2019-07-01","2019-07-08","XBOne","121"
"2019-07-08","2019-07-15","3DS","2361"
"2019-07-08","2019-07-15","Vita","179"
"2019-07-08","2019-07-15","NSW","55823"
"2019-07-08","2019-07-15","PS4","10941"
"2019-07-08","2019-07-15","XBOne","50"
"2019-07-15","2019-07-22","3DS","2517"
"2019-07-15","2019-07-22","Vita","315"
"2019-07-15","2019-07-22","NSW","45596"
"2019-07-15","2019-07-22","PS4","13484"
"2019-07-15","2019-07-22","XBOne","121"
"2019-07-22","2019-07-29","3DS","2667"
"2019-07-22","2019-07-29","Vita","243"
"2019-07-22","2019-07-29","NSW","42689"
"2019-07-22","2019-07-29","PS4","11182"
"2019-07-22","2019-07-29","XBOne","51"
"2019-07-29","2019-08-05","3DS","2610"
"2019-07-29","2019-08-05","Vita","115"
"2019-07-29","2019-08-05","NSW","36613"
"2019-07-29","2019-08-05","PS4","10054"
"2019-07-29","2019-08-05","XBOne","48"
"2019-08-05","2019-08-12","3DS","5397"
"2019-08-05","2019-08-12","Vita","81"
"2019-08-05","2019-08-12","NSW","41963"
"2019-08-05","2019-08-12","PS4","15002"
"2019-08-05","2019-08-12","XBOne","44"
"2019-08-12","2019-08-19","3DS","5544"
"2019-08-12","2019-08-19","Vita","134"
"2019-08-12","2019-08-19","NSW","50714"
"2019-08-12","2019-08-19","PS4","21391"
"2019-08-12","2019-08-19","XBOne","42"
"2019-08-19","2019-08-26","3DS","2227"
"2019-08-19","2019-08-26","Vita","67"
"2019-08-19","2019-08-26","NSW","30072"
"2019-08-19","2019-08-26","PS4","9746"
"2019-08-19","2019-08-26","XBOne","44"
"2019-08-26","2019-09-02","3DS","1934"
"2019-08-26","2019-09-02","Vita","50"
"2019-08-26","2019-09-02","NSW","90553"
"2019-08-26","2019-09-02","PS4","10924"
"2019-08-26","2019-09-02","XBOne","57"
"2019-09-02","2019-09-09","3DS","1518"
"2019-09-02","2019-09-09","Vita","34"
"2019-09-02","2019-09-09","NSW","77392"
"2019-09-02","2019-09-09","PS4","33728"
"2019-09-02","2019-09-09","XBOne","65"
"2019-09-09","2019-09-16","3DS","1849"
"2019-09-09","2019-09-16","Vita","42"
"2019-09-09","2019-09-16","NSW","51619"
"2019-09-09","2019-09-16","PS4","27437"
"2019-09-09","2019-09-16","XBOne","97"
"2019-09-16","2019-09-23","3DS","1687"
"2019-09-16","2019-09-23","Vita","28"
"2019-09-16","2019-09-23","NSW","239740"
"2019-09-16","2019-09-23","PS4","24857"
"2019-09-16","2019-09-23","XBOne","513"
"2019-09-23","2019-09-30","3DS","2384"
"2019-09-23","2019-09-30","Vita","39"
"2019-09-23","2019-09-30","NSW","196489"
"2019-09-23","2019-09-30","PS4","24658"
"2019-09-23","2019-09-30","XBOne","158"
"2019-09-30","2019-10-07","3DS","1303"
"2019-09-30","2019-10-07","Vita","32"
"2019-09-30","2019-10-07","NSW","89137"
"2019-09-30","2019-10-07","PS4","12388"
"2019-09-30","2019-10-07","XBOne","126"
"2019-10-07","2019-10-14","3DS","1041"
"2019-10-07","2019-10-14","Vita","26"
"2019-10-07","2019-10-14","NSW","56680"
"2019-10-07","2019-10-14","PS4","7849"
"2019-10-07","2019-10-14","XBOne","78"
"2019-10-14","2019-10-21","3DS","1110"
"2019-10-14","2019-10-21","Vita","27"
"2019-10-14","2019-10-21","NSW","54067"
"2019-10-14","2019-10-21","PS4","7362"
"2019-10-14","2019-10-21","XBOne","142"
"2019-10-21","2019-10-28","3DS","1241"
"2019-10-21","2019-10-28","Vita","23"
"2019-10-21","2019-10-28","NSW","69438"
"2019-10-21","2019-10-28","PS4","7422"
"2019-10-21","2019-10-28","XBOne","81"
"2019-10-28","2019-11-04","3DS","1070"
"2019-10-28","2019-11-04","Vita","41"
"2019-10-28","2019-11-04","NSW","119397"
"2019-10-28","2019-11-04","PS4","8338"
"2019-10-28","2019-11-04","XBOne","75"
"2019-11-04","2019-11-11","3DS","1774"
"2019-11-04","2019-11-11","Vita","22"
"2019-11-04","2019-11-11","NSW","88772"
"2019-11-04","2019-11-11","PS4","15810"
"2019-11-04","2019-11-11","XBOne","64"
"2019-11-11","2019-11-18","3DS","1262"
"2019-11-11","2019-11-18","Vita","20"
"2019-11-11","2019-11-18","NSW","180136"
"2019-11-11","2019-11-18","PS4","8094"
"2019-11-11","2019-11-18","XBOne","80"
"2019-11-18","2019-11-25","3DS","1073"
"2019-11-18","2019-11-25","Vita","23"
"2019-11-18","2019-11-25","NSW","179992"
"2019-11-18","2019-11-25","PS4","7073"
"2019-11-18","2019-11-25","XBOne","110"
"2019-11-25","2019-12-02","3DS","1580"
"2019-11-25","2019-12-02","Vita","26"
"2019-11-25","2019-12-02","NSW","186763"
"2019-11-25","2019-12-02","PS4","8626"
"2019-11-25","2019-12-02","XBOne","891"
"2019-12-02","2019-12-09","3DS","4074"
"2019-12-02","2019-12-09","Vita","45"
"2019-12-02","2019-12-09","NSW","188501"
"2019-12-02","2019-12-09","PS4","41401"
"2019-12-02","2019-12-09","XBOne","400"
"2019-12-09","2019-12-16","3DS","3694"
"2019-12-09","2019-12-16","Vita","51"
"2019-12-09","2019-12-16","NSW","236625"
"2019-12-09","2019-12-16","PS4","11216"
"2019-12-09","2019-12-16","XBOne","522"
"2019-12-16","2019-12-23","3DS","3316"
"2019-12-16","2019-12-23","Vita","38"
"2019-12-16","2019-12-23","NSW","291485"
"2019-12-16","2019-12-23","PS4","107313"
"2019-12-16","2019-12-23","XBOne","226"
"2019-12-23","2019-12-30","3DS","3045"
"2019-12-23","2019-12-30","Vita","53"
"2019-12-23","2019-12-30","NSW","234268"
"2019-12-23","2019-12-30","PS4","81349"
"2019-12-23","2019-12-30","XBOne","297"
"2019-12-30","2020-01-13","3DS","4973"
"2019-12-30","2020-01-13","NSW","401128"
"2019-12-30","2020-01-13","PS4","65603"
"2019-12-30","2020-01-13","XBOne","245"
"2020-01-13","2020-01-20","3DS","766"
"2020-01-13","2020-01-20","NSW","96458"
"2020-01-13","2020-01-20","PS4","6325"
"2020-01-13","2020-01-20","XBOne","74"
"2020-01-20","2020-01-27","3DS","718"
"2020-01-20","2020-01-27","NSW","67987"
"2020-01-20","2020-01-27","PS4","6330"
"2020-01-20","2020-01-27","XBOne","58"
"2020-01-27","2020-02-03","3DS","599"
"2020-01-27","2020-02-03","NSW","75922"
"2020-01-27","2020-02-03","PS4","6282"
"2020-01-27","2020-02-03","XBOne","38"
"2020-02-03","2020-02-10","3DS","580"
"2020-02-03","2020-02-10","NSW","100961"
"2020-02-03","2020-02-10","PS4","7007"
"2020-02-03","2020-02-10","XBOne","66"
"2020-02-10","2020-02-17","3DS","757"
"2020-02-10","2020-02-17","NSW","80312"
"2020-02-10","2020-02-17","PS4","7832"
"2020-02-10","2020-02-17","XBOne","41"
"2020-02-17","2020-02-24","3DS","1025"
"2020-02-17","2020-02-24","NSW","41490"
"2020-02-17","2020-02-24","PS4","6215"
"2020-02-17","2020-02-24","XBOne","42"
"2020-02-24","2020-03-02","3DS","1131"
"2020-02-24","2020-03-02","NSW","53098"
"2020-02-24","2020-03-02","PS4","9583"
"2020-02-24","2020-03-02","XBOne","72"
"2020-03-02","2020-03-09","3DS","1297"
"2020-03-02","2020-03-09","NSW","50585"
"2020-03-02","2020-03-09","PS4","13771"
"2020-03-02","2020-03-09","XBOne","89"
"2020-03-09","2020-03-16","3DS","1362"
"2020-03-09","2020-03-16","NSW","57274"
"2020-03-09","2020-03-16","PS4","14925"
"2020-03-09","2020-03-16","XBOne","58"
"2020-03-16","2020-03-23","3DS","1022"
"2020-03-16","2020-03-23","NSW","392576"
"2020-03-16","2020-03-23","PS4","15393"
"2020-03-16","2020-03-23","XBOne","311"
"2020-03-23","2020-03-30","3DS","940"
"2020-03-23","2020-03-30","NSW","282561"
"2020-03-23","2020-03-30","PS4","10820"
"2020-03-23","2020-03-30","XBOne","310"
"2020-03-30","2020-04-06","3DS","1230"
"2020-03-30","2020-04-06","NSW","154640"
"2020-03-30","2020-04-06","PS4","19535"
"2020-03-30","2020-04-06","XBOne","51"
"2020-04-06","2020-04-13","3DS","1614"
"2020-04-06","2020-04-13","NSW","25313"
"2020-04-06","2020-04-13","PS4","79059"
"2020-04-06","2020-04-13","XBOne","34"
"2020-04-13","2020-04-20","3DS","1571"
"2020-04-13","2020-04-20","NSW","27874"
"2020-04-13","2020-04-20","PS4","34500"
"2020-04-13","2020-04-20","XBOne","53"
"2020-04-20","2020-04-27","3DS","1784"
"2020-04-20","2020-04-27","NSW","107104"
"2020-04-20","2020-04-27","PS4","33056"
"2020-04-20","2020-04-27","XBOne","242"
"2020-04-27","2020-05-11","3DS","3422"
"2020-04-27","2020-05-11","NSW","157463"
"2020-04-27","2020-05-11","PS4","32478"
"2020-04-27","2020-05-11","XBOne","250"
"2020-05-11","2020-05-18","3DS","1028"
"2020-05-11","2020-05-18","NSW","38380"
"2020-05-11","2020-05-18","PS4","6241"
"2020-05-11","2020-05-18","XBOne","32"
"2020-05-18","2020-05-25","3DS","2084"
"2020-05-18","2020-05-25","NSW","52557"
"2020-05-18","2020-05-25","PS4","3771"
"2020-05-18","2020-05-25","XBOne","223"
"2020-05-25","2020-06-01","3DS","1157"
"2020-05-25","2020-06-01","NSW","107593"
"2020-05-25","2020-06-01","PS4","5867"
"2020-05-25","2020-06-01","XBOne","185"
"2020-06-01","2020-06-08","3DS","1180"
"2020-06-01","2020-06-08","NSW","68192"
"2020-06-01","2020-06-08","PS4","21291"
"2020-06-01","2020-06-08","XBOne","37"
"2020-06-08","2020-06-15","3DS","1004"
"2020-06-08","2020-06-15","NSW","55187"
"2020-06-08","2020-06-15","PS4","9283"
"2020-06-08","2020-06-15","XBOne","104"
"2020-06-15","2020-06-22","3DS","1152"
"2020-06-15","2020-06-22","NSW","78428"
"2020-06-15","2020-06-22","PS4","12844"
"2020-06-15","2020-06-22","XBOne","32"
"2020-06-22","2020-06-29","3DS","944"
"2020-06-22","2020-06-29","NSW","93799"
"2020-06-22","2020-06-29","PS4","7801"
"2020-06-22","2020-06-29","XBOne","40"
"2020-06-29","2020-07-06","3DS","933"
"2020-06-29","2020-07-06","NSW","52250"
"2020-06-29","2020-07-06","PS4","4558"
"2020-06-29","2020-07-06","XBOne","44"
"2020-07-06","2020-07-13","3DS","801"
"2020-07-06","2020-07-13","NSW","96879"
"2020-07-06","2020-07-13","PS4","3425"
"2020-07-06","2020-07-13","XBOne","35"
"2020-07-13","2020-07-20","3DS","903"
"2020-07-13","2020-07-20","NSW","113197"
"2020-07-13","2020-07-20","PS4","4523"
"2020-07-13","2020-07-20","XBOne","31"
"2020-07-20","2020-07-27","3DS","1042"
"2020-07-20","2020-07-27","NSW","125231"
"2020-07-20","2020-07-27","PS4","1434"
"2020-07-20","2020-07-27","XBOne","40"
"2020-07-27","2020-08-03","3DS","776"
"2020-07-27","2020-08-03","NSW","86605"
"2020-07-27","2020-08-03","PS4","4025"
"2020-07-27","2020-08-03","XBOne","41"
"2020-08-03","2020-08-17","3DS","2007"
"2020-08-03","2020-08-17","NSW","322037"
"2020-08-03","2020-08-17","PS4","8523"
"2020-08-03","2020-08-17","XBOne","94"
"2020-08-17","2020-08-24","3DS","1171"
"2020-08-17","2020-08-24","NSW","70129"
"2020-08-17","2020-08-24","PS4","883"
"2020-08-17","2020-08-24","XBOne","24"
"2020-08-24","2020-08-31","3DS","1011"
"2020-08-24","2020-08-31","NSW","78773"
"2020-08-24","2020-08-31","PS4","1926"
"2020-08-24","2020-08-31","XBOne","28"
"2020-08-31","2020-09-07","3DS","923"
